census_id,fnlwgt,capital-gain,capital-loss,income
7750,155657,0,0,0
7751,72953,0,0,0
7752,107548,0,0,0
7753,163258,0,0,0
7754,221324,0,0,0
7755,444822,0,0,0
7756,154398,0,0,0
7757,120672,0,1721,0
7758,159650,0,0,1
7759,290754,0,0,0
7760,49654,0,0,0
7761,147352,0,0,0
7762,227943,0,0,0
7763,423024,0,0,0
7764,64322,0,0,0
7765,445940,0,0,0
7766,230824,0,0,0
7767,48882,0,0,0
7768,168195,0,0,0
7769,188644,0,0,0
7770,136077,0,0,0
7771,119793,0,0,0
7772,336513,0,0,0
7773,186991,0,0,0
7774,218948,0,0,0
7775,211435,0,0,0
7776,280169,3456,0,0
7777,109997,0,0,0
7778,286789,0,0,1
7779,102460,0,0,0
7780,287160,0,0,0
7781,198097,0,0,0
7782,119111,0,0,0
7783,174461,0,0,0
7784,281678,0,0,0
7785,377725,0,0,0
7786,151053,0,0,1
7787,186539,0,0,1
7788,149478,0,0,0
7789,198452,0,0,0
7790,198863,0,2559,1
7791,176711,0,0,0
7792,165310,0,0,0
7793,213008,0,0,0
7794,38251,0,0,0
7795,125761,0,0,0
7796,148645,0,0,0
7797,273435,0,1579,0
7798,208613,0,0,0
7799,192565,0,0,0
7800,183885,0,0,0
7801,243631,0,0,0
7802,191754,0,0,1
7803,261278,0,0,0
7804,127014,0,0,0
7805,197919,0,0,0
7806,217460,0,0,1
7807,86551,0,0,1
7808,98051,0,0,1
7809,215917,0,0,0
7810,192982,0,0,0
7811,334132,0,0,0
7812,136986,0,0,1
7813,116812,0,0,0
7814,189123,0,1485,0
7815,89648,0,0,0
7816,190027,0,0,0
7817,99248,0,0,0
7818,57600,0,0,0
7819,199224,0,0,1
7820,140363,0,0,0
7821,308812,0,0,0
7822,275421,0,0,0
7823,213321,0,0,0
7824,157747,0,0,0
7825,182314,0,0,1
7826,220589,0,0,0
7827,208640,0,0,1
7828,189346,2202,0,0
7829,124071,0,0,0
7830,20469,0,0,0
7831,154227,0,0,1
7832,105044,0,0,1
7833,35910,0,0,1
7834,189203,0,0,0
7835,116493,13550,0,1
7836,19700,0,0,1
7837,48718,2907,0,0
7838,106113,0,0,1
7839,256263,0,0,0
7840,202498,0,0,0
7841,120074,0,0,1
7842,122922,0,0,0
7843,116903,0,2149,0
7844,222596,0,0,1
7845,107302,0,0,0
7846,156400,0,0,0
7847,53373,0,0,0
7848,58916,0,0,0
7849,167159,0,0,1
7850,283806,0,0,0
7851,140426,0,0,0
7852,61778,15024,0,1
7853,33310,0,0,0
7854,202560,0,0,0
7856,153486,0,0,0
7857,167536,0,0,0
7858,370990,0,0,0
7859,198867,0,0,0
7860,174924,0,0,0
7861,175856,0,0,0
7862,169628,0,0,0
7863,125159,0,0,0
7864,220690,0,0,0
7865,160035,3908,0,0
7866,116878,0,0,0
7867,134737,0,0,0
7868,81648,0,1887,1
7869,122177,0,0,1
7870,69614,0,0,0
7871,112115,0,1902,1
7872,299422,0,0,0
7873,162882,0,0,0
7874,112854,0,0,0
7875,33417,0,0,0
7876,224559,0,0,1
7877,468706,0,0,0
7878,357028,0,0,0
7879,51158,7298,0,1
7880,186303,0,0,1
7882,291386,0,0,0
7883,138054,0,0,0
7884,174533,0,0,0
7885,200835,0,0,0
7886,108658,0,0,0
7887,180985,0,0,1
7888,34803,0,0,0
7889,75867,0,0,0
7890,156819,0,0,0
7892,39827,0,0,0
7893,130007,0,0,0
7894,80324,0,0,1
7895,322614,0,1719,0
7896,140869,0,0,0
7897,181902,0,0,1
7898,287908,0,0,0
7899,309630,0,0,0
7900,28225,0,0,0
7901,428584,3464,0,0
7902,39222,0,0,0
7903,359131,7298,0,1
7904,122272,0,0,0
7905,198400,0,0,0
7906,73091,0,0,0
7907,283338,7298,0,1
7908,208946,0,0,0
7909,348416,0,0,0
7910,379046,0,0,0
7911,183887,0,0,0
7912,127961,0,0,1
7913,211129,0,0,0
7914,187649,0,0,0
7915,94754,0,0,1
7916,231826,0,0,0
7917,142764,0,0,0
7918,126822,0,0,0
7919,188069,0,0,0
7920,284395,0,0,0
7921,31267,0,0,0
7922,161444,0,0,0
7923,144483,0,0,0
7924,133655,0,0,0
7925,112074,0,0,0
7926,249727,0,0,0
7927,165754,0,0,0
7928,172822,0,0,0
7929,288433,0,0,0
7930,33331,0,0,0
7931,168071,0,0,0
7932,207277,0,0,1
7933,130620,0,0,0
7934,136244,0,0,0
7935,972354,0,0,0
7936,245297,0,0,0
7937,71151,0,0,0
7938,118352,0,0,0
7939,117210,0,0,0
7940,120068,0,0,0
7941,48343,0,0,0
7942,84451,0,0,0
7943,76437,0,0,0
7944,281704,0,0,0
7945,123011,0,0,1
7946,104729,0,0,0
7947,110134,0,0,0
7948,186067,0,0,0
7949,214702,0,0,0
7950,384795,0,0,0
7951,175931,0,0,0
7952,366324,0,0,0
7953,118717,0,0,0
7954,219835,0,0,0
7955,176486,0,0,0
7956,273435,0,0,0
7957,182661,0,0,0
7958,212304,0,0,0
7959,133963,0,0,1
7960,165152,0,0,1
7961,274724,0,0,0
7962,196707,0,0,0
7963,213002,4650,0,0
7964,26620,0,0,0
7965,361481,0,0,0
7966,148581,0,1740,0
7967,459189,0,1902,1
7968,214689,0,0,0
7969,289364,7688,0,1
7970,174907,0,0,0
7971,348099,0,0,0
7972,104965,0,0,0
7973,31600,0,0,0
7974,286282,0,0,0
7975,181705,3103,0,1
7976,238912,0,0,1
7977,134737,7688,0,1
7978,157403,6418,0,1
7979,197429,0,0,1
7980,47343,0,0,1
7981,67083,1471,0,0
7982,249957,0,0,0
7983,175942,0,0,0
7984,192982,0,1848,1
7985,209547,0,1977,1
7986,142675,0,0,0
7987,190333,0,0,0
7988,196396,0,0,0
7989,166740,0,0,0
7990,174533,0,0,1
7991,210867,0,0,0
7992,118486,4934,0,1
7993,144067,0,0,0
7994,106964,0,0,0
7995,178136,0,0,0
7996,196554,0,0,1
7997,403550,0,0,0
7998,498216,0,0,0
7999,192755,0,0,1
8000,53738,0,0,0
8001,156192,0,0,1
8002,189802,0,0,0
8003,213149,0,1825,1
8004,179171,0,0,0
8005,77634,0,0,0
8006,189830,0,0,0
8007,127190,0,0,0
8008,174147,0,0,0
8009,138107,0,0,0
8010,269733,0,0,0
8011,227734,3464,0,0
8012,318822,0,0,0
8013,48885,0,0,0
8014,205424,0,0,1
8015,173858,0,0,0
8016,202450,0,0,1
8017,154779,0,0,0
8018,180551,0,0,0
8019,177522,0,0,0
8020,277328,0,0,0
8021,112584,0,0,0
8022,85384,0,0,1
8023,123971,0,0,0
8024,69019,0,0,1
8025,112847,0,0,0
8026,52900,0,0,1
8027,37937,0,0,1
8028,59380,0,0,0
8029,114770,0,0,0
8030,216481,0,0,1
8031,176469,0,0,0
8032,176831,0,0,1
8033,410034,0,0,0
8034,93662,0,0,0
8035,144236,0,0,0
8036,240917,0,0,0
8037,608184,0,1902,1
8038,243361,0,0,0
8039,35166,0,0,0
8040,182655,0,0,1
8041,142717,4787,0,1
8042,272944,0,0,0
8043,219233,0,1602,0
8044,228686,0,0,0
8045,236818,0,0,0
8046,117865,0,0,0
8047,106538,0,0,0
8048,153891,0,0,1
8049,190909,0,0,1
8050,191002,0,0,0
8051,89073,0,0,0
8052,238342,7688,0,1
8053,259532,0,0,0
8054,189282,0,0,0
8055,132481,0,0,0
8056,205659,0,0,1
8057,182323,0,0,0
8058,216256,3464,0,0
8059,166419,3674,0,0
8060,152246,0,0,0
8061,155659,0,0,0
8062,155198,0,0,0
8063,100931,0,0,0
8064,162945,0,0,0
8065,334346,0,0,1
8066,181597,0,0,0
8067,133969,0,0,0
8068,210217,0,0,0
8069,169711,0,0,1
8070,300104,7298,0,1
8071,271521,0,0,0
8072,51255,0,0,0
8073,26669,0,0,0
8074,194580,0,0,0
8075,177974,0,0,1
8076,315640,0,0,0
8077,136913,0,0,0
8078,230961,0,0,0
8079,167062,0,0,0
8080,120131,0,0,0
8081,243368,0,0,0
8082,171876,0,0,0
8083,136866,0,0,0
8084,316820,0,1485,0
8085,185459,0,0,1
8086,81761,0,0,0
8087,43716,0,0,0
8088,220939,0,0,0
8089,148657,0,0,0
8090,40808,0,0,0
8091,183473,0,0,0
8092,108496,0,0,1
8093,204838,0,0,0
8094,132686,0,0,0
8095,117906,0,0,0
8096,304386,0,0,0
8097,248113,0,0,0
8098,165215,0,1902,1
8099,215463,0,0,0
8100,259719,0,0,0
8101,35829,0,0,0
8102,248795,0,0,0
8103,124692,0,1902,1
8104,128054,0,0,0
8105,179731,0,2415,1
8106,113543,0,0,1
8107,252153,0,0,0
8108,45891,0,0,0
8109,112263,0,0,0
8110,47791,0,0,0
8111,202980,0,0,0
8112,34918,0,0,0
8113,91251,0,0,0
8114,132996,5178,0,1
8115,306215,0,0,0
8116,203570,0,0,0
8117,355918,0,0,0
8118,198841,0,0,1
8119,282964,0,0,0
8120,312197,0,0,1
8121,98779,4386,0,0
8122,200246,0,0,1
8123,182771,0,0,0
8124,199908,0,0,0
8125,172104,0,0,1
8126,35295,0,0,1
8127,216858,0,0,0
8128,332187,0,0,0
8129,255109,0,0,0
8130,111332,0,0,0
8131,238431,0,0,0
8132,131552,0,0,0
8133,110239,0,0,0
8134,255830,0,0,0
8135,175648,0,0,0
8136,82998,0,0,0
8137,164320,0,0,0
8138,263498,0,0,0
8139,162381,0,0,0
8140,229651,0,0,1
8141,357348,0,0,0
8142,269657,0,0,0
8143,82880,0,0,0
8144,389755,0,0,0
8145,195136,0,1887,1
8146,207685,0,0,0
8147,222925,2105,0,0
8148,196388,0,0,0
8149,50341,0,0,0
8150,214134,0,0,0
8151,114032,0,0,1
8152,192053,0,0,1
8153,240231,0,0,1
8154,44402,0,0,0
8155,191503,0,0,0
8156,163530,0,0,0
8157,136823,0,0,0
8158,121912,0,0,1
8159,58624,0,0,0
8160,74056,0,0,0
8161,144259,4386,0,1
8162,182028,0,0,0
8163,209040,0,0,0
8164,206046,0,0,0
8165,182494,0,0,0
8166,185057,0,0,0
8167,147473,0,0,0
8168,221722,14344,0,1
8169,388811,0,0,0
8170,221912,0,0,0
8171,48189,0,0,0
8172,382272,0,0,0
8173,48347,0,0,0
8174,143046,0,1564,1
8175,137940,15024,0,1
8176,249571,0,0,0
8177,121318,0,0,0
8178,224531,7298,0,1
8179,185019,0,0,0
8180,27886,0,0,0
8181,94741,0,0,0
8182,107801,0,2205,0
8183,191256,0,0,1
8184,256866,0,0,0
8185,197148,0,0,1
8186,312271,0,0,0
8187,118657,0,0,0
8188,224338,0,0,0
8189,242488,5013,0,0
8190,234970,0,0,0
8191,227915,0,0,0
8192,105717,0,1876,0
8193,160962,0,0,0
8194,353881,3103,0,1
8195,188950,0,0,0
8196,201328,0,0,1
8197,218678,0,0,0
8198,184255,0,0,0
8199,200968,0,0,1
8200,102264,0,0,0
8201,300584,0,0,0
8202,208946,0,0,0
8203,105021,0,0,0
8204,124751,0,0,0
8205,274057,0,0,0
8206,132879,0,0,1
8207,260960,0,0,0
8208,208415,0,0,0
8209,356934,0,0,1
8210,154410,0,0,1
8211,35378,0,0,0
8212,301210,0,1735,0
8213,73621,0,0,0
8214,108140,15024,0,1
8215,217198,0,0,0
8216,157332,0,0,0
8217,202956,0,0,0
8218,173495,0,0,0
8219,149811,0,2206,0
8220,444219,0,0,0
8221,125120,0,0,0
8222,190429,0,0,0
8223,190303,0,0,0
8224,248164,4386,0,1
8225,208534,0,0,0
8226,343721,0,0,1
8227,196373,0,0,1
8228,433788,0,0,1
8229,122086,0,0,0
8230,137314,0,0,0
8231,33068,0,0,0
8232,210688,0,0,0
8233,117833,4865,0,0
8234,103474,0,0,0
8235,115880,0,0,1
8236,233933,0,0,0
8237,52781,0,0,0
8238,586657,0,0,1
8239,113080,0,0,0
8240,251905,0,0,0
8241,225964,0,0,0
8242,194096,0,0,0
8243,263831,0,0,0
8244,133136,0,0,1
8245,121634,0,0,0
8246,40767,0,0,0
8247,355789,0,0,0
8248,311914,0,0,0
8249,91189,0,0,0
8250,344060,0,0,1
8251,113823,0,0,0
8252,185800,7430,0,1
8253,76107,0,0,1
8254,117618,0,0,0
8255,238008,0,0,0
8256,136480,0,0,1
8257,285200,0,1887,1
8258,351040,0,0,0
8259,1226583,0,0,1
8260,195767,0,0,0
8261,187540,0,0,0
8262,79372,0,0,0
8263,226665,0,0,1
8264,213209,0,0,1
8265,211005,0,0,0
8266,96178,0,0,0
8267,328216,15024,0,1
8268,110713,0,0,1
8269,225456,0,0,1
8270,159908,0,1258,0
8271,118308,0,1977,1
8272,180309,0,0,0
8273,39630,0,0,0
8274,273828,0,0,0
8275,172071,0,0,0
8276,218887,0,0,0
8277,664670,0,0,0
8278,209149,0,0,0
8279,84619,0,0,1
8280,447346,0,0,1
8281,37869,0,0,0
8282,99086,0,0,0
8284,326886,0,0,1
8285,181755,0,0,0
8286,249368,0,0,0
8287,326400,0,0,0
8288,504725,0,0,0
8289,88967,0,0,0
8290,170721,0,2002,0
8291,148953,0,0,1
8292,342752,0,0,0
8293,220871,0,0,0
8294,29675,0,0,0
8295,183611,0,0,0
8296,115215,0,0,0
8297,152231,0,0,0
8298,41356,0,0,0
8299,225142,0,0,0
8300,121313,0,0,0
8301,134821,0,0,0
8302,311350,0,0,1
8303,102106,0,0,0
8304,427055,0,0,0
8305,117860,0,0,0
8306,285885,0,0,0
8307,212800,0,0,0
8308,194864,0,0,0
8309,31438,0,0,0
8310,148254,0,0,0
8311,113035,0,0,0
8312,106595,1848,0,0
8313,144521,0,0,0
8314,172232,0,0,0
8315,123592,3887,0,0
8316,191921,0,0,0
8317,237379,3471,0,0
8318,208463,0,0,0
8319,68985,0,0,0
8320,22418,0,0,0
8321,163047,0,0,0
8322,153870,0,2603,0
8323,124954,0,0,0
8324,197702,0,0,0
8325,166415,0,0,0
8326,116211,0,0,1
8327,33644,0,0,0
8328,33331,0,1977,1
8329,73019,0,0,0
8330,169182,0,0,0
8331,20438,0,0,0
8332,109869,0,0,0
8333,316849,0,0,0
8334,208043,0,0,1
8335,153790,0,0,0
8336,153451,0,0,0
8337,96840,0,0,0
8338,192732,0,0,0
8339,209101,0,0,0
8340,146919,0,0,1
8341,192323,0,0,1
8342,217019,0,0,0
8343,198211,0,0,0
8344,222490,0,0,0
8345,106758,0,0,0
8346,561334,0,0,0
8347,203710,0,0,0
8348,203322,0,0,0
8349,123703,4386,0,1
8350,312015,0,0,0
8351,209428,0,0,0
8352,230292,7688,0,1
8353,114420,0,0,0
8354,120238,3325,0,0
8355,100375,0,0,0
8356,42485,0,0,0
8357,130620,0,0,0
8358,134367,0,0,0
8359,147099,0,0,0
8360,36214,4386,0,1
8361,119904,0,0,1
8362,105779,0,0,1
8363,165020,0,0,0
8364,187098,15024,0,1
8365,142030,0,0,0
8366,241360,0,0,0
8367,121319,3103,0,1
8368,151580,15024,0,1
8369,162572,0,0,0
8370,35917,0,0,0
8371,35723,0,0,1
8372,194773,0,0,0
8373,62155,0,0,0
8374,192203,0,1485,1
8375,174370,0,0,0
8376,161007,0,0,0
8377,270517,0,0,0
8378,163847,0,0,1
8379,193882,0,0,0
8380,160037,0,0,0
8381,189944,0,0,0
8382,115364,0,0,0
8383,163174,0,0,0
8384,188900,3325,0,0
8385,214399,0,0,0
8386,156616,0,0,0
8387,204862,0,0,0
8388,55921,0,0,0
8389,172475,2977,0,0
8390,153082,0,0,0
8391,195418,0,0,0
8392,276840,0,0,0
8393,97933,0,1485,1
8394,119099,0,0,1
8395,83411,0,0,1
8396,198992,0,0,0
8398,192002,0,0,1
8399,189346,0,0,0
8400,231962,0,0,0
8401,164488,13550,0,1
8402,200471,0,0,1
8403,228921,0,2282,1
8404,184846,0,0,0
8405,233851,0,0,0
8406,499001,0,0,0
8407,125768,0,0,0
8408,255004,0,1741,0
8409,157624,0,0,0
8410,146767,0,0,1
8411,118291,0,0,0
8412,313181,0,0,0
8413,87891,0,0,0
8414,226443,0,0,1
8415,81132,0,0,0
8416,216436,0,0,0
8417,213412,0,0,0
8418,179358,0,0,0
8419,369825,4101,0,0
8420,199763,0,0,0
8421,239390,0,0,0
8422,173613,0,0,0
8423,37869,0,0,0
8424,302845,0,0,0
8425,85218,0,0,0
8426,48268,0,0,0
8427,173968,0,0,0
8428,70982,0,0,0
8429,166857,0,0,0
8430,256191,0,0,0
8431,162872,0,0,0
8432,152148,0,0,0
8433,139193,0,0,0
8434,791084,0,0,0
8435,137214,0,0,0
8436,183258,0,0,0
8437,154035,0,0,0
8438,115323,3103,0,1
8439,213055,0,0,0
8440,155064,0,0,0
8441,33551,0,0,0
8442,169995,0,0,0
8443,168262,99999,0,1
8444,104196,0,0,0
8445,114055,0,0,0
8446,274398,0,0,0
8447,27979,2228,0,0
8448,244122,0,0,0
8449,196571,0,0,1
8450,101607,0,0,0
8451,122109,0,323,0
8452,255822,0,0,0
8453,195184,0,0,0
8454,245372,0,0,0
8455,169583,0,0,1
8456,224531,0,0,0
8457,186151,0,0,0
8458,118693,0,0,0
8459,297449,0,0,1
8460,125206,0,0,0
8461,393264,0,0,0
8462,108140,0,0,0
8463,264968,0,0,0
8464,318106,0,0,1
8465,156025,0,0,0
8466,149455,0,0,0
8467,359985,0,0,0
8468,165108,0,0,1
8469,115178,0,0,1
8470,149224,0,0,0
8471,352056,0,0,0
8472,174717,0,0,1
8473,173064,0,0,0
8474,147755,0,1672,0
8475,135716,0,0,0
8476,44216,0,0,0
8477,37359,99999,0,1
8478,178255,0,0,0
8479,70617,0,0,0
8480,154950,15024,0,1
8481,356934,0,0,1
8482,271714,0,0,0
8483,247025,0,0,0
8484,107417,0,0,0
8485,116554,0,0,0
8486,917220,0,0,0
8487,430084,0,0,0
8488,202937,0,0,0
8489,62737,0,0,0
8490,508548,0,0,0
8491,275223,7688,0,1
8492,381931,0,0,0
8493,246974,0,0,0
8494,105431,0,0,0
8495,146311,0,0,0
8496,159869,0,0,0
8497,204641,0,0,0
8498,66297,0,0,1
8499,227615,0,0,0
8500,107744,0,0,0
8501,360393,0,1902,1
8502,263340,0,0,0
8503,141918,0,0,0
8504,294292,0,0,0
8505,128736,0,0,0
8506,511289,0,0,1
8507,302406,0,0,1
8508,101517,0,0,0
8509,161334,0,0,0
8510,189148,0,0,0
8511,103111,0,0,1
8512,51620,0,0,0
8513,31606,0,0,0
8514,34292,0,0,0
8515,107882,0,0,0
8516,39529,0,0,0
8517,135315,0,0,0
8518,107812,0,0,0
8519,229729,0,0,0
8520,111891,0,0,0
8521,340917,0,0,0
8522,202952,0,0,0
8523,333230,0,0,0
8524,114955,0,0,0
8525,159869,0,0,1
8526,57758,0,0,1
8527,207064,0,0,0
8528,193090,3674,0,0
8529,151364,0,0,0
8530,88638,7896,0,1
8531,304960,0,1980,0
8532,102828,0,0,0
8533,210029,0,0,0
8534,154246,4865,0,0
8535,142519,0,0,0
8536,104455,0,0,0
8537,192230,0,0,0
8538,292592,0,0,0
8539,330132,0,0,1
8540,51111,0,0,0
8541,258037,0,0,1
8542,188291,0,1902,1
8543,349066,0,0,0
8544,191188,0,0,0
8545,133503,2635,0,0
8546,146497,0,0,0
8547,240468,0,1602,0
8548,175120,0,0,0
8549,416577,0,0,0
8550,253814,0,0,0
8552,102471,0,0,0
8553,213464,0,0,0
8554,211968,0,0,0
8555,32016,0,0,1
8556,512992,0,0,0
8557,135020,0,0,0
8558,109133,0,0,0
8559,142712,0,0,0
8560,76900,0,0,0
8561,112176,0,0,0
8562,262233,0,0,1
8563,122066,0,0,0
8564,194690,0,0,0
8565,306678,2885,0,0
8566,217769,594,0,0
8567,308945,0,0,1
8568,46699,0,0,0
8569,377757,0,0,0
8570,220993,0,1590,0
8571,102147,0,0,0
8572,113770,0,0,0
8573,139012,0,0,0
8574,148900,0,0,1
8575,329426,0,0,0
8576,181408,0,0,0
8577,101950,0,0,0
8578,32537,0,0,1
8579,209547,0,0,0
8580,202373,0,0,0
8581,151476,2174,0,0
8582,174824,8614,0,1
8583,138768,0,0,0
8584,143482,0,0,0
8585,200190,0,0,1
8586,168407,5721,0,0
8587,148315,0,0,0
8588,270517,0,0,0
8589,53506,0,0,0
8590,105693,0,0,0
8591,189589,0,0,0
8592,164574,0,0,0
8593,185744,0,0,0
8594,33155,0,0,0
8595,215955,3103,0,1
8596,233571,0,0,0
8597,211253,0,0,0
8598,191385,2174,0,0
8599,137895,0,0,0
8600,159699,0,0,0
8601,295922,0,0,0
8602,175856,0,0,0
8603,216129,0,0,0
8604,407669,0,0,0
8605,214242,0,0,1
8606,285457,0,0,0
8607,124420,4650,0,0
8608,246386,0,0,0
8609,142751,0,0,0
8610,283635,0,0,0
8611,322931,0,1902,1
8612,76482,0,0,0
8613,431745,0,0,0
8614,141944,4386,0,1
8615,193042,15024,0,1
8616,67006,0,0,0
8617,240398,0,0,0
8618,182714,0,0,1
8619,172046,0,0,1
8620,185177,0,0,0
8621,102858,0,2002,0
8622,84954,2829,0,0
8623,115895,0,0,0
8624,184589,0,0,0
8625,282611,0,0,0
8626,218649,0,0,0
8627,157541,0,0,0
8628,145419,0,0,0
8629,122616,0,0,1
8630,204584,0,0,0
8631,117210,0,0,0
8632,69481,0,0,0
8633,148492,0,1485,1
8634,106957,14344,0,1
8635,29312,0,0,1
8636,120302,0,0,0
8637,111916,0,0,0
8638,182227,0,0,0
8639,219110,0,0,0
8640,200192,0,0,0
8641,427862,0,0,0
8642,33551,0,0,0
8644,116632,0,0,1
8645,175133,0,0,0
8646,289731,0,0,0
8647,256362,0,0,1
8648,282612,0,0,0
8649,73679,0,0,0
8650,237824,0,0,0
8651,357720,0,0,0
8652,155489,0,0,0
8653,138077,0,0,0
8654,183479,0,0,1
8655,103596,0,0,0
8656,172304,0,0,0
8657,313853,0,0,1
8658,294485,0,0,0
8659,637080,0,0,0
8660,385959,0,0,0
8661,116539,0,0,0
8662,129263,0,0,0
8663,141253,0,0,0
8664,35626,0,0,0
8665,94937,0,0,0
8666,220269,0,0,1
8667,169544,5178,0,1
8668,214604,0,0,1
8669,81540,0,0,1
8670,24013,0,0,1
8671,124940,0,0,0
8672,313729,0,0,0
8673,192237,0,0,0
8674,168524,0,0,0
8675,113324,0,0,1
8676,215477,0,0,0
8677,199903,0,0,0
8678,431861,0,0,0
8679,105938,0,1602,0
8680,274679,0,0,0
8681,177499,0,1590,0
8682,206125,0,0,0
8683,221740,0,0,1
8684,202652,0,0,0
8685,348960,0,0,0
8686,171876,0,0,0
8687,157932,0,0,1
8688,201344,0,0,0
8689,354739,0,0,1
8690,40067,0,0,0
8691,326862,0,0,0
8692,189762,0,0,1
8693,149049,0,0,0
8694,226246,0,0,0
8695,29020,10605,0,1
8697,196385,0,0,1
8698,217054,0,0,0
8699,104973,0,0,1
8700,238959,9562,0,1
8701,34218,0,0,0
8702,292962,0,0,0
8703,235924,0,0,0
8704,98656,0,0,0
8705,102610,0,0,0
8706,296466,0,0,0
8707,323069,0,0,0
8708,184756,0,0,0
8709,233993,0,0,0
8710,130724,0,0,0
8711,181855,99999,0,1
8712,127543,2414,0,0
8713,187164,0,1672,0
8714,113912,0,0,0
8715,216479,0,0,0
8716,135480,0,0,0
8717,204160,0,0,0
8718,114650,0,0,0
8719,240172,0,0,0
8720,184831,0,0,0
8721,124590,0,0,0
8722,120429,15024,0,1
8723,202033,0,0,1
8724,156874,0,0,0
8725,177727,4064,0,0
8726,334409,0,0,1
8727,311255,0,0,0
8728,214227,0,0,0
8729,115849,0,0,0
8730,671292,0,0,1
8731,31460,0,0,0
8732,141824,0,0,0
8733,310152,3325,0,0
8734,179953,2597,0,0
8735,137952,0,0,0
8736,103323,2829,0,0
8737,174426,0,0,0
8738,192779,0,2258,1
8739,169955,0,0,0
8740,48087,0,0,0
8741,132601,99999,0,1
8742,253060,7688,0,1
8743,108435,99999,0,1
8744,210452,0,0,0
8745,134181,0,0,0
8746,45487,0,0,0
8747,183522,0,0,1
8748,199303,0,0,0
8749,83064,0,0,0
8750,134997,0,0,0
8751,44419,0,0,0
8752,442612,0,0,1
8753,158092,0,0,0
8754,374833,0,0,0
8755,112650,0,0,0
8756,183390,0,0,1
8757,207418,0,0,0
8758,335453,0,0,0
8759,243660,0,0,1
8760,54243,0,0,0
8761,50385,0,0,1
8762,187581,0,0,1
8763,37380,0,0,0
8764,247025,0,0,0
8765,29231,0,0,0
8766,101094,0,0,0
8767,176716,0,0,0
8768,118429,0,0,0
8769,221532,0,0,1
8770,120572,0,0,0
8771,124680,0,0,0
8772,153160,0,0,0
8773,114678,5455,0,0
8774,142856,0,0,1
8775,29702,7688,0,1
8776,277700,0,0,0
8777,67433,0,0,0
8778,121124,0,0,0
8779,394447,0,0,1
8780,79649,0,0,0
8781,203763,0,0,0
8782,229029,15024,0,1
8783,494638,0,0,0
8784,162816,0,0,0
8785,109117,0,0,0
8786,32732,0,0,0
8787,217692,0,0,0
8788,34590,0,0,0
8789,276864,0,1602,0
8790,168625,4101,0,0
8791,91037,0,0,1
8792,171484,0,0,1
8793,200453,15024,0,1
8794,36990,0,0,0
8795,198211,0,0,0
8796,30475,0,0,1
8797,70995,15024,0,1
8798,245790,0,0,0
8799,273324,0,1721,0
8800,182687,0,0,0
8801,247807,0,0,1
8802,163113,0,0,1
8803,180522,0,0,0
8804,203353,0,0,0
8805,87469,0,0,0
8806,216563,0,0,0
8807,87372,20051,0,1
8808,173584,0,0,0
8809,80282,3137,0,0
8810,319854,0,0,1
8811,408229,0,0,0
8812,431307,0,0,0
8813,134088,0,0,0
8814,246396,0,0,0
8815,159255,0,0,1
8816,106014,0,0,0
8817,186934,7688,0,1
8818,120130,0,0,0
8819,203849,0,0,0
8820,207940,0,0,0
8821,302406,0,0,0
8822,144594,0,2179,0
8823,171050,0,0,0
8824,459007,0,0,0
8825,372181,0,0,1
8826,172034,0,0,1
8827,156566,4386,0,1
8828,338320,0,0,1
8829,353696,0,0,0
8830,342907,0,0,1
8831,169717,6418,0,1
8832,103762,0,0,0
8833,47570,0,0,0
8834,119432,0,0,1
8835,144165,0,0,0
8836,180647,0,0,0
8837,312232,5178,0,1
8838,150488,0,0,0
8839,200876,0,0,0
8840,188199,0,0,0
8841,118793,0,0,0
8842,204325,0,0,0
8843,256671,0,0,0
8844,231515,0,0,0
8845,100669,0,0,0
8846,88913,0,0,0
8847,363219,0,0,0
8848,291547,0,0,0
8849,308945,0,0,0
8850,100316,0,0,0
8851,296453,0,0,0
8852,298834,0,0,0
8853,188694,0,0,0
8854,29240,0,0,0
8855,186934,15024,0,1
8856,154908,0,0,0
8857,22201,0,0,1
8858,216999,0,0,1
8859,186916,0,0,0
8860,116677,0,0,0
8861,95763,0,0,0
8862,266710,0,0,0
8863,117849,0,0,1
8864,242460,0,0,0
8865,202729,0,0,1
8866,181652,0,0,0
8867,174760,0,0,0
8868,56121,0,0,0
8869,390369,0,0,0
8870,149726,0,0,1
8871,51262,0,0,0
8872,190350,0,0,0
8873,205288,7688,0,1
8874,154835,0,0,0
8875,89028,10520,0,1
8876,194630,0,0,0
8877,212207,0,0,0
8878,204788,0,0,0
8879,158688,0,0,0
8880,97723,0,0,1
8881,193026,0,0,1
8882,257250,0,0,0
8883,355978,0,0,0
8884,200574,0,1977,1
8885,376929,0,0,0
8886,123219,0,0,1
8887,82778,0,0,0
8888,115882,0,0,0
8889,103021,0,0,0
8890,297767,0,0,0
8891,259479,0,0,0
8892,167787,0,0,0
8893,40021,0,0,0
8894,245275,0,0,0
8895,37402,0,0,0
8896,103608,0,0,0
8897,137192,0,0,0
8898,137618,0,0,1
8899,96509,0,0,0
8900,196174,0,0,0
8901,172612,0,0,0
8902,141186,0,0,0
8903,228190,0,0,0
8904,190290,0,0,1
8905,307404,0,0,0
8906,152436,0,0,0
8907,182541,0,1672,0
8908,282153,0,0,0
