Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons_Spring,Seasons_Summer,Seasons_Winter,Holiday_No Holiday,Functioning Day_Yes,Rented Bike Count
10,1.1,31,0.7,1898,-14.1,0.25,0.0,0.0,False,False,True,True,True,198.26345691548505
11,2.4,27,0.9,1796,-14.7,0.47,0.0,0.0,False,False,True,True,True,275.2014543066314
12,3.9,28,0.9,1383,-12.9,0.6,0.0,0.0,False,False,True,True,True,341.00597223735826
13,3.9,33,0.6,1249,-10.9,0.19,0.0,0.0,False,False,True,True,True,283.45116424977664
14,3.3,73,0.4,744,-1.0,0.11,0.0,0.0,False,False,True,True,True,266.37481254286183
15,3.6,69,1.8,655,-1.5,0.17,0.0,0.0,False,False,True,True,True,33.30839319247219
16,2.0,87,1.9,140,0.0,0.03,0.0,0.0,False,False,True,True,True,23.46186513187486
17,1.3,93,1.2,81,0.2,0.03,0.0,0.2,False,False,True,True,True,0.0
18,1.1,96,3.0,187,0.5,0.0,3.3,1.0,False,False,True,True,True,166.41297360417408
19,-0.1,88,3.2,582,-1.8,0.0,0.0,1.0,False,False,True,True,True,137.8490930092542
20,-0.8,85,2.9,836,-3.0,0.0,0.0,1.0,False,False,True,True,True,157.2792524791615
21,-1.8,85,2.9,590,-3.9,0.0,0.0,1.0,False,False,True,True,True,226.86384839502293
22,-3.2,81,3.9,492,-6.0,0.0,0.0,1.0,False,False,True,True,True,205.19461321507407
23,-4.2,79,2.9,554,-7.3,0.0,0.0,1.0,False,False,True,True,True,158.64462727442768
0,-5.3,77,3.8,894,-8.7,0.0,0.0,1.0,False,False,True,True,True,60.77305164034824
1,-6.0,76,3.1,1178,-9.5,0.0,0.0,1.0,False,False,True,True,True,109.79586755877808
2,-7.5,65,3.9,2000,-12.9,0.0,0.0,1.0,False,False,True,True,True,114.122247230342
3,-8.6,68,3.3,2000,-13.4,0.0,0.0,1.0,False,False,True,True,True,59.57035252167778
4,-9.5,49,4.3,2000,-18.2,0.0,0.0,1.0,False,False,True,True,True,119.79808400704762
5,-10.5,46,3.0,2000,-19.9,0.0,0.0,1.0,False,False,True,True,True,56.68445052130147
6,-11.5,47,3.2,2000,-20.5,0.0,0.0,1.0,False,False,True,True,True,90.1935596908812
7,-12.5,41,4.5,2000,-23.0,0.0,0.0,1.0,False,False,True,True,True,201.03103316764432
8,-13.0,41,4.0,2000,-23.5,0.0,0.0,1.0,False,False,True,True,True,427.3066772712088
9,-13.3,36,3.5,2000,-25.2,0.19,0.0,1.0,False,False,True,True,True,223.08286708139684
10,-12.1,34,3.5,1968,-24.8,0.62,0.0,1.0,False,False,True,True,True,154.8364151674154
11,-11.7,27,4.0,1935,-26.9,0.94,0.0,1.0,False,False,True,True,True,214.85352858563738
12,-11.3,27,3.7,1955,-26.6,1.18,0.0,1.0,False,False,True,True,True,154.65193941513303
13,-11.0,27,4.0,1959,-26.3,1.26,0.0,1.0,False,False,True,True,True,146.06790579921181
14,-10.4,30,4.3,2000,-24.6,1.22,0.0,1.0,False,False,True,True,True,109.7826092049616
15,-9.7,32,3.6,2000,-23.3,1.04,0.0,1.0,False,False,True,True,True,197.38265597460372
16,-10.1,34,4.3,2000,-23.0,0.74,0.0,1.0,False,False,True,True,True,145.41656665149196
17,-10.6,38,3.5,2000,-22.2,0.38,0.0,0.9,False,False,True,True,True,169.5695509613035
18,-11.5,43,2.4,2000,-21.6,0.05,0.0,0.9,False,False,True,True,True,363.5316107970055
19,-12.0,47,3.2,2000,-21.0,0.0,0.0,0.9,False,False,True,True,True,328.39891879096183
20,-12.5,52,3.0,2000,-20.3,0.0,0.0,0.9,False,False,True,True,True,177.804213871495
21,-13.2,49,4.1,2000,-21.6,0.0,0.0,0.9,False,False,True,True,True,172.04122131220015
22,-13.9,45,4.0,2000,-23.2,0.0,0.0,0.9,False,False,True,True,True,119.63898645249519
23,-14.3,38,4.0,2000,-25.5,0.0,0.0,0.9,False,False,True,True,True,102.81082120530519
0,-14.6,34,3.9,2000,-27.0,0.0,0.0,0.9,False,False,True,True,True,119.64010020928875
1,-15.0,31,2.5,2000,-28.3,0.0,0.0,0.9,False,False,True,True,True,79.63868270245824
2,-15.2,32,3.1,2000,-28.2,0.0,0.0,0.9,False,False,True,True,True,58.62336827346532
3,-15.2,30,3.4,2000,-28.9,0.0,0.0,0.9,False,False,True,True,True,42.37471351868449
4,-15.4,30,2.5,2000,-29.1,0.0,0.0,0.9,False,False,True,True,True,2.4541674589744886
5,-15.6,29,3.7,2000,-29.6,0.0,0.0,0.9,False,False,True,True,True,65.99324016705594
6,-15.7,29,2.5,2000,-29.7,0.0,0.0,0.9,False,False,True,True,True,65.3575699987596
7,-15.9,30,3.0,2000,-29.5,0.0,0.0,0.9,False,False,True,True,True,139.62731429354727
8,-16.2,30,1.6,2000,-29.8,0.0,0.0,0.9,False,False,True,True,True,381.30237452600363
9,-15.8,27,3.4,2000,-30.5,0.2,0.0,0.9,False,False,True,True,True,163.02452134500086
10,-14.5,24,4.6,1902,-30.6,0.61,0.0,0.9,False,False,True,True,True,90.90883875705241
11,-13.1,25,3.8,1964,-29.0,0.96,0.0,0.9,False,False,True,True,True,123.70591351280831
12,-12.2,26,4.0,2000,-27.8,1.17,0.0,0.9,False,False,True,True,True,156.01999450953053
13,-12.0,25,6.0,1887,-28.0,1.27,0.0,0.9,False,False,True,True,True,155.3089579073925
14,-11.1,26,3.8,1980,-26.8,1.25,0.0,0.8,False,False,True,True,True,124.19288374920842
15,-10.8,29,3.8,2000,-25.4,1.06,0.0,0.7,False,False,True,True,True,175.37285960933275
16,-11.2,30,4.7,2000,-25.3,0.77,0.0,0.7,False,False,True,True,True,168.83401743740544
17,-11.8,26,3.5,2000,-27.4,0.39,0.0,0.7,False,False,True,True,True,220.98931175378937
18,-13.0,29,3.4,2000,-27.3,0.05,0.0,0.7,False,False,True,True,True,297.3338706791724
19,-13.8,32,2.2,2000,-26.9,0.0,0.0,0.7,False,False,True,True,True,168.6934476022797
20,-14.3,37,1.3,2000,-25.8,0.0,0.0,0.7,False,False,True,True,True,90.65021922309722
21,-14.7,40,3.2,1933,-25.3,0.0,0.0,0.7,False,False,True,True,True,122.15654192998943
22,-15.2,45,4.0,2000,-24.4,0.0,0.0,0.7,False,False,True,True,True,101.34330865255548
23,-15.7,43,3.6,2000,-25.4,0.0,0.0,0.7,False,False,True,True,True,75.97019915172429
0,-15.9,43,3.8,2000,-25.6,0.0,0.0,0.7,False,False,True,True,True,79.82695290531254
1,-16.1,42,2.2,2000,-26.0,0.0,0.0,0.7,False,False,True,True,True,85.08252426199509
2,-16.0,42,1.3,2000,-25.9,0.0,0.0,0.7,False,False,True,True,True,57.72642333365886
3,-16.0,40,1.9,2000,-26.5,0.0,0.0,0.7,False,False,True,True,True,47.689616415943306
4,-15.9,37,2.4,1985,-27.2,0.0,0.0,0.7,False,False,True,True,True,24.079291714324768
5,-15.8,37,2.7,2000,-27.1,0.0,0.0,0.7,False,False,True,True,True,0.0
6,-16.1,33,3.0,2000,-28.7,0.0,0.0,0.7,False,False,True,True,True,40.70655248145423
7,-16.2,33,2.2,2000,-28.7,0.0,0.0,0.7,False,False,True,True,True,160.35319457134125
8,-16.4,32,3.3,2000,-29.2,0.01,0.0,0.6,False,False,True,True,True,309.9874977065022
9,-16.2,33,2.9,2000,-28.7,0.19,0.0,0.6,False,False,True,True,True,206.34762558357778
10,-15.3,33,2.4,2000,-27.9,0.56,0.0,0.6,False,False,True,True,True,154.36652053006907
11,-13.8,25,3.5,1996,-29.6,0.91,0.0,0.6,False,False,True,True,True,161.30491540609634
12,-12.8,25,3.2,1981,-28.7,1.16,0.0,0.6,False,False,True,True,True,135.11649443715137
13,-11.4,27,3.9,2000,-26.7,1.26,0.0,0.6,False,False,True,True,True,178.07572916804412
14,-10.4,25,2.3,1981,-26.7,1.21,0.0,0.5,False,False,True,True,True,164.79450667152952
15,-9.7,28,3.7,2000,-24.8,1.0,0.0,0.5,False,False,True,True,True,119.12902011092251
16,-9.6,31,2.6,1973,-23.6,0.66,0.0,0.5,False,False,True,True,True,132.2178417655802
17,-10.9,32,4.0,2000,-24.4,0.28,0.0,0.5,False,False,True,True,True,160.24539090736414
18,-11.8,33,4.0,2000,-24.8,0.04,0.0,0.5,False,False,True,True,True,275.4813467502921
19,-12.7,33,3.7,2000,-25.6,0.0,0.0,0.5,False,False,True,True,True,183.49590159469363
20,-13.5,33,2.4,2000,-26.3,0.0,0.0,0.5,False,False,True,True,True,146.17849055809836
21,-14.1,35,2.2,2000,-26.2,0.0,0.0,0.5,False,False,True,True,True,137.09823376428176
22,-14.6,35,2.5,2000,-26.7,0.0,0.0,0.5,False,False,True,True,True,127.09120065225017
23,-14.9,35,2.8,2000,-26.9,0.0,0.0,0.5,False,False,True,True,True,117.39819161051602
0,-15.1,34,1.7,2000,-27.4,0.0,0.0,0.5,False,False,True,True,True,98.6230006420477
1,-15.3,34,1.7,2000,-27.6,0.0,0.0,0.5,False,False,True,True,True,45.11222852493533
2,-15.6,33,2.2,2000,-28.2,0.0,0.0,0.5,False,False,True,True,True,0.0
3,-15.9,34,2.9,2000,-28.2,0.0,0.0,0.5,False,False,True,True,True,71.13169884038301
4,-16.4,36,1.5,2000,-28.0,0.0,0.0,0.5,False,False,True,True,True,0.0
5,-16.9,38,2.3,2000,-27.9,0.0,0.0,0.5,False,False,True,True,True,28.7513442471916
6,-17.4,40,1.6,2000,-27.7,0.0,0.0,0.5,False,False,True,True,True,26.264003061152117
7,-17.5,38,3.4,2000,-28.4,0.0,0.0,0.5,False,False,True,True,True,83.88635904226419
8,-17.8,40,2.5,2000,-28.1,0.0,0.0,0.5,False,False,True,True,True,339.46210442836275
9,-17.5,37,3.8,1941,-28.7,0.21,0.0,0.5,False,False,True,True,True,173.4826578008183
10,-16.5,33,3.4,1703,-29.0,0.62,0.0,0.5,False,False,True,True,True,77.40761257029727
11,-15.6,31,3.3,1808,-28.9,0.93,0.0,0.5,False,False,True,True,True,9.43921413806602
12,-14.4,30,2.7,1906,-28.2,1.17,0.0,0.5,False,False,True,True,True,93.38368570552718
13,-13.3,28,2.7,1889,-27.9,1.26,0.0,0.5,False,False,True,True,True,127.63562956673623
14,-12.1,27,2.5,1879,-27.3,1.25,0.0,0.4,False,False,True,True,True,68.3052891565228
15,-11.4,27,3.3,1805,-26.7,0.0,0.0,0.4,False,False,True,True,True,145.91333419712106
16,-10.8,28,2.7,1778,-25.8,0.77,0.0,0.4,False,False,True,True,True,146.5062593025974
17,-11.5,31,3.3,1745,-25.2,0.41,0.0,0.3,False,False,True,True,True,214.68207751627773
18,-12.7,33,2.5,1835,-25.6,0.05,0.0,0.3,False,False,True,True,True,308.8564517409226
19,-13.2,33,2.4,1863,-26.1,0.0,0.0,0.3,False,False,True,True,True,139.61864985978582
20,-13.7,35,1.7,1878,-25.9,0.0,0.0,0.3,False,False,True,True,True,159.58927942712538
21,-14.1,36,1.8,1869,-25.9,0.0,0.0,0.3,False,False,True,True,True,124.88744134179126
22,-14.6,40,1.8,1746,-25.2,0.0,0.0,0.3,False,False,True,True,True,107.11943205791543
23,-14.4,38,2.7,1738,-25.6,0.0,0.0,0.3,False,False,True,True,True,58.90222648378213
0,-15.0,42,1.2,1766,-25.0,0.0,0.0,0.3,False,False,True,True,True,65.70420352438686
1,-15.1,43,0.8,1905,-24.9,0.0,0.0,0.3,False,False,True,True,True,65.46522450019319
2,-15.3,43,0.6,1867,-25.0,0.0,0.0,0.3,False,False,True,True,True,69.42251146469587
3,-15.3,43,0.8,1963,-25.0,0.0,0.0,0.3,False,False,True,True,True,96.20238175997764
4,-15.3,47,0.8,1868,-24.0,0.0,0.0,0.3,False,False,True,True,True,0.0
5,-15.4,45,0.8,2000,-24.6,0.0,0.0,0.3,False,False,True,True,True,0.0
6,-15.3,47,0.7,1921,-24.0,0.0,0.0,0.3,False,False,True,True,True,80.4450567923225
7,-15.7,53,1.3,1629,-23.1,0.0,0.0,0.3,False,False,True,True,True,50.24933791495926
8,-15.9,58,0.9,1369,-22.2,0.0,0.0,0.3,False,False,True,True,True,62.42248889155059
9,-15.1,49,1.1,1401,-23.4,0.2,0.0,0.3,False,False,True,True,True,138.53679450303048
10,-12.3,35,0.6,1497,-24.6,0.6,0.0,0.3,False,False,True,True,True,76.46897552231022
11,-9.6,33,1.1,1748,-22.9,0.9,0.0,0.3,False,False,True,True,True,183.8885820652492
12,-7.7,32,2.5,1763,-21.5,1.13,0.0,0.3,False,False,True,True,True,166.8630235164365
13,-6.6,27,2.1,1889,-22.5,1.24,0.0,0.3,False,False,True,True,True,173.26491886324735
14,-4.1,25,2.0,1730,-21.2,1.2,0.0,0.2,False,False,True,True,True,262.5729167344631
15,-3.7,26,2.2,1739,-20.4,1.04,0.0,0.0,False,False,True,True,True,172.46577042454965
16,-3.7,25,2.6,1839,-20.9,0.74,0.0,0.0,False,False,True,True,True,218.93248178834972
17,-4.6,26,1.9,2000,-21.2,0.39,0.0,0.0,False,False,True,True,True,216.65214782376614
18,-6.6,31,3.0,1988,-20.9,0.06,0.0,0.0,False,False,True,True,True,203.9809917656903
19,-7.1,33,2.0,1887,-20.6,0.0,0.0,0.0,False,False,True,True,True,172.3585383867626
20,-7.6,36,1.7,1858,-20.1,0.0,0.0,0.0,False,False,True,True,True,118.0321297552284
21,-7.9,35,2.6,1878,-20.7,0.0,0.0,0.0,False,False,True,True,True,78.70236907386195
22,-7.8,43,2.3,1804,-18.2,0.0,0.0,0.0,False,False,True,True,True,128.83404337131554
23,-7.6,42,1.2,1760,-18.3,0.0,0.0,0.0,False,False,True,True,True,81.14376513309728
0,-7.5,36,2.3,1972,-20.0,0.0,0.0,0.0,False,False,True,True,True,189.93148381165506
1,-7.5,45,2.4,1853,-17.4,0.0,0.0,0.0,False,False,True,True,True,107.40324714026505
2,-7.8,51,1.9,1627,-16.1,0.0,0.0,0.0,False,False,True,True,True,60.2184262246564
3,-7.7,49,1.8,1573,-16.5,0.0,0.0,0.0,False,False,True,True,True,72.95591648120849
4,-7.6,37,1.6,1966,-19.8,0.0,0.0,0.0,False,False,True,True,True,0.0
5,-7.5,33,1.5,2000,-21.0,0.0,0.0,0.0,False,False,True,True,True,0.0
6,-7.8,35,1.9,2000,-20.6,0.0,0.0,0.0,False,False,True,True,True,68.71319654315451
7,-8.0,39,1.9,2000,-19.5,0.0,0.0,0.0,False,False,True,True,True,20.815242674553595
8,-8.1,43,1.7,1943,-18.5,0.0,0.0,0.0,False,False,True,True,True,38.23725336108876
9,-7.8,41,1.8,1923,-18.7,0.17,0.0,0.0,False,False,True,True,True,121.30698332176897
10,-5.9,35,1.9,1940,-18.9,0.53,0.0,0.0,False,False,True,True,True,149.23880886227502
11,-4.6,27,2.6,1887,-20.8,0.85,0.0,0.0,False,False,True,True,True,168.18615324008468
12,-3.5,26,2.5,1756,-20.2,1.07,0.0,0.0,False,False,True,True,True,221.12241175461287
13,-2.4,22,2.5,1866,-21.2,1.16,0.0,0.0,False,False,True,True,True,181.5934542137611
14,-1.5,20,3.0,1992,-21.6,1.09,0.0,0.0,False,False,True,True,True,179.14678601734525
15,-1.9,23,4.3,2000,-20.3,0.7,0.0,0.0,False,False,True,True,True,265.41782018714787
16,-2.1,27,4.0,2000,-18.6,0.52,0.0,0.0,False,False,True,True,True,176.5936160528162
17,-3.8,32,5.2,2000,-18.1,0.25,0.0,0.0,False,False,True,True,True,169.91066697805527
18,-4.9,35,3.7,2000,-18.0,0.04,0.0,0.0,False,False,True,True,True,199.83409290793514
19,-6.0,31,3.6,2000,-20.4,0.0,0.0,0.0,False,False,True,True,True,151.93834737719928
20,-7.0,30,2.8,2000,-21.6,0.0,0.0,0.0,False,False,True,True,True,127.70232292829547
21,-7.3,34,3.5,2000,-20.5,0.0,0.0,0.0,False,False,True,True,True,175.82105150553315
22,-7.9,40,2.5,1997,-19.1,0.0,0.0,0.0,False,False,True,True,True,84.24661854803932
23,-8.7,42,2.1,1981,-19.3,0.0,0.0,0.0,False,False,True,True,True,110.92272665396138
0,-9.3,45,0.7,1976,-19.0,0.0,0.0,0.0,False,False,True,True,True,81.83866605932596
1,-9.8,47,1.3,1934,-19.0,0.0,0.0,0.0,False,False,True,True,True,70.6620669860553
2,-10.2,47,0.9,1808,-19.3,0.0,0.0,0.0,False,False,True,True,True,98.29291322777132
3,-9.8,43,2.8,1963,-20.0,0.0,0.0,0.0,False,False,True,True,True,43.377638841711835
4,-9.9,45,2.5,1967,-19.6,0.0,0.0,0.0,False,False,True,True,True,43.359980394048094
5,-10.4,47,1.0,1921,-19.5,0.0,0.0,0.0,False,False,True,True,True,84.58822583482755
6,-10.9,43,1.0,1967,-21.0,0.0,0.0,0.0,False,False,True,True,True,82.2303206800162
7,-11.1,37,1.6,2000,-22.9,0.0,0.0,0.0,False,False,True,True,True,203.93559448320357
8,-11.5,38,1.0,1998,-23.0,0.01,0.0,0.0,False,False,True,True,True,416.30503577928914
9,-10.8,34,2.9,1975,-23.6,0.17,0.0,0.0,False,False,True,True,True,153.5852489590079
10,-9.5,28,3.7,1893,-24.6,0.59,0.0,0.0,False,False,True,True,True,201.3124195979414
11,-8.1,24,3.6,1761,-25.1,0.91,0.0,0.0,False,False,True,True,True,130.4216698860398
12,-7.3,23,3.8,1903,-24.9,1.17,0.0,0.0,False,False,True,True,True,178.86459865295257
13,-6.9,23,4.6,1963,-24.6,1.28,0.0,0.0,False,False,True,True,True,157.0728061267555
14,-5.7,23,4.5,1956,-23.5,1.25,0.0,0.0,False,False,True,True,True,177.9138270826472
15,-5.2,27,4.5,1927,-21.3,1.06,0.0,0.0,False,False,True,True,True,203.30742182142464
16,-5.5,28,4.3,1926,-21.1,0.78,0.0,0.0,False,False,True,True,True,222.75016105243827
17,-5.7,30,3.6,1978,-20.5,0.4,0.0,0.0,False,False,True,True,True,220.19582643135834
18,-6.6,34,2.5,2000,-19.8,0.06,0.0,0.0,False,False,True,True,True,432.61034589017635
19,-7.1,40,3.2,2000,-18.4,0.0,0.0,0.0,False,False,True,True,True,291.1131676249413
20,-7.4,41,3.8,2000,-18.4,0.0,0.0,0.0,False,False,True,True,True,188.9797426681199
21,-7.7,42,2.9,1905,-18.4,0.0,0.0,0.0,False,False,True,True,True,233.8366913157363
22,-8.8,40,3.0,1985,-19.9,0.0,0.0,0.0,False,False,True,True,True,187.8338800265028
23,-9.4,41,1.6,2000,-20.2,0.0,0.0,0.0,False,False,True,True,True,122.69971555499666
0,-10.0,34,1.1,2000,-22.9,0.0,0.0,0.0,False,False,True,True,True,129.377836985112
1,-10.4,37,0.3,2000,-22.3,0.0,0.0,0.0,False,False,True,True,True,166.8443833268102
2,-10.6,40,1.0,2000,-21.6,0.0,0.0,0.0,False,False,True,True,True,89.83792234850483
3,-10.7,42,1.4,2000,-21.1,0.0,0.0,0.0,False,False,True,True,True,12.177333874258238
4,-11.1,50,1.2,1986,-19.4,0.0,0.0,0.0,False,False,True,True,True,45.88988583831638
5,-11.3,53,1.6,1979,-19.0,0.0,0.0,0.0,False,False,True,True,True,25.993822645489455
6,-11.2,53,0.9,2000,-18.9,0.0,0.0,0.0,False,False,True,True,True,76.952178943335
7,-11.3,57,0.9,1984,-18.1,0.0,0.0,0.0,False,False,True,True,True,232.91016536352126
8,-11.1,61,0.7,1963,-17.1,0.01,0.0,0.0,False,False,True,True,True,530.9344722709517
9,-9.9,49,0.8,1624,-18.6,0.2,0.0,0.0,False,False,True,True,True,254.686005656479
10,-7.5,42,0.9,1705,-18.2,0.55,0.0,0.0,False,False,True,True,True,179.95982555403023
11,-4.5,29,1.3,1912,-19.8,0.79,0.0,0.0,False,False,True,True,True,274.8962164418789
12,-3.2,32,2.7,1900,-17.5,1.01,0.0,0.0,False,False,True,True,True,260.76425955601457
13,-1.3,35,2.0,1893,-14.8,1.18,0.0,0.0,False,False,True,True,True,308.9039510253116
14,-1.1,46,2.1,1437,-11.2,0.72,0.0,0.0,False,False,True,True,True,256.23761447072235
15,-1.6,55,2.5,1891,-9.4,0.64,0.0,0.0,False,False,True,True,True,116.21562395274916
16,-2.2,76,1.7,233,-5.8,0.25,0.0,0.0,False,False,True,True,True,118.29517189774896
17,-2.4,85,0.3,174,-4.5,0.06,0.0,0.6,False,False,True,True,True,65.29230965284805
18,-2.3,91,0.4,202,-3.5,0.0,1.4,2.0,False,False,True,True,True,141.59436301965252
19,-1.7,91,1.1,167,-2.9,0.0,0.0,3.0,False,False,True,True,True,80.71001334491933
20,-1.5,91,1.7,270,-2.7,0.0,0.0,3.3,False,False,True,True,True,67.53481204685623
21,-1.6,91,1.3,508,-2.8,0.0,1.5,3.5,False,False,True,True,True,20.51653689178856
22,-1.7,85,1.2,1006,-3.8,0.0,0.0,3.5,False,False,True,True,True,66.25902641759556
23,-1.7,83,1.0,1093,-4.2,0.0,0.0,3.5,False,False,True,True,True,34.5708230387297
0,-1.7,83,0.8,1113,-4.2,0.0,0.0,3.5,False,False,True,True,True,50.278192245636006
1,-1.6,81,1.1,1141,-4.4,0.0,0.0,3.5,False,False,True,True,True,114.98157902086406
2,-1.6,80,1.4,1097,-4.6,0.0,0.0,3.5,False,False,True,True,True,113.85420883364836
3,-2.2,83,1.0,977,-4.7,0.0,0.0,3.5,False,False,True,True,True,59.728106866229254
4,-2.4,82,1.5,877,-5.0,0.0,0.0,3.5,False,False,True,True,True,0.0
5,-2.8,83,0.6,946,-5.2,0.0,0.0,3.5,False,False,True,True,True,48.33837975760447
6,-3.1,80,0.7,1215,-6.0,0.0,0.0,3.5,False,False,True,True,True,101.5912139351729
7,-3.5,83,1.6,953,-5.9,0.0,0.0,3.5,False,False,True,True,True,104.3345785421667
8,-3.6,83,1.7,915,-6.0,0.0,0.0,3.5,False,False,True,True,True,268.6779633431192
9,-3.3,77,1.2,916,-6.7,0.1,0.0,3.4,False,False,True,True,True,137.47369242029964
10,-2.3,63,1.7,1286,-8.4,0.22,0.0,3.2,False,False,True,True,True,76.68712878145865
11,-1.5,46,2.5,1906,-11.6,0.56,0.0,3.0,False,False,True,True,True,164.90696191070845
12,-1.0,35,2.7,1921,-14.5,0.64,0.0,3.0,False,False,True,True,True,156.09943752101174
13,-0.8,39,2.6,1853,-13.0,0.54,0.0,2.8,False,False,True,True,True,184.52986819772386
14,-0.7,33,2.7,1984,-15.0,0.56,0.0,2.5,False,False,True,True,True,127.3784896339642
15,-0.5,30,2.3,1997,-15.9,0.45,0.0,2.2,False,False,True,True,True,199.89202520249495
16,-0.1,29,1.6,2000,-16.0,0.5,0.0,1.8,False,False,True,True,True,239.29670732704642
17,-0.9,34,2.8,2000,-14.8,0.28,0.0,1.8,False,False,True,True,True,266.97617805057905
18,-1.8,35,2.1,2000,-15.2,0.05,0.0,1.6,False,False,True,True,True,458.6943655461355
19,-2.2,36,2.2,2000,-15.2,0.0,0.0,1.6,False,False,True,True,True,257.1117836130811
20,-2.6,36,3.1,2000,-15.6,0.0,0.0,1.6,False,False,True,True,True,236.24605395748233
21,-3.4,40,0.9,2000,-15.0,0.0,0.0,1.6,False,False,True,True,True,259.0759362497476
22,-4.2,48,1.0,2000,-13.5,0.0,0.0,1.6,False,False,True,True,True,142.2578846965059
23,-4.7,53,1.3,2000,-12.8,0.0,0.0,1.6,False,False,True,True,True,75.21413875497515
0,-5.2,56,1.4,1996,-12.6,0.0,0.0,1.6,False,False,True,True,True,72.79777702309724
1,-5.4,54,1.7,1996,-13.2,0.0,0.0,1.6,False,False,True,True,True,189.718177475916
2,-5.5,53,2.1,1980,-13.5,0.0,0.0,1.6,False,False,True,True,True,85.20264466740566
3,-6.2,57,1.6,1874,-13.3,0.0,0.0,1.6,False,False,True,True,True,163.50160306141464
4,-7.1,56,1.8,1841,-14.4,0.0,0.0,1.6,False,False,True,True,True,18.803086384402558
5,-7.8,65,2.3,1737,-13.2,0.0,0.0,1.6,False,False,True,True,True,56.951756161503056
6,-8.1,59,0.7,1915,-14.7,0.0,0.0,1.6,False,False,True,True,True,144.7328507190861
7,-8.7,64,0.5,1972,-14.2,0.0,0.0,1.6,False,False,True,True,True,308.6962416456142
8,-8.6,59,1.0,1948,-15.1,0.01,0.0,1.6,False,False,True,True,True,525.4832293332906
9,-7.9,50,0.6,1805,-16.5,0.23,0.0,1.6,False,False,True,True,True,297.9696579417079
10,-5.0,41,0.5,1799,-16.2,0.64,0.0,1.5,False,False,True,True,True,201.0258867977509
11,-2.6,33,1.5,1830,-16.6,0.95,0.0,1.4,False,False,True,True,True,213.1089190901003
12,-1.1,31,1.3,1869,-16.1,1.2,0.0,1.3,False,False,True,True,True,265.1020461557126
13,0.3,28,3.1,1988,-16.1,1.3,0.0,1.0,False,False,True,True,True,215.2243304357035
14,0.8,23,3.2,2000,-18.0,1.29,0.0,0.5,False,False,True,True,True,229.61318960427792
15,0.7,25,3.0,1987,-17.1,1.12,0.0,0.0,False,False,True,True,True,292.8911741757471
16,1.1,26,2.1,1957,-16.3,0.82,0.0,0.0,False,False,True,True,True,262.51156747116335
17,0.3,26,2.4,1977,-17.0,0.45,0.0,0.0,False,False,True,True,True,326.38345279377614
18,-1.0,28,1.9,2000,-17.2,0.08,0.0,0.0,False,False,True,True,True,564.4584070087478
19,-1.8,32,1.5,2000,-16.3,0.0,0.0,0.0,False,False,True,True,True,374.80847202230314
20,-2.4,36,1.0,2000,-15.4,0.0,0.0,0.0,False,False,True,True,True,265.8511108894475
21,-3.2,47,1.8,1917,-12.9,0.0,0.0,0.0,False,False,True,True,True,304.6501580394581
22,-3.9,52,1.2,1871,-12.3,0.0,0.0,0.0,False,False,True,True,True,198.18067062192304
23,-4.5,55,0.4,1908,-12.1,0.0,0.0,0.0,False,False,True,True,True,136.75450695804182
0,-4.9,56,1.1,1982,-12.3,0.0,0.0,0.0,False,False,True,True,True,114.88257091961214
1,-5.2,56,0.9,1973,-12.6,0.0,0.0,0.0,False,False,True,True,True,98.80443042726772
2,-5.7,59,0.3,1951,-12.4,0.0,0.0,0.0,False,False,True,True,True,99.33355835002587
3,-6.3,63,0.9,1425,-12.2,0.0,0.0,0.0,False,False,True,True,True,61.07365826946116
4,-6.7,65,1.1,1705,-12.1,0.0,0.0,0.0,False,False,True,True,True,95.80856259708702
5,-6.8,61,0.2,1724,-13.0,0.0,0.0,0.0,False,False,True,True,True,68.34359695790701
6,-7.0,62,1.3,1830,-13.0,0.0,0.0,0.0,False,False,True,True,True,81.9701045907897
7,-7.4,62,1.5,1909,-13.4,0.0,0.0,0.0,False,False,True,True,True,326.79425051198274
8,-7.4,58,2.2,1882,-14.2,0.01,0.0,0.0,False,False,True,True,True,597.3781820819055
9,-6.5,54,1.2,1541,-14.2,0.22,0.0,0.0,False,False,True,True,True,298.7725772357035
10,-4.1,43,1.2,1187,-14.8,0.59,0.0,0.0,False,False,True,True,True,179.695916487933
11,-1.4,37,1.0,1317,-14.2,0.91,0.0,0.0,False,False,True,True,True,203.05820609318548
12,0.9,37,1.5,1283,-12.1,1.12,0.0,0.0,False,False,True,True,True,290.99637859793967
13,1.6,29,2.2,1662,-14.5,1.2,0.0,0.0,False,False,True,True,True,329.1120051356883
14,3.2,26,2.2,1499,-14.5,1.16,0.0,0.0,False,False,True,True,True,353.7776697531913
15,3.6,26,2.4,1687,-14.1,0.99,0.0,0.0,False,False,True,True,True,359.76940839202473
16,2.9,26,3.0,1968,-14.7,0.69,0.0,0.0,False,False,True,True,True,314.2346680421037
17,2.0,25,2.3,1998,-16.0,0.34,0.0,0.0,False,False,True,True,True,345.8924795345954
18,0.5,37,3.0,1733,-12.5,0.06,0.0,0.0,False,False,True,True,True,596.5435636248504
