Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons_Spring,Seasons_Summer,Seasons_Winter,Holiday_No Holiday,Functioning Day_Yes,Rented Bike Count
2,-3.7,42,0.9,2000,-14.7,0.0,0.0,0.0,False,False,True,False,True,196.0696135218343
3,-4.0,44,1.0,2000,-14.4,0.0,0.0,0.0,False,False,True,False,True,45.91698821880256
4,-4.2,53,1.1,1994,-12.3,0.0,0.0,0.0,False,False,True,False,True,2.835884838911724
5,-4.4,54,0.8,1786,-12.3,0.0,0.0,0.0,False,False,True,False,True,0.0
6,-4.5,51,1.1,2000,-13.1,0.0,0.0,0.0,False,False,True,False,True,0.0
7,-4.7,56,1.1,2000,-12.1,0.0,0.0,0.0,False,False,True,False,True,0.0
8,-5.0,55,1.0,2000,-12.6,0.0,0.0,0.0,False,False,True,False,True,0.0
9,-4.3,39,0.7,1973,-16.2,0.15,0.0,0.0,False,False,True,False,True,222.93944360743814
10,-1.6,32,0.8,1766,-16.1,0.53,0.0,0.0,False,False,True,False,True,47.146018124345744
11,0.1,27,2.2,1874,-16.7,0.84,0.0,0.0,False,False,True,False,True,423.68196489133675
12,1.5,20,2.8,1992,-19.0,1.03,0.0,0.0,False,False,True,False,True,272.7283195287898
13,2.4,22,2.3,1921,-17.2,1.1,0.0,0.0,False,False,True,False,True,265.8828247594889
14,3.7,24,2.1,1906,-15.0,1.01,0.0,0.0,False,False,True,False,True,214.95421080532944
15,3.0,27,2.9,1715,-14.2,0.78,0.0,0.0,False,False,True,False,True,411.7547148277332
16,3.0,28,2.5,1864,-13.7,0.51,0.0,0.0,False,False,True,False,True,254.30725896125938
17,1.8,33,3.3,1913,-12.8,0.18,0.0,0.0,False,False,True,False,True,282.8044032228384
18,0.8,34,1.9,1887,-13.3,0.01,0.0,0.0,False,False,True,False,True,465.68720665725374
19,-0.1,39,1.3,1911,-12.4,0.0,0.0,0.0,False,False,True,False,True,115.70624118894767
20,-0.3,40,1.2,1936,-12.2,0.0,0.0,0.0,False,False,True,False,True,317.1917577791729
21,-0.9,44,1.2,1871,-11.6,0.0,0.0,0.0,False,False,True,False,True,134.96794796298326
22,-1.3,48,0.8,1927,-10.9,0.0,0.0,0.0,False,False,True,False,True,164.61487683441632
23,-1.6,51,0.7,1882,-10.4,0.0,0.0,0.0,False,False,True,False,True,325.3242888783846
0,-1.8,54,1.1,1772,-9.8,0.0,0.0,0.0,False,False,True,True,True,87.34117530564754
1,-2.1,56,0.8,1732,-9.7,0.0,0.0,0.0,False,False,True,True,True,283.3537095473418
2,-2.3,62,0.9,1560,-8.6,0.0,0.0,0.0,False,False,True,True,True,137.47473092344657
3,-2.5,62,0.4,1626,-8.7,0.0,0.0,0.0,False,False,True,True,True,0.0
4,-2.7,67,0.5,1302,-7.9,0.0,0.0,0.0,False,False,True,True,True,92.18520854042404
5,-3.1,67,0.6,1384,-8.3,0.0,0.0,0.0,False,False,True,True,True,152.0942735871621
6,-3.2,67,0.4,1409,-8.4,0.0,0.0,0.0,False,False,True,True,True,199.15987765676635
7,-3.2,69,0.5,1249,-8.0,0.0,0.0,0.0,False,False,True,True,True,192.08135478337047
8,-3.4,71,0.8,1179,-7.9,0.0,0.0,0.0,False,False,True,True,True,584.6497544340873
9,-3.1,66,0.2,1168,-8.5,0.12,0.0,0.0,False,False,True,True,True,291.05266602765204
10,-1.4,50,1.9,1355,-10.5,0.38,0.0,0.0,False,False,True,True,True,200.79859400729856
11,-0.4,40,2.3,1633,-12.3,0.66,0.0,0.0,False,False,True,True,True,329.0497896824862
12,0.9,29,1.9,1761,-15.1,0.88,0.0,0.0,False,False,True,True,True,310.1925043425009
13,1.5,23,3.6,1970,-17.4,0.95,0.0,0.0,False,False,True,True,True,143.80594051082068
14,1.7,20,4.4,1995,-18.9,0.91,0.0,0.0,False,False,True,True,True,338.78399767081066
15,1.5,22,3.0,1998,-17.9,0.76,0.0,0.0,False,False,True,True,True,354.0739389318592
16,1.3,23,2.9,2000,-17.6,0.51,0.0,0.0,False,False,True,True,True,374.1595132070183
17,0.3,27,2.6,2000,-16.5,0.18,0.0,0.0,False,False,True,True,True,477.5651246746125
18,-0.8,24,2.3,2000,-18.9,0.01,0.0,0.0,False,False,True,True,True,755.6816516963511
19,-1.3,28,2.4,2000,-17.5,0.0,0.0,0.0,False,False,True,True,True,447.4254982507951
20,-1.9,26,2.2,2000,-18.9,0.0,0.0,0.0,False,False,True,True,True,357.21149406805785
21,-2.6,28,2.0,2000,-18.6,0.0,0.0,0.0,False,False,True,True,True,143.30266058026328
22,-3.4,33,2.4,2000,-17.4,0.0,0.0,0.0,False,False,True,True,True,314.5653995152724
23,-3.8,35,2.3,2000,-17.0,0.0,0.0,0.0,False,False,True,True,True,206.09370484512317
0,-4.3,38,1.4,2000,-16.5,0.0,0.0,0.0,False,False,True,True,True,186.2751493423865
1,-5.0,42,1.2,1993,-15.9,0.0,0.0,0.0,False,False,True,True,True,6.475060248437572
2,-5.5,43,2.0,2000,-16.1,0.0,0.0,0.0,False,False,True,True,True,5.408190343063055
3,-6.1,45,1.3,1999,-16.1,0.0,0.0,0.0,False,False,True,True,True,168.89213853130786
4,-6.1,45,2.3,2000,-16.1,0.0,0.0,0.0,False,False,True,True,True,39.173053888963366
5,-6.4,47,2.4,1981,-15.8,0.0,0.0,0.0,False,False,True,True,True,132.93493361017784
6,-6.7,48,2.4,1991,-15.9,0.0,0.0,0.0,False,False,True,True,True,139.7397921341951
7,-6.9,48,2.4,1974,-16.0,0.0,0.0,0.0,False,False,True,True,True,310.8788951936676
8,-7.0,49,1.5,1971,-15.9,0.0,0.0,0.0,False,False,True,True,True,760.7786018312848
9,-6.8,44,1.7,1858,-17.0,0.16,0.0,0.0,False,False,True,True,True,292.0728685589433
10,-5.6,38,2.9,1752,-17.6,0.55,0.0,0.0,False,False,True,True,True,222.29964865860904
11,-4.5,36,3.2,1736,-17.3,0.77,0.0,0.0,False,False,True,True,True,222.27504140802492
12,-3.4,32,3.1,1706,-17.7,1.02,0.0,0.0,False,False,True,True,True,254.96265503458713
13,-2.2,31,2.3,1910,-17.0,1.13,0.0,0.0,False,False,True,True,True,249.0877144900757
14,-1.5,30,2.8,1903,-16.8,1.1,0.0,0.0,False,False,True,True,True,291.4913580304659
15,-1.1,29,2.8,1976,-16.9,0.96,0.0,0.0,False,False,True,True,True,239.6812527015126
16,-0.4,30,2.0,2000,-15.9,0.62,0.0,0.0,False,False,True,True,True,420.4939281639394
17,-1.9,35,1.8,2000,-15.3,0.25,0.0,0.0,False,False,True,True,True,295.4470833171113
18,-3.1,39,2.1,2000,-15.1,0.0,0.0,0.0,False,False,True,True,True,618.9202394085489
19,-3.7,41,2.0,2000,-15.0,0.0,0.0,0.0,False,False,True,True,True,388.45618713903076
20,-3.9,44,2.5,2000,-14.3,0.0,0.0,0.0,False,False,True,True,True,433.9945606924208
21,-4.3,47,2.8,1997,-13.9,0.0,0.0,0.0,False,False,True,True,True,354.016599968302
22,-5.2,53,1.3,1969,-13.3,0.0,0.0,0.0,False,False,True,True,True,390.830567258671
23,-5.9,54,0.8,1968,-13.7,0.0,0.0,0.0,False,False,True,True,True,53.272598182614274
0,-6.3,54,1.4,1990,-14.1,0.0,0.0,0.0,False,False,True,True,True,184.83701178671345
1,-6.9,56,2.3,1994,-14.2,0.0,0.0,0.0,False,False,True,True,True,236.0714415599911
2,-7.3,57,2.0,1978,-14.3,0.0,0.0,0.0,False,False,True,True,True,130.96094470771942
3,-7.4,54,1.7,1968,-15.1,0.0,0.0,0.0,False,False,True,True,True,160.08482157644718
4,-7.5,55,1.3,1984,-15.0,0.0,0.0,0.0,False,False,True,True,True,0.0
5,-7.6,49,1.3,2000,-16.4,0.0,0.0,0.0,False,False,True,True,True,202.3538295126667
6,-7.6,47,2.3,2000,-16.9,0.0,0.0,0.0,False,False,True,True,True,342.4175202487276
7,-8.1,51,0.5,1987,-16.4,0.0,0.0,0.0,False,False,True,True,True,266.89550709774164
8,-8.6,55,0.6,1984,-16.0,0.0,0.0,0.0,False,False,True,True,True,602.8978002737599
9,-7.9,48,1.2,1926,-17.0,0.14,0.0,0.0,False,False,True,True,True,480.61439610886015
10,-6.4,43,1.0,1872,-16.9,0.43,0.0,0.0,False,False,True,True,True,349.8230051161563
11,-4.4,40,0.8,1671,-16.0,0.69,0.0,0.0,False,False,True,True,True,213.41349097561266
12,-2.9,33,0.9,1813,-16.9,0.92,0.0,0.0,False,False,True,True,True,249.34708504936566
13,-2.0,32,1.0,1864,-16.5,0.91,0.0,0.0,False,False,True,True,True,256.7374461255631
14,-0.8,32,1.4,1846,-15.4,0.78,0.0,0.0,False,False,True,True,True,131.92492373232955
15,-1.2,31,0.8,1732,-16.2,0.47,0.0,0.0,False,False,True,True,True,192.12077311759862
16,-1.4,34,1.8,1719,-15.2,0.3,0.0,0.0,False,False,True,True,True,211.84976222868028
17,-2.1,37,1.4,1591,-14.8,0.09,0.0,0.0,False,False,True,True,True,322.71587721572524
18,-2.6,38,1.4,1604,-14.9,0.0,0.0,0.0,False,False,True,True,True,599.644250320006
19,-2.7,39,1.4,1616,-14.7,0.0,0.0,0.0,False,False,True,True,True,439.660186408991
20,-2.8,39,1.7,1702,-14.8,0.0,0.0,0.0,False,False,True,True,True,461.0103337390228
21,-3.1,41,2.0,1742,-14.5,0.0,0.0,0.0,False,False,True,True,True,213.4096257724399
22,-3.6,46,1.3,1689,-13.5,0.0,0.0,0.0,False,False,True,True,True,401.23281816845815
23,-4.0,48,1.5,1536,-13.4,0.0,0.0,0.0,False,False,True,True,True,200.29666060251577
0,-4.7,52,1.8,1611,-13.0,0.0,0.0,0.0,False,False,True,True,True,197.21440487937895
1,-5.1,51,1.5,1550,-13.6,0.0,0.0,0.0,False,False,True,True,True,235.28852954427845
2,-5.3,52,1.6,1481,-13.6,0.0,0.0,0.0,False,False,True,True,True,9.377070867589651
3,-5.5,56,1.1,1453,-12.9,0.0,0.0,0.0,False,False,True,True,True,103.99799768912632
4,-5.1,55,1.7,1266,-12.7,0.0,0.0,0.0,False,False,True,True,True,63.104187919553276
5,-5.1,55,1.5,1452,-12.7,0.0,0.0,0.0,False,False,True,True,True,122.64447274053481
6,-5.1,54,1.3,1346,-12.9,0.0,0.0,0.0,False,False,True,True,True,150.97695646051884
7,-5.3,53,1.1,1300,-13.4,0.0,0.0,0.0,False,False,True,True,True,564.5493559173403
8,-5.3,51,1.0,1319,-13.8,0.0,0.0,0.0,False,False,True,True,True,603.2988987622781
9,-4.7,49,1.2,1550,-13.8,0.12,0.0,0.0,False,False,True,True,True,302.626246296989
10,-3.3,50,1.3,1407,-12.2,0.4,0.0,0.0,False,False,True,True,True,171.7113907615518
11,-0.7,45,1.5,1429,-11.1,0.76,0.0,0.0,False,False,True,True,True,254.25779971318417
12,-0.3,45,2.2,1066,-10.8,1.01,0.0,0.0,False,False,True,True,True,300.33303753765847
13,0.9,43,2.0,1112,-10.2,0.98,0.0,0.0,False,False,True,True,True,427.03689774966557
14,1.4,41,2.0,1003,-10.4,0.99,0.0,0.0,False,False,True,True,True,480.43324642993827
15,1.5,34,2.8,1776,-12.6,0.84,0.0,0.0,False,False,True,True,True,277.7805128715068
16,1.0,34,2.9,2000,-13.1,0.61,0.0,0.0,False,False,True,True,True,248.46991446337233
17,-0.6,45,3.3,1827,-11.0,0.24,0.0,0.0,False,False,True,True,True,491.6092760183156
18,-1.8,44,2.2,1709,-12.4,0.01,0.0,0.0,False,False,True,True,True,581.5726302217299
19,-2.5,49,0.6,1436,-11.7,0.0,0.0,0.0,False,False,True,True,True,504.2359129555825
20,-3.4,51,1.1,1391,-12.1,0.0,0.0,0.0,False,False,True,True,True,341.63272518926203
21,-3.5,53,0.9,1353,-11.7,0.0,0.0,0.0,False,False,True,True,True,137.35233261292504
22,-3.8,53,1.3,1300,-12.0,0.0,0.0,0.0,False,False,True,True,True,430.7205404256732
23,-3.6,50,1.9,1284,-12.5,0.0,0.0,0.0,False,False,True,True,True,362.75048272740094
0,-4.3,52,1.6,1247,-12.7,0.0,0.0,0.0,False,False,True,True,True,124.71292695675113
1,-4.8,54,1.2,1219,-12.7,0.0,0.0,0.0,False,False,True,True,True,184.49002134041197
2,-5.5,56,1.4,1285,-12.9,0.0,0.0,0.0,False,False,True,True,True,203.65736796977677
3,-5.6,56,1.0,1367,-13.0,0.0,0.0,0.0,False,False,True,True,True,135.35856739147266
4,-5.9,61,1.1,1260,-12.2,0.0,0.0,0.0,False,False,True,True,True,124.71390824022087
5,-6.1,64,1.0,1231,-11.8,0.0,0.0,0.0,False,False,True,True,True,242.486525571326
6,-6.5,67,0.7,1175,-11.6,0.0,0.0,0.0,False,False,True,True,True,51.88042295142948
7,-6.6,65,1.0,1320,-12.0,0.0,0.0,0.0,False,False,True,True,True,27.765044815425597
8,-6.5,62,1.1,1503,-12.5,0.0,0.0,0.0,False,False,True,True,True,52.55138860899302
9,-5.8,49,1.4,1728,-14.8,0.16,0.0,0.0,False,False,True,True,True,150.28279627144076
10,-3.5,39,2.0,1946,-15.4,0.54,0.0,0.0,False,False,True,True,True,200.79497795738027
11,-1.6,35,2.1,1812,-15.1,0.87,0.0,0.0,False,False,True,True,True,418.62279165207053
12,0.0,35,2.3,1672,-13.6,1.07,0.0,0.0,False,False,True,True,True,232.92130342726952
13,0.9,28,2.4,1895,-15.6,1.18,0.0,0.0,False,False,True,True,True,377.6513993176453
14,1.8,29,2.0,1693,-14.3,1.14,0.0,0.0,False,False,True,True,True,368.4110910430196
15,2.3,27,2.2,1877,-14.8,0.92,0.0,0.0,False,False,True,True,True,487.9765978078497
16,2.7,27,2.2,1811,-14.4,0.64,0.0,0.0,False,False,True,True,True,596.4797523754899
17,1.1,31,1.7,1989,-14.1,0.26,0.0,0.0,False,False,True,True,True,302.63864786468525
18,-0.6,37,1.6,1797,-13.5,0.01,0.0,0.0,False,False,True,True,True,223.646919844608
19,-1.2,37,1.2,1663,-14.0,0.0,0.0,0.0,False,False,True,True,True,308.0221682432865
20,-2.1,41,1.1,1578,-13.6,0.0,0.0,0.0,False,False,True,True,True,254.97274261228387
21,-2.5,47,0.8,1495,-12.2,0.0,0.0,0.0,False,False,True,True,True,392.6682323132801
22,-2.6,47,1.6,1492,-12.3,0.0,0.0,0.0,False,False,True,True,True,274.4948301315203
23,-3.2,50,0.8,1429,-12.1,0.0,0.0,0.0,False,False,True,True,True,134.23862668954274
0,-3.8,48,0.7,1574,-13.2,0.0,0.0,0.0,False,False,True,True,True,249.1456305156712
1,-3.9,51,0.2,1535,-12.5,0.0,0.0,0.0,False,False,True,True,True,269.26665029240655
2,-4.4,53,0.3,1594,-12.5,0.0,0.0,0.0,False,False,True,True,True,207.3813393796172
3,-4.8,56,0.6,1505,-12.2,0.0,0.0,0.0,False,False,True,True,True,151.07856982711067
4,-5.1,60,0.7,1377,-11.6,0.0,0.0,0.0,False,False,True,True,True,165.20037105297772
5,-5.6,58,0.7,1350,-12.5,0.0,0.0,0.0,False,False,True,True,True,153.1289042314135
6,-5.5,52,0.7,1503,-13.8,0.0,0.0,0.0,False,False,True,True,True,171.72335738482914
7,-5.6,58,0.9,1368,-12.5,0.0,0.0,0.0,False,False,True,True,True,122.7624352189066
8,-5.3,53,1.1,1411,-13.4,0.0,0.0,0.0,False,False,True,True,True,105.83138920732851
9,-3.8,49,1.6,1371,-12.9,0.18,0.0,0.0,False,False,True,True,True,157.19449343482677
10,-1.8,40,1.8,1555,-13.6,0.48,0.0,0.0,False,False,True,True,True,295.72928423038223
11,0.5,35,1.4,1558,-13.2,0.75,0.0,0.0,False,False,True,True,True,134.96178413610937
12,1.1,34,0.9,1455,-13.0,0.6,0.0,0.0,False,False,True,True,True,313.66900259690885
13,1.4,34,0.8,1394,-12.7,0.5,0.0,0.0,False,False,True,True,True,226.94461931279528
14,1.9,32,0.7,1368,-13.0,0.41,0.0,0.0,False,False,True,True,True,333.7810507005354
15,2.7,31,0.9,1603,-12.7,0.43,0.0,0.0,False,False,True,True,True,491.6897321012287
16,2.6,32,1.0,1381,-12.4,0.27,0.0,0.0,False,False,True,True,True,351.48876224402426
17,2.3,33,0.2,1515,-12.3,0.13,0.0,0.0,False,False,True,True,True,353.4927183956899
18,1.8,34,1.2,1518,-12.4,0.0,0.0,0.0,False,False,True,True,True,138.43443488674953
19,1.6,35,1.0,1419,-12.2,0.0,0.0,0.0,False,False,True,True,True,318.1997490568375
20,1.3,38,0.4,1386,-11.4,0.0,0.0,0.0,False,False,True,True,True,295.4503493452572
21,1.2,39,0.6,1378,-11.2,0.0,0.0,0.0,False,False,True,True,True,445.29407279103793
22,1.1,40,0.5,1305,-11.0,0.0,0.0,0.0,False,False,True,True,True,184.22257267451036
23,1.1,39,0.6,1422,-11.3,0.0,0.0,0.0,False,False,True,True,True,170.202710959619
0,0.9,42,1.1,1271,-10.5,0.0,0.0,0.0,False,False,True,True,True,173.1277766733372
1,0.9,42,0.2,1333,-10.5,0.0,0.0,0.0,False,False,True,True,True,261.6180056386542
2,0.8,42,0.5,1275,-10.6,0.0,0.0,0.0,False,False,True,True,True,67.78019343853332
3,0.9,43,0.4,1261,-10.2,0.0,0.0,0.0,False,False,True,True,True,79.99522663499016
4,1.0,43,0.8,1253,-10.2,0.0,0.0,0.0,False,False,True,True,True,104.81375641220129
5,0.8,42,1.0,1394,-10.6,0.0,0.0,0.0,False,False,True,True,True,85.05436178393296
6,0.8,45,0.7,1268,-9.8,0.0,0.0,0.0,False,False,True,True,True,115.80771736518663
7,0.7,44,0.8,1357,-10.1,0.0,0.0,0.0,False,False,True,True,True,392.7781330899396
8,0.7,45,0.7,1339,-9.9,0.0,0.0,0.0,False,False,True,True,True,804.8734639915964
9,0.8,47,0.9,1070,-9.2,0.05,0.0,0.0,False,False,True,True,True,287.6850346926455
10,1.3,43,0.8,971,-9.9,0.16,0.0,0.0,False,False,True,True,True,265.8647654666265
11,1.7,37,0.6,1062,-11.4,0.23,0.0,0.0,False,False,True,True,True,210.2635770879076
12,2.7,33,2.7,1281,-12.0,0.6,0.0,0.0,False,False,True,True,True,471.6203074230214
13,3.0,32,1.6,1518,-12.1,0.38,0.0,0.0,False,False,True,True,True,155.63224552813975
14,3.4,31,1.4,1267,-12.1,0.36,0.0,0.0,False,False,True,True,True,294.9245235768551
15,3.9,33,1.8,1293,-10.9,0.39,0.0,0.0,False,False,True,True,True,354.4951056326666
16,3.5,36,1.7,1702,-10.2,0.16,0.0,0.0,False,False,True,True,True,504.46385518115653
17,2.7,50,2.8,1957,-6.7,0.06,0.0,0.0,False,False,True,True,True,378.6386872157096
18,1.5,70,2.5,638,-3.3,0.0,0.0,0.0,False,False,True,True,True,262.2846566789314
19,0.9,88,1.6,290,-0.8,0.0,0.0,0.5,False,False,True,True,True,309.00123193133567
20,1.0,89,1.9,407,-0.6,0.0,0.0,1.0,False,False,True,True,True,3.9052051470506797
21,0.7,77,6.7,692,-2.8,0.0,0.9,1.0,False,False,True,True,True,0.0
22,0.1,68,4.6,740,-5.1,0.0,0.0,1.0,False,False,True,True,True,191.57123090795943
23,-0.6,62,4.2,936,-6.9,0.0,0.0,1.0,False,False,True,True,True,63.42644449371846
0,-1.2,67,4.6,983,-6.5,0.0,0.0,1.0,False,False,True,True,True,1.1961128467756765
1,-1.9,69,5.0,791,-6.8,0.0,0.0,1.0,False,False,True,True,True,175.53321721472452
2,-2.9,66,3.3,1515,-8.3,0.0,0.0,1.0,False,False,True,True,True,98.58762645231548
3,-3.4,67,3.2,1420,-8.6,0.0,0.0,0.9,False,False,True,True,True,0.0
4,-4.3,59,4.4,1451,-11.1,0.0,0.0,0.9,False,False,True,True,True,0.0
5,-5.1,48,3.2,1821,-14.4,0.0,0.0,0.9,False,False,True,True,True,136.40991511768223
6,-5.6,52,3.7,1785,-13.9,0.0,0.0,0.9,False,False,True,True,True,188.9067169956587
7,-5.9,57,3.1,1686,-13.0,0.0,0.0,0.8,False,False,True,True,True,235.40477285021728
8,-6.0,64,3.2,1384,-11.7,0.0,0.0,0.7,False,False,True,True,True,732.6614279426444
9,-6.0,61,2.5,1547,-12.3,0.13,0.0,0.6,False,False,True,True,True,216.4697053179982
10,-4.8,57,3.0,1559,-12.0,0.47,0.0,0.5,False,False,True,True,True,42.40601916716639
11,-3.9,51,4.5,1746,-12.5,0.73,0.0,0.5,False,False,True,True,True,180.05815705274037
12,-2.7,45,2.4,1707,-13.0,1.05,0.0,0.4,False,False,True,True,True,257.58957023295784
13,-2.6,45,4.0,1663,-12.9,1.11,0.0,0.3,False,False,True,True,True,288.5429992921287
14,-1.8,45,3.7,1922,-12.1,1.06,0.0,0.2,False,False,True,True,True,241.66050303329143
15,-2.4,51,4.6,1458,-11.1,0.46,0.0,0.0,False,False,True,True,True,291.06122588834705
16,-2.4,56,3.3,1541,-9.9,0.35,0.0,0.0,False,False,True,True,True,140.91403609320514
17,-2.9,66,3.6,743,-8.3,0.23,0.0,0.0,False,False,True,True,True,471.68367704581453
18,-3.8,58,1.7,1996,-10.8,0.01,0.0,0.0,False,False,True,True,True,550.0519046947501
19,-4.5,57,0.6,2000,-11.7,0.0,0.0,0.0,False,False,True,True,True,472.09794731348853
20,-4.9,59,0.6,1992,-11.6,0.0,0.0,0.0,False,False,True,True,True,335.1585470815497
21,-4.8,59,0.9,2000,-11.6,0.0,0.0,0.0,False,False,True,True,True,325.1907004603888
22,-4.2,67,1.6,503,-9.4,0.0,0.0,0.0,False,False,True,True,True,221.12476794256474
23,-4.9,80,0.7,690,-7.8,0.0,0.0,0.2,False,False,True,True,True,123.31563312445081
0,-5.2,82,0.8,152,-7.7,0.0,0.5,0.5,False,False,True,True,True,123.18318288593886
1,-5.6,75,1.7,1982,-9.3,0.0,0.0,0.8,False,False,True,True,True,206.59500242618847
2,-5.7,72,1.2,1925,-9.9,0.0,0.0,0.8,False,False,True,True,True,82.01334852218953
3,-6.1,70,1.1,2000,-10.6,0.0,0.3,0.8,False,False,True,True,True,108.59584423932687
4,-6.6,72,2.2,2000,-10.8,0.0,0.0,0.8,False,False,True,True,True,22.318105662837755
5,-7.3,75,1.6,2000,-10.9,0.0,0.0,0.8,False,False,True,True,True,178.33079358188405
6,-7.7,74,1.1,2000,-11.5,0.0,0.0,0.8,False,False,True,True,True,18.559301696020853
7,-8.0,70,1.8,2000,-12.5,0.0,0.0,0.7,False,False,True,True,True,332.2403028164964
8,-7.9,67,2.6,1896,-12.9,0.0,0.0,0.7,False,False,True,True,True,383.1147335287203
9,-7.7,62,3.6,1637,-13.7,0.13,0.0,0.7,False,False,True,True,True,86.5730523344312
10,-6.9,53,3.2,1576,-14.8,0.52,0.0,0.6,False,False,True,True,True,162.39405348355095
11,-6.4,49,4.5,1759,-15.3,0.86,0.0,0.5,False,False,True,True,True,102.10851082936593
12,-5.6,44,4.5,1830,-15.9,1.1,0.0,0.5,False,False,True,True,True,298.33194405535517
13,-5.1,43,4.7,1901,-15.7,1.18,0.0,0.4,False,False,True,True,True,143.85887789461015
14,-5.3,37,5.3,2000,-17.7,1.05,0.0,0.3,False,False,True,True,True,133.83192231439165
15,-5.3,33,4.8,2000,-19.0,0.99,0.0,0.3,False,False,True,True,True,10.187652002503881
16,-5.4,30,3.9,2000,-20.2,0.69,0.0,0.2,False,False,True,True,True,152.23953541628504
17,-6.5,34,4.0,2000,-19.8,0.31,0.0,0.0,False,False,True,True,True,31.49059583283318
18,-7.8,32,4.5,2000,-21.6,0.02,0.0,0.0,False,False,True,True,True,283.7580034560072
19,-8.5,35,2.9,2000,-21.2,0.0,0.0,0.0,False,False,True,True,True,332.5698291467287
20,-8.9,41,2.3,2000,-19.7,0.0,0.0,0.0,False,False,True,True,True,283.02586687182907
21,-9.4,47,2.0,2000,-18.6,0.0,0.0,0.0,False,False,True,True,True,255.16285749727047
22,-9.7,51,2.8,2000,-17.9,0.0,0.0,0.0,False,False,True,True,True,71.44542544761364
23,-10.2,53,3.3,1997,-17.9,0.0,0.0,0.0,False,False,True,True,True,134.38394441590287
0,-10.3,54,2.4,1988,-17.8,0.0,0.0,0.0,False,False,True,True,True,97.65145571137278
1,-10.6,55,2.9,1987,-17.9,0.0,0.0,0.0,False,False,True,True,True,0.0
2,-10.9,57,2.7,1900,-17.7,0.0,0.0,0.0,False,False,True,True,True,234.4532146464874
3,-11.2,59,2.9,1872,-17.6,0.0,0.0,0.0,False,False,True,True,True,122.88446835667789
4,-11.5,57,2.3,1899,-18.3,0.0,0.0,0.0,False,False,True,True,True,11.621800112816835
5,-11.9,61,1.8,1759,-17.9,0.0,0.0,0.0,False,False,True,True,True,44.60119471042749
6,-12.0,61,2.3,1709,-18.0,0.0,0.0,0.0,False,False,True,True,True,102.1609575169838
7,-12.3,59,2.3,1738,-18.6,0.0,0.0,0.0,False,False,True,True,True,5.46292701072079
8,-12.6,61,1.6,1610,-18.5,0.0,0.0,0.0,False,False,True,True,True,419.0856821287711
9,-12.0,53,2.6,1781,-19.6,0.16,0.0,0.0,False,False,True,True,True,161.018283050508
10,-11.1,46,3.7,1638,-20.4,0.48,0.0,0.0,False,False,True,True,True,55.09364449712771
11,-10.2,41,3.5,1629,-20.9,0.84,0.0,0.0,False,False,True,True,True,118.80365343617109
12,-8.6,40,2.6,1700,-19.8,1.11,0.0,0.0,False,False,True,True,True,360.92548864102713
13,-8.6,41,3.4,1593,-19.5,1.2,0.0,0.0,False,False,True,True,True,240.00130341039622
14,-7.4,38,3.3,1718,-19.3,1.15,0.0,0.0,False,False,True,True,True,131.7386496946379
15,-8.3,42,3.8,1745,-18.9,0.93,0.0,0.0,False,False,True,True,True,236.3971666068699
16,-8.2,39,2.8,1807,-19.7,0.63,0.0,0.0,False,False,True,True,True,314.38710695976135
17,-9.3,43,2.8,1900,-19.6,0.28,0.0,0.0,False,False,True,True,True,308.45795760976813
18,-10.4,43,2.3,1985,-20.6,0.02,0.0,0.0,False,False,True,True,True,357.7692156398297
19,-10.9,44,3.0,2000,-20.7,0.0,0.0,0.0,False,False,True,True,True,188.40911248888054
20,-11.6,49,1.8,1953,-20.1,0.0,0.0,0.0,False,False,True,True,True,244.55284037958745
21,-12.4,51,2.2,1992,-20.4,0.0,0.0,0.0,False,False,True,True,True,200.06956157841267
22,-12.9,52,2.8,2000,-20.7,0.0,0.0,0.0,False,False,True,True,True,258.60960400828026
23,-13.2,51,1.5,1972,-21.2,0.0,0.0,0.0,False,False,True,True,True,180.45263054963385
0,-13.6,49,1.6,2000,-22.0,0.0,0.0,0.0,False,False,True,True,True,206.54382654596836
1,-13.7,47,3.0,2000,-22.6,0.0,0.0,0.0,False,False,True,True,True,47.21619658478555
2,-13.8,43,2.6,2000,-23.7,0.0,0.0,0.0,False,False,True,True,True,210.45737545232151
3,-14.1,45,1.8,2000,-23.4,0.0,0.0,0.0,False,False,True,True,True,61.11768669793017
4,-14.3,45,2.0,2000,-23.6,0.0,0.0,0.0,False,False,True,True,True,230.78070116123567
5,-14.6,45,1.1,2000,-23.9,0.0,0.0,0.0,False,False,True,True,True,0.0
6,-14.9,45,2.3,2000,-24.2,0.0,0.0,0.0,False,False,True,True,True,259.95383856927856
7,-15.1,45,0.9,2000,-24.4,0.0,0.0,0.0,False,False,True,True,True,208.14779312575382
8,-15.1,44,1.2,2000,-24.6,0.0,0.0,0.0,False,False,True,True,True,355.97555558434186
9,-14.9,40,1.2,1999,-25.5,0.16,0.0,0.0,False,False,True,True,True,149.18422935401264
10,-13.0,37,2.2,1960,-24.6,0.59,0.0,0.0,False,False,True,True,True,88.00651961263841
11,-11.2,31,2.4,1944,-25.0,0.94,0.0,0.0,False,False,True,True,True,181.0378941995666
