employment_id,workclass,education,marital-status,occupation,relationship,education-num,hours-per-week
10656, Private, Some-college, Separated, Adm-clerical, Unmarried,10,45
10657, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,9,40
10658, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband,15,50
10659, Private, Some-college, Married-civ-spouse, Sales, Husband,10,50
10660, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband,14,4
10661, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband,10,50
10662, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband,15,40
10663, Private, HS-grad, Never-married, Handlers-cleaners, Own-child,9,25
10664, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband,12,45
10665, Private, 5th-6th, Divorced, Transport-moving, Unmarried,3,40
10666, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband,9,40
10667, State-gov, Assoc-acdm, Never-married, Protective-serv, Not-in-family,12,40
10668, Private, Masters, Married-civ-spouse, Exec-managerial, Husband,14,50
10669, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband,13,40
10670, Private, HS-grad, Never-married, Farming-fishing, Own-child,9,50
10671, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband,15,16
10672, Private, 12th, Never-married, Sales, Own-child,8,40
10673, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband,10,40
10674, ?, Bachelors, Married-civ-spouse, ?, Husband,13,30
10675, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband,16,40
10676, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband,9,40
10677, Private, HS-grad, Married-civ-spouse, Other-service, Husband,9,40
10678, Private, Bachelors, Never-married, Adm-clerical, Own-child,13,40
10679, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband,9,15
10680, ?, 11th, Never-married, ?, Unmarried,7,50
10681, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family,9,40
10682, ?, 10th, Married-civ-spouse, ?, Wife,6,40
10683, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family,13,45
10684, ?, Bachelors, Divorced, ?, Not-in-family,13,8
10685, ?, 11th, Widowed, ?, Not-in-family,7,35
10686, Private, Bachelors, Never-married, Prof-specialty, Own-child,13,20
10687, Private, Bachelors, Never-married, Handlers-cleaners, Own-child,13,30
10688, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband,10,40
10689, Self-emp-inc, Assoc-voc, Divorced, Sales, Not-in-family,11,56
10690, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband,5,40
10691, Private, Masters, Never-married, Prof-specialty, Not-in-family,14,55
10692, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband,9,40
10693, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife,9,35
10694, Private, Bachelors, Never-married, Prof-specialty, Not-in-family,13,45
10695, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family,9,40
10696, Federal-gov, Bachelors, Divorced, Exec-managerial, Unmarried,13,40
10697, Private, 12th, Separated, Transport-moving, Unmarried,8,40
10698, State-gov, HS-grad, Never-married, Adm-clerical, Own-child,9,40
10699, Private, HS-grad, Divorced, Other-service, Not-in-family,9,40
10700, Private, Some-college, Married-civ-spouse, Sales, Wife,10,40
10701, ?, Doctorate, Married-civ-spouse, ?, Husband,16,50
10702, Private, Bachelors, Never-married, Prof-specialty, Not-in-family,13,50
10703, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family,12,55
10704, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband,10,40
10705, ?, Bachelors, Never-married, ?, Own-child,13,30
10706, Private, HS-grad, Divorced, Adm-clerical, Not-in-family,9,40
10707, Private, HS-grad, Never-married, Other-service, Unmarried,9,40
10708, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband,13,40
10709, Federal-gov, Some-college, Widowed, Tech-support, Not-in-family,10,45
10710, ?, Masters, Married-civ-spouse, ?, Husband,14,8
10712, Private, Some-college, Separated, Sales, Unmarried,10,40
10713, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family,9,40
10714, Private, Assoc-acdm, Never-married, Tech-support, Own-child,12,40
10715, Private, 1st-4th, Married-civ-spouse, Other-service, Wife,2,25
10716, ?, HS-grad, Widowed, ?, Unmarried,9,4
10717, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,9,40
10718, Private, Assoc-voc, Never-married, Sales, Not-in-family,11,40
10719, ?, Assoc-acdm, Married-civ-spouse, ?, Wife,12,16
10720, Private, Some-college, Married-civ-spouse, Sales, Husband,10,45
10721, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family,9,40
10722, Private, Bachelors, Never-married, Sales, Not-in-family,13,50
10723, Private, Bachelors, Divorced, Prof-specialty, Unmarried,13,45
10724, Private, HS-grad, Never-married, Handlers-cleaners, Own-child,9,30
10725, Private, Bachelors, Never-married, Tech-support, Unmarried,13,20
10726, Private, Masters, Married-civ-spouse, Transport-moving, Husband,14,55
10727, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband,13,50
10728, Private, Masters, Married-civ-spouse, Tech-support, Husband,14,20
10729, Private, HS-grad, Divorced, Farming-fishing, Not-in-family,9,82
10730, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband,10,40
10731, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family,12,40
10732, Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband,11,40
10733, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,9,40
10734, Private, Some-college, Married-civ-spouse, Transport-moving, Husband,10,40
10735, Private, Some-college, Married-civ-spouse, Craft-repair, Husband,10,45
10736, Private, Assoc-voc, Married-spouse-absent, Adm-clerical, Not-in-family,11,40
10737, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband,15,20
10738, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband,10,70
10739, Private, Some-college, Married-civ-spouse, Transport-moving, Husband,10,40
10740, Private, HS-grad, Never-married, Other-service, Own-child,9,48
10741, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband,13,40
10742, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband,11,40
10743, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,9,40
10744, Private, HS-grad, Never-married, Sales, Own-child,9,60
10745, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,9,50
10746, ?, HS-grad, Married-civ-spouse, ?, Husband,9,20
10747, ?, Some-college, Never-married, ?, Unmarried,10,40
10748, Private, Some-college, Widowed, Adm-clerical, Unmarried,10,43
10749, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband,12,40
10750, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband,13,40
10751, Private, HS-grad, Married-civ-spouse, Other-service, Husband,9,40
10752, Private, HS-grad, Never-married, Adm-clerical, Unmarried,9,40
10753, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband,13,40
10754, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband,3,40
10755, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried,9,50
10756, Private, Some-college, Never-married, Other-service, Own-child,10,37
10757, Private, 10th, Never-married, Handlers-cleaners, Own-child,6,40
10758, Private, Masters, Married-civ-spouse, Prof-specialty, Husband,14,50
10759, Private, HS-grad, Married-civ-spouse, Sales, Wife,9,35
10760, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband,15,40
10761, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband,9,40
10762, Private, Bachelors, Never-married, Prof-specialty, Not-in-family,13,40
10763, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife,13,70
10764, Private, Some-college, Never-married, Adm-clerical, Not-in-family,10,40
10765, Private, Some-college, Never-married, Other-service, Own-child,10,20
10766, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife,9,20
10767, Private, Some-college, Married-civ-spouse, Transport-moving, Husband,10,40
10768, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband,9,40
10769, Private, Some-college, Married-civ-spouse, Sales, Husband,10,50
10770, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,13,40
10771, Private, Some-college, Married-civ-spouse, Other-service, Husband,10,40
10772, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband,13,72
10773, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Wife,13,60
10774, Private, Some-college, Widowed, Sales, Unmarried,10,30
10775, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child,13,35
10776, Private, HS-grad, Divorced, Adm-clerical, Not-in-family,9,35
10777, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,40
10778, Private, HS-grad, Never-married, Craft-repair, Not-in-family,9,40
10779, Private, Some-college, Never-married, Handlers-cleaners, Own-child,10,50
10780, Private, Some-college, Never-married, Exec-managerial, Own-child,10,30
10781, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family,9,40
10782, Self-emp-not-inc, 9th, Separated, Craft-repair, Not-in-family,5,40
10783, Private, HS-grad, Never-married, Tech-support, Other-relative,9,40
10784, Private, 10th, Never-married, Other-service, Other-relative,6,20
10785, ?, Some-college, Never-married, ?, Unmarried,10,40
10786, Private, Some-college, Never-married, Sales, Not-in-family,10,52
10787, Private, Some-college, Married-civ-spouse, Craft-repair, Husband,10,45
10788, Private, HS-grad, Widowed, Other-service, Unmarried,9,33
10789, Private, HS-grad, Separated, Adm-clerical, Unmarried,9,40
10790, Private, Some-college, Divorced, Transport-moving, Not-in-family,10,40
10791, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife,10,35
10792, Private, HS-grad, Separated, Other-service, Unmarried,9,25
10793, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife,13,50
10794, Private, Some-college, Married-civ-spouse, Transport-moving, Husband,10,10
10795, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife,9,40
10796, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried,10,40
10797, Private, 12th, Never-married, Craft-repair, Unmarried,8,40
10798, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,9,40
10799, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband,10,40
10800, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband,16,45
10801, State-gov, Some-college, Never-married, Tech-support, Not-in-family,10,50
10802, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband,9,40
10803, Private, Some-college, Married-civ-spouse, Tech-support, Husband,10,40
10804, Private, HS-grad, Never-married, Adm-clerical, Own-child,9,40
10805, Private, Some-college, Never-married, Prof-specialty, Other-relative,10,20
10806, ?, Some-college, Never-married, ?, Not-in-family,10,40
10807, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,9,40
10808, Private, Some-college, Divorced, Exec-managerial, Not-in-family,10,40
10809, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband,14,40
10810, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband,5,40
10811, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family,12,25
10812, Private, Some-college, Divorced, Prof-specialty, Not-in-family,10,50
10813, Private, HS-grad, Divorced, Other-service, Not-in-family,9,40
10814, Private, HS-grad, Divorced, Other-service, Not-in-family,9,40
10815, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,13,40
10816, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband,10,40
10817, Private, Some-college, Married-civ-spouse, Other-service, Wife,10,40
10818, Private, Some-college, Married-civ-spouse, Sales, Husband,10,70
10819, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband,9,40
10820, Self-emp-not-inc, Some-college, Separated, Sales, Unmarried,10,60
10821, ?, Bachelors, Married-civ-spouse, ?, Wife,13,30
10822, Private, Some-college, Never-married, Other-service, Other-relative,10,25
10823, Self-emp-inc, Bachelors, Never-married, Sales, Not-in-family,13,45
10824, Private, Some-college, Never-married, Sales, Own-child,10,28
10825, Private, Some-college, Married-civ-spouse, Craft-repair, Husband,10,40
10826, Private, 11th, Divorced, Craft-repair, Not-in-family,7,45
10827, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family,9,40
10828, Private, Some-college, Married-civ-spouse, Craft-repair, Husband,10,45
10829, ?, 7th-8th, Married-civ-spouse, ?, Husband,4,40
10830, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband,11,40
10831, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried,9,40
10832, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband,16,45
10833, Private, HS-grad, Never-married, Adm-clerical, Not-in-family,9,40
10834, Private, HS-grad, Never-married, Machine-op-inspct, Own-child,9,40
10835, Private, Bachelors, Divorced, Prof-specialty, Not-in-family,13,40
10836, Private, Bachelors, Married-civ-spouse, Other-service, Wife,13,40
10837, Private, 11th, Never-married, Other-service, Own-child,7,20
10838, ?, HS-grad, Separated, ?, Unmarried,9,40
10839, Private, 5th-6th, Never-married, Other-service, Not-in-family,3,60
10840, Private, HS-grad, Never-married, Sales, Own-child,9,15
10841, State-gov, Some-college, Never-married, Adm-clerical, Own-child,10,40
10842, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,2
10843, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband,11,38
10844, Private, Bachelors, Married-civ-spouse, Tech-support, Husband,13,30
10845, Private, Bachelors, Never-married, Prof-specialty, Not-in-family,13,20
10846, Never-worked, 7th-8th, Divorced, ?, Not-in-family,4,35
10847, State-gov, HS-grad, Never-married, Other-service, Not-in-family,9,40
10848, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband,9,48
10849, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,40
10850, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,13,38
10851, Private, 7th-8th, Widowed, Other-service, Unmarried,4,80
10852, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child,9,40
10853, Private, Some-college, Never-married, Adm-clerical, Unmarried,10,38
10854, Private, Bachelors, Never-married, Adm-clerical, Not-in-family,13,40
10855, Private, Bachelors, Divorced, Priv-house-serv, Unmarried,13,24
10856, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband,10,42
10857, ?, Some-college, Never-married, ?, Not-in-family,10,40
10858, Private, Masters, Married-civ-spouse, Craft-repair, Husband,14,40
10859, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife,9,50
10860, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family,9,40
10861, Private, Some-college, Married-civ-spouse, Sales, Husband,10,60
10862, Private, HS-grad, Never-married, Other-service, Unmarried,9,40
10863, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,9,40
10864, Private, Some-college, Divorced, Adm-clerical, Not-in-family,10,40
10865, Private, HS-grad, Divorced, Adm-clerical, Not-in-family,9,40
10866, Private, Bachelors, Never-married, Tech-support, Own-child,13,40
10867, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband,10,58
10868, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family,12,50
10869, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband,10,40
10870, Private, 11th, Never-married, Other-service, Unmarried,7,40
10871, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,9,50
10872, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,40
10873, Private, HS-grad, Never-married, Craft-repair, Not-in-family,9,36
10874, Local-gov, HS-grad, Divorced, Protective-serv, Unmarried,9,50
10876, Private, Prof-school, Never-married, Prof-specialty, Not-in-family,15,55
10877, Private, Bachelors, Married-civ-spouse, Sales, Husband,13,72
10878, Private, HS-grad, Never-married, Craft-repair, Unmarried,9,40
10879, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,40
10880, Private, Bachelors, Divorced, Exec-managerial, Not-in-family,13,50
10881, Private, HS-grad, Never-married, Machine-op-inspct, Own-child,9,40
10882, ?, HS-grad, Divorced, ?, Own-child,9,10
10883, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,40
10884, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family,9,48
10885, Private, HS-grad, Never-married, Other-service, Unmarried,9,40
10886, Private, Some-college, Never-married, Exec-managerial, Other-relative,10,40
10887, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family,12,42
10888, Private, Bachelors, Married-civ-spouse, Tech-support, Wife,13,20
10889, Private, HS-grad, Never-married, Other-service, Own-child,9,40
10890, State-gov, Some-college, Divorced, Other-service, Own-child,10,40
10891, Private, HS-grad, Never-married, Sales, Not-in-family,9,40
10892, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife,11,50
10893, Private, Some-college, Married-civ-spouse, Sales, Other-relative,10,30
10894, Private, Bachelors, Never-married, Prof-specialty, Not-in-family,13,40
10895, Private, HS-grad, Widowed, Adm-clerical, Not-in-family,9,40
10896, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family,13,40
10897, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,13,50
10898, Private, 11th, Never-married, Craft-repair, Other-relative,7,60
10899, Private, HS-grad, Never-married, Other-service, Not-in-family,9,35
10900, Private, Some-college, Divorced, Machine-op-inspct, Unmarried,10,50
10901, State-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband,11,40
10902, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband,10,40
10903, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,13,40
10904, Private, HS-grad, Never-married, Adm-clerical, Unmarried,9,40
10905, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband,9,50
10906, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband,3,40
10907, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband,10,50
10908, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,9,40
10909, Private, Some-college, Divorced, Exec-managerial, Unmarried,10,40
10910, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,9,40
10911, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife,13,37
10912, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,40
10913, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,9,40
10914, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried,11,40
10915, Private, HS-grad, Never-married, Other-service, Not-in-family,9,80
10916, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,9,40
10917, Private, HS-grad, Never-married, Adm-clerical, Own-child,9,55
10918, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband,10,70
10919, Private, 12th, Never-married, Prof-specialty, Not-in-family,8,35
10920, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband,14,38
10921, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband,13,48
10922, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,9,40
10923, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,30
10924, Private, HS-grad, Never-married, Handlers-cleaners, Own-child,9,40
10925, Private, Some-college, Never-married, Adm-clerical, Own-child,10,46
10926, Private, Assoc-voc, Never-married, Craft-repair, Own-child,11,40
10927, Private, Bachelors, Never-married, Exec-managerial, Not-in-family,13,50
10928, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband,10,40
10929, Private, HS-grad, Never-married, Craft-repair, Not-in-family,9,40
10930, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,9,40
10931, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband,6,40
10932, ?, 10th, Divorced, ?, Not-in-family,6,50
10933, ?, 12th, Never-married, ?, Not-in-family,8,25
10934, Local-gov, Assoc-voc, Never-married, Other-service, Not-in-family,11,40
10935, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband,11,48
10936, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband,10,40
10937, Private, HS-grad, Married-civ-spouse, Sales, Husband,9,50
10938, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband,13,45
10939, Private, Bachelors, Never-married, Tech-support, Not-in-family,13,35
10940, Private, Masters, Never-married, Sales, Not-in-family,14,55
10941, Private, Some-college, Divorced, Sales, Unmarried,10,54
10942, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband,3,40
10943, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband,9,40
10944, State-gov, Assoc-voc, Divorced, Exec-managerial, Not-in-family,11,38
10945, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family,9,50
10946, Private, Some-college, Married-civ-spouse, Craft-repair, Husband,10,40
10947, Private, Assoc-voc, Never-married, Adm-clerical, Own-child,11,40
10948, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband,16,40
10949, Private, 10th, Married-spouse-absent, Craft-repair, Other-relative,6,40
10950, Private, 9th, Married-spouse-absent, Handlers-cleaners, Own-child,5,40
10951, Private, Some-college, Divorced, Sales, Unmarried,10,40
10952, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife,13,40
10953, Private, Masters, Married-civ-spouse, Prof-specialty, Husband,14,41
10954, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Unmarried,13,60
10955, Local-gov, 10th, Separated, Other-service, Not-in-family,6,90
10956, ?, HS-grad, Married-civ-spouse, ?, Husband,9,40
10957, Private, HS-grad, Never-married, Sales, Own-child,9,40
10958, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,13,3
10959, Federal-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband,16,40
10960, ?, HS-grad, Never-married, ?, Own-child,9,12
10961, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,40
10962, Private, HS-grad, Never-married, Adm-clerical, Not-in-family,9,25
10963, Private, Some-college, Never-married, Protective-serv, Not-in-family,10,40
10964, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband,10,40
10965, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband,16,70
10966, Private, Bachelors, Widowed, Other-service, Not-in-family,13,20
10967, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband,13,25
10968, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried,9,40
10969, Private, Some-college, Never-married, Craft-repair, Not-in-family,10,55
10970, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband,9,55
10971, Private, HS-grad, Never-married, Sales, Own-child,9,30
10972, Private, 1st-4th, Married-civ-spouse, Farming-fishing, Husband,2,40
10973, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family,9,40
10974, Private, Some-college, Divorced, Craft-repair, Not-in-family,10,45
10975, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family,9,50
10976, Private, HS-grad, Never-married, Farming-fishing, Own-child,9,30
10977, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,40
10978, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband,4,40
10979, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife,12,25
10980, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband,15,55
10981, Private, HS-grad, Married-civ-spouse, Tech-support, Husband,9,25
10982, Private, HS-grad, Married-civ-spouse, Other-service, Wife,9,25
10983, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative,9,45
10984, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband,10,55
10985, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child,9,30
10986, Private, HS-grad, Never-married, Sales, Not-in-family,9,40
10987, Private, HS-grad, Married-civ-spouse, Sales, Husband,9,99
10988, Private, Some-college, Never-married, Other-service, Not-in-family,10,40
10989, Private, Some-college, Divorced, Craft-repair, Unmarried,10,50
10990, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband,13,40
10991, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family,10,40
10992, Private, Bachelors, Never-married, Prof-specialty, Not-in-family,13,40
10993, Private, 7th-8th, Never-married, Other-service, Not-in-family,4,40
10994, Private, HS-grad, Never-married, Craft-repair, Own-child,9,40
10995, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband,10,40
10996, ?, Some-college, Never-married, ?, Not-in-family,10,40
10997, State-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband,12,52
10998, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband,4,45
10999, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband,9,24
11000, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,13,50
11001, Private, HS-grad, Never-married, Sales, Own-child,9,25
11002, ?, Some-college, Never-married, ?, Not-in-family,10,40
11003, Private, 10th, Never-married, Craft-repair, Own-child,6,40
11004, Private, Bachelors, Never-married, Exec-managerial, Not-in-family,13,50
11005, Private, 11th, Never-married, Handlers-cleaners, Own-child,7,25
11006, State-gov, Bachelors, Never-married, Prof-specialty, Own-child,13,40
11007, Private, HS-grad, Divorced, Other-service, Not-in-family,9,40
11008, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband,10,50
11009, Federal-gov, Assoc-voc, Widowed, Other-service, Unmarried,11,40
11010, Private, HS-grad, Never-married, Other-service, Not-in-family,9,40
11011, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,13,50
11012, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband,13,45
11013, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried,12,40
11014, Private, HS-grad, Married-civ-spouse, Sales, Husband,9,60
11015, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family,13,40
11016, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,9,60
11017, Private, 11th, Divorced, Transport-moving, Not-in-family,7,40
11018, Private, Some-college, Married-civ-spouse, Craft-repair, Husband,10,40
11019, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband,11,40
11020, Private, Some-college, Never-married, Craft-repair, Unmarried,10,40
11021, Private, Some-college, Divorced, Exec-managerial, Not-in-family,10,50
11022, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband,16,57
11023, Private, Some-college, Never-married, Adm-clerical, Own-child,10,4
11024, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband,9,40
11025, Private, Assoc-acdm, Divorced, Machine-op-inspct, Own-child,12,40
11026, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,13,60
11027, Private, Bachelors, Married-civ-spouse, Sales, Husband,13,60
11028, ?, Prof-school, Married-civ-spouse, ?, Husband,15,40
11029, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband,10,40
11030, Private, Some-college, Married-civ-spouse, Tech-support, Husband,10,45
11031, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family,9,30
11032, Private, Bachelors, Married-civ-spouse, Other-service, Husband,13,35
11033, Private, 5th-6th, Married-spouse-absent, Transport-moving, Unmarried,3,20
11034, Private, Masters, Divorced, Exec-managerial, Not-in-family,14,50
11035, Private, HS-grad, Separated, Transport-moving, Other-relative,9,60
11036, Private, 11th, Married-civ-spouse, Transport-moving, Husband,7,40
11038, Private, 10th, Never-married, Craft-repair, Own-child,6,40
11039, Private, Bachelors, Never-married, Other-service, Not-in-family,13,40
11040, ?, Masters, Married-civ-spouse, ?, Husband,14,40
11041, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband,15,55
11042, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband,9,50
