context_id,Date,Seasons,Holiday,Functioning Day
1461,30/01/2018,Winter,No Holiday,Yes
1462,30/01/2018,Winter,No Holiday,Yes
1463,30/01/2018,Winter,No Holiday,Yes
1464,30/01/2018,Winter,No Holiday,Yes
1465,31/01/2018,Winter,No Holiday,Yes
1466,31/01/2018,Winter,No Holiday,Yes
1467,31/01/2018,Winter,No Holiday,Yes
1468,31/01/2018,Winter,No Holiday,Yes
1470,31/01/2018,Winter,No Holiday,Yes
1471,31/01/2018,Winter,No Holiday,Yes
1472,31/01/2018,Winter,No Holiday,Yes
1473,31/01/2018,Winter,No Holiday,Yes
1474,31/01/2018,Winter,No Holiday,Yes
1475,31/01/2018,Winter,No Holiday,Yes
1476,31/01/2018,Winter,No Holiday,Yes
1477,31/01/2018,Winter,No Holiday,Yes
1478,31/01/2018,Winter,No Holiday,Yes
1479,31/01/2018,Winter,No Holiday,Yes
1481,31/01/2018,Winter,No Holiday,Yes
1482,31/01/2018,Winter,No Holiday,Yes
1483,31/01/2018,Winter,No Holiday,Yes
1484,31/01/2018,Winter,No Holiday,Yes
1485,31/01/2018,Winter,No Holiday,Yes
1486,31/01/2018,Winter,No Holiday,Yes
1487,31/01/2018,Winter,No Holiday,Yes
1488,31/01/2018,Winter,No Holiday,Yes
1489,01/02/2018,Winter,No Holiday,Yes
1490,01/02/2018,Winter,No Holiday,Yes
1491,01/02/2018,Winter,No Holiday,Yes
1492,01/02/2018,Winter,No Holiday,Yes
1493,01/02/2018,Winter,No Holiday,Yes
1494,01/02/2018,Winter,No Holiday,Yes
1495,01/02/2018,Winter,No Holiday,Yes
1496,01/02/2018,Winter,No Holiday,Yes
1497,01/02/2018,Winter,No Holiday,Yes
1498,01/02/2018,Winter,No Holiday,Yes
1499,01/02/2018,Winter,No Holiday,Yes
1501,01/02/2018,Winter,No Holiday,Yes
1502,01/02/2018,Winter,No Holiday,Yes
1503,01/02/2018,Winter,No Holiday,Yes
1504,01/02/2018,Winter,No Holiday,Yes
1505,01/02/2018,Winter,No Holiday,Yes
1506,01/02/2018,Winter,No Holiday,Yes
1507,01/02/2018,Winter,No Holiday,Yes
1508,01/02/2018,Winter,No Holiday,Yes
1509,01/02/2018,Winter,No Holiday,Yes
1510,01/02/2018,Winter,No Holiday,Yes
1511,01/02/2018,Winter,No Holiday,Yes
1512,01/02/2018,Winter,No Holiday,Yes
1513,02/02/2018,Winter,No Holiday,Yes
1514,02/02/2018,Winter,No Holiday,Yes
1515,02/02/2018,Winter,No Holiday,Yes
1516,02/02/2018,Winter,No Holiday,Yes
1517,02/02/2018,Winter,No Holiday,Yes
1518,02/02/2018,Winter,No Holiday,Yes
1519,02/02/2018,Winter,No Holiday,Yes
1520,02/02/2018,Winter,No Holiday,Yes
1521,02/02/2018,Winter,No Holiday,Yes
1522,02/02/2018,Winter,No Holiday,Yes
1523,02/02/2018,Winter,No Holiday,Yes
1524,02/02/2018,Winter,No Holiday,Yes
1525,02/02/2018,Winter,No Holiday,Yes
1526,02/02/2018,Winter,No Holiday,Yes
1527,02/02/2018,Winter,No Holiday,Yes
1528,02/02/2018,Winter,No Holiday,Yes
1529,02/02/2018,Winter,No Holiday,Yes
1530,02/02/2018,Winter,No Holiday,Yes
1531,02/02/2018,Winter,No Holiday,Yes
1532,02/02/2018,Winter,No Holiday,Yes
1533,02/02/2018,Winter,No Holiday,Yes
1534,02/02/2018,Winter,No Holiday,Yes
1535,02/02/2018,Winter,No Holiday,Yes
1536,02/02/2018,Winter,No Holiday,Yes
1537,03/02/2018,Winter,No Holiday,Yes
1538,03/02/2018,Winter,No Holiday,Yes
1539,03/02/2018,Winter,No Holiday,Yes
1540,03/02/2018,Winter,No Holiday,Yes
1541,03/02/2018,Winter,No Holiday,Yes
1542,03/02/2018,Winter,No Holiday,Yes
1543,03/02/2018,Winter,No Holiday,Yes
1544,03/02/2018,Winter,No Holiday,Yes
1545,03/02/2018,Winter,No Holiday,Yes
1546,03/02/2018,Winter,No Holiday,Yes
1547,03/02/2018,Winter,No Holiday,Yes
1548,03/02/2018,Winter,No Holiday,Yes
1549,03/02/2018,Winter,No Holiday,Yes
1550,03/02/2018,Winter,No Holiday,Yes
1551,03/02/2018,Winter,No Holiday,Yes
1552,03/02/2018,Winter,No Holiday,Yes
1553,03/02/2018,Winter,No Holiday,Yes
1554,03/02/2018,Winter,No Holiday,Yes
1555,03/02/2018,Winter,No Holiday,Yes
1556,03/02/2018,Winter,No Holiday,Yes
1557,03/02/2018,Winter,No Holiday,Yes
1558,03/02/2018,Winter,No Holiday,Yes
1559,03/02/2018,Winter,No Holiday,Yes
1560,03/02/2018,Winter,No Holiday,Yes
1561,04/02/2018,Winter,No Holiday,Yes
1562,04/02/2018,Winter,No Holiday,Yes
1563,04/02/2018,Winter,No Holiday,Yes
1564,04/02/2018,Winter,No Holiday,Yes
1565,04/02/2018,Winter,No Holiday,Yes
1566,04/02/2018,Winter,No Holiday,Yes
1567,04/02/2018,Winter,No Holiday,Yes
1568,04/02/2018,Winter,No Holiday,Yes
1569,04/02/2018,Winter,No Holiday,Yes
1570,04/02/2018,Winter,No Holiday,Yes
1571,04/02/2018,Winter,No Holiday,Yes
1572,04/02/2018,Winter,No Holiday,Yes
1573,04/02/2018,Winter,No Holiday,Yes
1574,04/02/2018,Winter,No Holiday,Yes
1575,04/02/2018,Winter,No Holiday,Yes
1576,04/02/2018,Winter,No Holiday,Yes
1577,04/02/2018,Winter,No Holiday,Yes
1578,04/02/2018,Winter,No Holiday,Yes
1579,04/02/2018,Winter,No Holiday,Yes
1580,04/02/2018,Winter,No Holiday,Yes
1581,04/02/2018,Winter,No Holiday,Yes
1582,04/02/2018,Winter,No Holiday,Yes
1583,04/02/2018,Winter,No Holiday,Yes
1584,04/02/2018,Winter,No Holiday,Yes
1585,05/02/2018,Winter,No Holiday,Yes
1586,05/02/2018,Winter,No Holiday,Yes
1587,05/02/2018,Winter,No Holiday,Yes
1588,05/02/2018,Winter,No Holiday,Yes
1589,05/02/2018,Winter,No Holiday,Yes
1590,05/02/2018,Winter,No Holiday,Yes
1591,05/02/2018,Winter,No Holiday,Yes
1592,05/02/2018,Winter,No Holiday,Yes
1593,05/02/2018,Winter,No Holiday,Yes
1594,05/02/2018,Winter,No Holiday,Yes
1595,05/02/2018,Winter,No Holiday,Yes
1596,05/02/2018,Winter,No Holiday,Yes
1597,05/02/2018,Winter,No Holiday,Yes
1598,05/02/2018,Winter,No Holiday,Yes
1599,05/02/2018,Winter,No Holiday,Yes
1600,05/02/2018,Winter,No Holiday,Yes
1601,05/02/2018,Winter,No Holiday,Yes
1602,05/02/2018,Winter,No Holiday,Yes
1603,05/02/2018,Winter,No Holiday,Yes
1604,05/02/2018,Winter,No Holiday,Yes
1605,05/02/2018,Winter,No Holiday,Yes
1606,05/02/2018,Winter,No Holiday,Yes
1607,05/02/2018,Winter,No Holiday,Yes
1608,05/02/2018,Winter,No Holiday,Yes
1609,06/02/2018,Winter,No Holiday,Yes
1610,06/02/2018,Winter,No Holiday,Yes
1611,06/02/2018,Winter,No Holiday,Yes
1612,06/02/2018,Winter,No Holiday,Yes
1613,06/02/2018,Winter,No Holiday,Yes
1614,06/02/2018,Winter,No Holiday,Yes
1615,06/02/2018,Winter,No Holiday,Yes
1616,06/02/2018,Winter,No Holiday,Yes
1617,06/02/2018,Winter,No Holiday,Yes
1618,06/02/2018,Winter,No Holiday,Yes
1619,06/02/2018,Winter,No Holiday,Yes
1620,06/02/2018,Winter,No Holiday,Yes
1621,06/02/2018,Winter,No Holiday,Yes
1622,06/02/2018,Winter,No Holiday,Yes
1623,06/02/2018,Winter,No Holiday,Yes
1624,06/02/2018,Winter,No Holiday,Yes
1625,06/02/2018,Winter,No Holiday,Yes
1626,06/02/2018,Winter,No Holiday,Yes
1627,06/02/2018,Winter,No Holiday,Yes
1628,06/02/2018,Winter,No Holiday,Yes
1629,06/02/2018,Winter,No Holiday,Yes
1630,06/02/2018,Winter,No Holiday,Yes
1631,06/02/2018,Winter,No Holiday,Yes
1632,06/02/2018,Winter,No Holiday,Yes
1633,07/02/2018,Winter,No Holiday,Yes
1634,07/02/2018,Winter,No Holiday,Yes
1635,07/02/2018,Winter,No Holiday,Yes
1636,07/02/2018,Winter,No Holiday,Yes
1637,07/02/2018,Winter,No Holiday,Yes
1638,07/02/2018,Winter,No Holiday,Yes
1639,07/02/2018,Winter,No Holiday,Yes
1640,07/02/2018,Winter,No Holiday,Yes
1641,07/02/2018,Winter,No Holiday,Yes
1642,07/02/2018,Winter,No Holiday,Yes
1643,07/02/2018,Winter,No Holiday,Yes
1644,07/02/2018,Winter,No Holiday,Yes
1645,07/02/2018,Winter,No Holiday,Yes
1646,07/02/2018,Winter,No Holiday,Yes
1647,07/02/2018,Winter,No Holiday,Yes
1648,07/02/2018,Winter,No Holiday,Yes
1649,07/02/2018,Winter,No Holiday,Yes
1650,07/02/2018,Winter,No Holiday,Yes
1651,07/02/2018,Winter,No Holiday,Yes
1652,07/02/2018,Winter,No Holiday,Yes
1653,07/02/2018,Winter,No Holiday,Yes
1654,07/02/2018,Winter,No Holiday,Yes
1655,07/02/2018,Winter,No Holiday,Yes
1656,07/02/2018,Winter,No Holiday,Yes
1657,08/02/2018,Winter,No Holiday,Yes
1658,08/02/2018,Winter,No Holiday,Yes
1659,08/02/2018,Winter,No Holiday,Yes
1660,08/02/2018,Winter,No Holiday,Yes
1661,08/02/2018,Winter,No Holiday,Yes
1662,08/02/2018,Winter,No Holiday,Yes
1663,08/02/2018,Winter,No Holiday,Yes
1664,08/02/2018,Winter,No Holiday,Yes
1665,08/02/2018,Winter,No Holiday,Yes
1666,08/02/2018,Winter,No Holiday,Yes
1667,08/02/2018,Winter,No Holiday,Yes
1668,08/02/2018,Winter,No Holiday,Yes
1669,08/02/2018,Winter,No Holiday,Yes
1670,08/02/2018,Winter,No Holiday,Yes
1671,08/02/2018,Winter,No Holiday,Yes
1672,08/02/2018,Winter,No Holiday,Yes
1673,08/02/2018,Winter,No Holiday,Yes
1674,08/02/2018,Winter,No Holiday,Yes
1675,08/02/2018,Winter,No Holiday,Yes
1676,08/02/2018,Winter,No Holiday,Yes
1677,08/02/2018,Winter,No Holiday,Yes
1678,08/02/2018,Winter,No Holiday,Yes
1679,08/02/2018,Winter,No Holiday,Yes
1680,08/02/2018,Winter,No Holiday,Yes
1681,09/02/2018,Winter,No Holiday,Yes
1682,09/02/2018,Winter,No Holiday,Yes
1683,09/02/2018,Winter,No Holiday,Yes
1684,09/02/2018,Winter,No Holiday,Yes
1685,09/02/2018,Winter,No Holiday,Yes
1686,09/02/2018,Winter,No Holiday,Yes
1687,09/02/2018,Winter,No Holiday,Yes
1688,09/02/2018,Winter,No Holiday,Yes
1689,09/02/2018,Winter,No Holiday,Yes
1690,09/02/2018,Winter,No Holiday,Yes
1691,09/02/2018,Winter,No Holiday,Yes
1692,09/02/2018,Winter,No Holiday,Yes
1693,09/02/2018,Winter,No Holiday,Yes
1694,09/02/2018,Winter,No Holiday,Yes
1695,09/02/2018,Winter,No Holiday,Yes
1696,09/02/2018,Winter,No Holiday,Yes
1697,09/02/2018,Winter,No Holiday,Yes
1698,09/02/2018,Winter,No Holiday,Yes
1699,09/02/2018,Winter,No Holiday,Yes
1700,09/02/2018,Winter,No Holiday,Yes
1701,09/02/2018,Winter,No Holiday,Yes
1702,09/02/2018,Winter,No Holiday,Yes
1703,09/02/2018,Winter,No Holiday,Yes
1704,09/02/2018,Winter,No Holiday,Yes
1705,10/02/2018,Winter,No Holiday,Yes
1706,10/02/2018,Winter,No Holiday,Yes
1707,10/02/2018,Winter,No Holiday,Yes
1708,10/02/2018,Winter,No Holiday,Yes
1709,10/02/2018,Winter,No Holiday,Yes
1710,10/02/2018,Winter,No Holiday,Yes
1711,10/02/2018,Winter,No Holiday,Yes
1712,10/02/2018,Winter,No Holiday,Yes
1713,10/02/2018,Winter,No Holiday,Yes
1714,10/02/2018,Winter,No Holiday,Yes
1715,10/02/2018,Winter,No Holiday,Yes
1716,10/02/2018,Winter,No Holiday,Yes
1717,10/02/2018,Winter,No Holiday,Yes
1718,10/02/2018,Winter,No Holiday,Yes
1719,10/02/2018,Winter,No Holiday,Yes
1720,10/02/2018,Winter,No Holiday,Yes
1721,10/02/2018,Winter,No Holiday,Yes
1722,10/02/2018,Winter,No Holiday,Yes
1723,10/02/2018,Winter,No Holiday,Yes
1724,10/02/2018,Winter,No Holiday,Yes
1725,10/02/2018,Winter,No Holiday,Yes
1726,10/02/2018,Winter,No Holiday,Yes
1727,10/02/2018,Winter,No Holiday,Yes
1728,10/02/2018,Winter,No Holiday,Yes
1729,11/02/2018,Winter,No Holiday,Yes
1730,11/02/2018,Winter,No Holiday,Yes
1731,11/02/2018,Winter,No Holiday,Yes
1732,11/02/2018,Winter,No Holiday,Yes
1733,11/02/2018,Winter,No Holiday,Yes
1734,11/02/2018,Winter,No Holiday,Yes
1735,11/02/2018,Winter,No Holiday,Yes
1736,11/02/2018,Winter,No Holiday,Yes
1737,11/02/2018,Winter,No Holiday,Yes
1738,11/02/2018,Winter,No Holiday,Yes
1739,11/02/2018,Winter,No Holiday,Yes
1740,11/02/2018,Winter,No Holiday,Yes
1741,11/02/2018,Winter,No Holiday,Yes
1742,11/02/2018,Winter,No Holiday,Yes
1743,11/02/2018,Winter,No Holiday,Yes
1744,11/02/2018,Winter,No Holiday,Yes
1745,11/02/2018,Winter,No Holiday,Yes
1746,11/02/2018,Winter,No Holiday,Yes
1747,11/02/2018,Winter,No Holiday,Yes
1748,11/02/2018,Winter,No Holiday,Yes
1749,11/02/2018,Winter,No Holiday,Yes
1750,11/02/2018,Winter,No Holiday,Yes
1751,11/02/2018,Winter,No Holiday,Yes
1752,11/02/2018,Winter,No Holiday,Yes
1753,12/02/2018,Winter,No Holiday,Yes
1754,12/02/2018,Winter,No Holiday,Yes
1755,12/02/2018,Winter,No Holiday,Yes
1756,12/02/2018,Winter,No Holiday,Yes
1757,12/02/2018,Winter,No Holiday,Yes
1758,12/02/2018,Winter,No Holiday,Yes
1759,12/02/2018,Winter,No Holiday,Yes
1760,12/02/2018,Winter,No Holiday,Yes
1761,12/02/2018,Winter,No Holiday,Yes
1762,12/02/2018,Winter,No Holiday,Yes
1763,12/02/2018,Winter,No Holiday,Yes
1764,12/02/2018,Winter,No Holiday,Yes
1765,12/02/2018,Winter,No Holiday,Yes
1766,12/02/2018,Winter,No Holiday,Yes
1767,12/02/2018,Winter,No Holiday,Yes
1768,12/02/2018,Winter,No Holiday,Yes
1769,12/02/2018,Winter,No Holiday,Yes
1770,12/02/2018,Winter,No Holiday,Yes
1771,12/02/2018,Winter,No Holiday,Yes
1772,12/02/2018,Winter,No Holiday,Yes
1773,12/02/2018,Winter,No Holiday,Yes
1774,12/02/2018,Winter,No Holiday,Yes
1775,12/02/2018,Winter,No Holiday,Yes
1776,12/02/2018,Winter,No Holiday,Yes
1777,13/02/2018,Winter,No Holiday,Yes
1778,13/02/2018,Winter,No Holiday,Yes
1779,13/02/2018,Winter,No Holiday,Yes
1780,13/02/2018,Winter,No Holiday,Yes
1781,13/02/2018,Winter,No Holiday,Yes
1782,13/02/2018,Winter,No Holiday,Yes
1783,13/02/2018,Winter,No Holiday,Yes
1784,13/02/2018,Winter,No Holiday,Yes
1785,13/02/2018,Winter,No Holiday,Yes
1786,13/02/2018,Winter,No Holiday,Yes
1787,13/02/2018,Winter,No Holiday,Yes
1788,13/02/2018,Winter,No Holiday,Yes
1789,13/02/2018,Winter,No Holiday,Yes
1790,13/02/2018,Winter,No Holiday,Yes
1791,13/02/2018,Winter,No Holiday,Yes
1792,13/02/2018,Winter,No Holiday,Yes
1793,13/02/2018,Winter,No Holiday,Yes
1794,13/02/2018,Winter,No Holiday,Yes
1795,13/02/2018,Winter,No Holiday,Yes
1796,13/02/2018,Winter,No Holiday,Yes
1797,13/02/2018,Winter,No Holiday,Yes
1798,13/02/2018,Winter,No Holiday,Yes
1799,13/02/2018,Winter,No Holiday,Yes
1800,13/02/2018,Winter,No Holiday,Yes
1801,14/02/2018,Winter,No Holiday,Yes
1802,14/02/2018,Winter,No Holiday,Yes
1803,14/02/2018,Winter,No Holiday,Yes
1804,14/02/2018,Winter,No Holiday,Yes
1805,14/02/2018,Winter,No Holiday,Yes
1806,14/02/2018,Winter,No Holiday,Yes
1807,14/02/2018,Winter,No Holiday,Yes
1808,14/02/2018,Winter,No Holiday,Yes
1809,14/02/2018,Winter,No Holiday,Yes
1810,14/02/2018,Winter,No Holiday,Yes
1811,14/02/2018,Winter,No Holiday,Yes
1812,14/02/2018,Winter,No Holiday,Yes
1813,14/02/2018,Winter,No Holiday,Yes
1814,14/02/2018,Winter,No Holiday,Yes
1815,14/02/2018,Winter,No Holiday,Yes
1816,14/02/2018,Winter,No Holiday,Yes
1817,14/02/2018,Winter,No Holiday,Yes
1818,14/02/2018,Winter,No Holiday,Yes
1819,14/02/2018,Winter,No Holiday,Yes
1820,14/02/2018,Winter,No Holiday,Yes
1821,14/02/2018,Winter,No Holiday,Yes
1822,14/02/2018,Winter,No Holiday,Yes
1823,14/02/2018,Winter,No Holiday,Yes
1824,14/02/2018,Winter,No Holiday,Yes
1825,15/02/2018,Winter,Holiday,Yes
1826,15/02/2018,Winter,Holiday,Yes
1827,15/02/2018,Winter,Holiday,Yes
1828,15/02/2018,Winter,Holiday,Yes
1829,15/02/2018,Winter,Holiday,Yes
1830,15/02/2018,Winter,Holiday,Yes
1831,15/02/2018,Winter,Holiday,Yes
1832,15/02/2018,Winter,Holiday,Yes
1833,15/02/2018,Winter,Holiday,Yes
1834,15/02/2018,Winter,Holiday,Yes
1835,15/02/2018,Winter,Holiday,Yes
1836,15/02/2018,Winter,Holiday,Yes
1837,15/02/2018,Winter,Holiday,Yes
1838,15/02/2018,Winter,Holiday,Yes
1839,15/02/2018,Winter,Holiday,Yes
1840,15/02/2018,Winter,Holiday,Yes
1841,15/02/2018,Winter,Holiday,Yes
1842,15/02/2018,Winter,Holiday,Yes
1843,15/02/2018,Winter,Holiday,Yes
1844,15/02/2018,Winter,Holiday,Yes
1845,15/02/2018,Winter,Holiday,Yes
1846,15/02/2018,Winter,Holiday,Yes
1847,15/02/2018,Winter,Holiday,Yes
1848,15/02/2018,Winter,Holiday,Yes
1849,16/02/2018,Winter,Holiday,Yes
1850,16/02/2018,Winter,Holiday,Yes
1851,16/02/2018,Winter,Holiday,Yes
1852,16/02/2018,Winter,Holiday,Yes
1853,16/02/2018,Winter,Holiday,Yes
1854,16/02/2018,Winter,Holiday,Yes
1855,16/02/2018,Winter,Holiday,Yes
1856,16/02/2018,Winter,Holiday,Yes
1857,16/02/2018,Winter,Holiday,Yes
1858,16/02/2018,Winter,Holiday,Yes
1859,16/02/2018,Winter,Holiday,Yes
1860,16/02/2018,Winter,Holiday,Yes
1861,16/02/2018,Winter,Holiday,Yes
1862,16/02/2018,Winter,Holiday,Yes
1863,16/02/2018,Winter,Holiday,Yes
1864,16/02/2018,Winter,Holiday,Yes
1865,16/02/2018,Winter,Holiday,Yes
1866,16/02/2018,Winter,Holiday,Yes
1867,16/02/2018,Winter,Holiday,Yes
1868,16/02/2018,Winter,Holiday,Yes
1869,16/02/2018,Winter,Holiday,Yes
1870,16/02/2018,Winter,Holiday,Yes
1871,16/02/2018,Winter,Holiday,Yes
1872,16/02/2018,Winter,Holiday,Yes
1873,17/02/2018,Winter,Holiday,Yes
1874,17/02/2018,Winter,Holiday,Yes
1875,17/02/2018,Winter,Holiday,Yes
1876,17/02/2018,Winter,Holiday,Yes
1877,17/02/2018,Winter,Holiday,Yes
1878,17/02/2018,Winter,Holiday,Yes
1879,17/02/2018,Winter,Holiday,Yes
1880,17/02/2018,Winter,Holiday,Yes
1881,17/02/2018,Winter,Holiday,Yes
1882,17/02/2018,Winter,Holiday,Yes
1883,17/02/2018,Winter,Holiday,Yes
1884,17/02/2018,Winter,Holiday,Yes
1885,17/02/2018,Winter,Holiday,Yes
1886,17/02/2018,Winter,Holiday,Yes
1887,17/02/2018,Winter,Holiday,Yes
1888,17/02/2018,Winter,Holiday,Yes
1889,17/02/2018,Winter,Holiday,Yes
1890,17/02/2018,Winter,Holiday,Yes
1891,17/02/2018,Winter,Holiday,Yes
1892,17/02/2018,Winter,Holiday,Yes
1893,17/02/2018,Winter,Holiday,Yes
1894,17/02/2018,Winter,Holiday,Yes
1895,17/02/2018,Winter,Holiday,Yes
1896,17/02/2018,Winter,Holiday,Yes
1897,18/02/2018,Winter,No Holiday,Yes
1898,18/02/2018,Winter,No Holiday,Yes
1899,18/02/2018,Winter,No Holiday,Yes
1900,18/02/2018,Winter,No Holiday,Yes
1901,18/02/2018,Winter,No Holiday,Yes
1902,18/02/2018,Winter,No Holiday,Yes
1903,18/02/2018,Winter,No Holiday,Yes
1904,18/02/2018,Winter,No Holiday,Yes
1905,18/02/2018,Winter,No Holiday,Yes
1906,18/02/2018,Winter,No Holiday,Yes
1907,18/02/2018,Winter,No Holiday,Yes
1908,18/02/2018,Winter,No Holiday,Yes
1909,18/02/2018,Winter,No Holiday,Yes
1910,18/02/2018,Winter,No Holiday,Yes
1911,18/02/2018,Winter,No Holiday,Yes
1912,18/02/2018,Winter,No Holiday,Yes
1913,18/02/2018,Winter,No Holiday,Yes
1914,18/02/2018,Winter,No Holiday,Yes
1915,18/02/2018,Winter,No Holiday,Yes
1916,18/02/2018,Winter,No Holiday,Yes
1917,18/02/2018,Winter,No Holiday,Yes
1918,18/02/2018,Winter,No Holiday,Yes
1919,18/02/2018,Winter,No Holiday,Yes
1920,18/02/2018,Winter,No Holiday,Yes
1921,19/02/2018,Winter,No Holiday,Yes
1922,19/02/2018,Winter,No Holiday,Yes
1923,19/02/2018,Winter,No Holiday,Yes
1924,19/02/2018,Winter,No Holiday,Yes
1925,19/02/2018,Winter,No Holiday,Yes
1926,19/02/2018,Winter,No Holiday,Yes
1927,19/02/2018,Winter,No Holiday,Yes
1928,19/02/2018,Winter,No Holiday,Yes
1929,19/02/2018,Winter,No Holiday,Yes
1930,19/02/2018,Winter,No Holiday,Yes
1931,19/02/2018,Winter,No Holiday,Yes
1932,19/02/2018,Winter,No Holiday,Yes
1933,19/02/2018,Winter,No Holiday,Yes
1934,19/02/2018,Winter,No Holiday,Yes
1935,19/02/2018,Winter,No Holiday,Yes
1936,19/02/2018,Winter,No Holiday,Yes
1937,19/02/2018,Winter,No Holiday,Yes
1938,19/02/2018,Winter,No Holiday,Yes
1939,19/02/2018,Winter,No Holiday,Yes
1940,19/02/2018,Winter,No Holiday,Yes
1941,19/02/2018,Winter,No Holiday,Yes
1942,19/02/2018,Winter,No Holiday,Yes
1943,19/02/2018,Winter,No Holiday,Yes
1944,19/02/2018,Winter,No Holiday,Yes
1945,20/02/2018,Winter,No Holiday,Yes
1946,20/02/2018,Winter,No Holiday,Yes
1947,20/02/2018,Winter,No Holiday,Yes
1948,20/02/2018,Winter,No Holiday,Yes
1949,20/02/2018,Winter,No Holiday,Yes
1950,20/02/2018,Winter,No Holiday,Yes
1951,20/02/2018,Winter,No Holiday,Yes
1952,20/02/2018,Winter,No Holiday,Yes
1953,20/02/2018,Winter,No Holiday,Yes
1954,20/02/2018,Winter,No Holiday,Yes
1955,20/02/2018,Winter,No Holiday,Yes
1956,20/02/2018,Winter,No Holiday,Yes
1957,20/02/2018,Winter,No Holiday,Yes
1958,20/02/2018,Winter,No Holiday,Yes
1959,20/02/2018,Winter,No Holiday,Yes
1960,20/02/2018,Winter,No Holiday,Yes
1961,20/02/2018,Winter,No Holiday,Yes
1962,20/02/2018,Winter,No Holiday,Yes
1963,20/02/2018,Winter,No Holiday,Yes
1964,20/02/2018,Winter,No Holiday,Yes
1965,20/02/2018,Winter,No Holiday,Yes
1966,20/02/2018,Winter,No Holiday,Yes
1967,20/02/2018,Winter,No Holiday,Yes
1968,20/02/2018,Winter,No Holiday,Yes
1969,21/02/2018,Winter,No Holiday,Yes
1970,21/02/2018,Winter,No Holiday,Yes
1971,21/02/2018,Winter,No Holiday,Yes
1972,21/02/2018,Winter,No Holiday,Yes
1973,21/02/2018,Winter,No Holiday,Yes
1974,21/02/2018,Winter,No Holiday,Yes
1975,21/02/2018,Winter,No Holiday,Yes
1976,21/02/2018,Winter,No Holiday,Yes
1977,21/02/2018,Winter,No Holiday,Yes
1978,21/02/2018,Winter,No Holiday,Yes
1979,21/02/2018,Winter,No Holiday,Yes
1980,21/02/2018,Winter,No Holiday,Yes
1981,21/02/2018,Winter,No Holiday,Yes
1982,21/02/2018,Winter,No Holiday,Yes
1983,21/02/2018,Winter,No Holiday,Yes
1984,21/02/2018,Winter,No Holiday,Yes
1985,21/02/2018,Winter,No Holiday,Yes
1986,21/02/2018,Winter,No Holiday,Yes
1987,21/02/2018,Winter,No Holiday,Yes
1988,21/02/2018,Winter,No Holiday,Yes
1989,21/02/2018,Winter,No Holiday,Yes
1990,21/02/2018,Winter,No Holiday,Yes
1991,21/02/2018,Winter,No Holiday,Yes
1992,21/02/2018,Winter,No Holiday,Yes
1993,22/02/2018,Winter,No Holiday,Yes
1994,22/02/2018,Winter,No Holiday,Yes
1995,22/02/2018,Winter,No Holiday,Yes
1996,22/02/2018,Winter,No Holiday,Yes
1997,22/02/2018,Winter,No Holiday,Yes
1998,22/02/2018,Winter,No Holiday,Yes
1999,22/02/2018,Winter,No Holiday,Yes
2000,22/02/2018,Winter,No Holiday,Yes
2001,22/02/2018,Winter,No Holiday,Yes
2002,22/02/2018,Winter,No Holiday,Yes
2003,22/02/2018,Winter,No Holiday,Yes
2004,22/02/2018,Winter,No Holiday,Yes
2005,22/02/2018,Winter,No Holiday,Yes
2006,22/02/2018,Winter,No Holiday,Yes
2007,22/02/2018,Winter,No Holiday,Yes
2008,22/02/2018,Winter,No Holiday,Yes
2009,22/02/2018,Winter,No Holiday,Yes
2010,22/02/2018,Winter,No Holiday,Yes
2011,22/02/2018,Winter,No Holiday,Yes
2012,22/02/2018,Winter,No Holiday,Yes
2013,22/02/2018,Winter,No Holiday,Yes
2014,22/02/2018,Winter,No Holiday,Yes
2015,22/02/2018,Winter,No Holiday,Yes
2016,22/02/2018,Winter,No Holiday,Yes
2017,23/02/2018,Winter,No Holiday,Yes
2018,23/02/2018,Winter,No Holiday,Yes
2019,23/02/2018,Winter,No Holiday,Yes
2020,23/02/2018,Winter,No Holiday,Yes
2021,23/02/2018,Winter,No Holiday,Yes
2022,23/02/2018,Winter,No Holiday,Yes
2023,23/02/2018,Winter,No Holiday,Yes
2024,23/02/2018,Winter,No Holiday,Yes
2025,23/02/2018,Winter,No Holiday,Yes
2026,23/02/2018,Winter,No Holiday,Yes
2027,23/02/2018,Winter,No Holiday,Yes
2028,23/02/2018,Winter,No Holiday,Yes
2029,23/02/2018,Winter,No Holiday,Yes
2030,23/02/2018,Winter,No Holiday,Yes
2031,23/02/2018,Winter,No Holiday,Yes
2032,23/02/2018,Winter,No Holiday,Yes
2033,23/02/2018,Winter,No Holiday,Yes
2034,23/02/2018,Winter,No Holiday,Yes
2035,23/02/2018,Winter,No Holiday,Yes
2036,23/02/2018,Winter,No Holiday,Yes
2037,23/02/2018,Winter,No Holiday,Yes
2038,23/02/2018,Winter,No Holiday,Yes
2039,23/02/2018,Winter,No Holiday,Yes
2040,23/02/2018,Winter,No Holiday,Yes
2041,24/02/2018,Winter,No Holiday,Yes
2042,24/02/2018,Winter,No Holiday,Yes
2043,24/02/2018,Winter,No Holiday,Yes
2044,24/02/2018,Winter,No Holiday,Yes
2045,24/02/2018,Winter,No Holiday,Yes
2046,24/02/2018,Winter,No Holiday,Yes
2047,24/02/2018,Winter,No Holiday,Yes
2048,24/02/2018,Winter,No Holiday,Yes
