rental_id,Date,Hour,Rented Bike Count
2212,03/03/2018,3,149
2213,03/03/2018,4,93
2214,03/03/2018,5,55
2215,03/03/2018,6,71
2216,03/03/2018,7,159
2217,03/03/2018,8,306
2218,03/03/2018,9,329
2219,03/03/2018,10,354
2220,03/03/2018,11,431
2221,03/03/2018,12,605
2222,03/03/2018,13,771
2223,03/03/2018,14,1025
2224,03/03/2018,15,1238
2225,03/03/2018,16,1285
2226,03/03/2018,17,1197
2227,03/03/2018,18,920
2228,03/03/2018,19,630
2229,03/03/2018,20,631
2230,03/03/2018,21,588
2231,03/03/2018,22,516
2232,03/03/2018,23,215
2233,04/03/2018,0,161
2234,04/03/2018,1,118
2235,04/03/2018,2,95
2236,04/03/2018,3,90
2237,04/03/2018,4,34
2238,04/03/2018,5,15
2239,04/03/2018,6,20
2240,04/03/2018,7,23
2241,04/03/2018,8,70
2242,04/03/2018,9,157
2243,04/03/2018,10,239
2244,04/03/2018,11,273
2245,04/03/2018,12,358
2246,04/03/2018,13,429
2247,04/03/2018,14,475
2248,04/03/2018,15,468
2249,04/03/2018,16,396
2250,04/03/2018,17,492
2251,04/03/2018,18,436
2252,04/03/2018,19,289
2253,04/03/2018,20,26
2254,04/03/2018,21,7
2255,04/03/2018,22,8
2256,04/03/2018,23,9
2257,05/03/2018,0,22
2258,05/03/2018,1,23
2259,05/03/2018,2,9
2260,05/03/2018,3,2
2261,05/03/2018,4,4
2262,05/03/2018,5,22
2263,05/03/2018,6,20
2264,05/03/2018,7,85
2265,05/03/2018,8,184
2266,05/03/2018,9,211
2267,05/03/2018,10,232
2268,05/03/2018,11,322
2269,05/03/2018,12,438
2270,05/03/2018,13,465
2271,05/03/2018,14,550
2272,05/03/2018,15,637
2273,05/03/2018,16,718
2274,05/03/2018,17,865
2275,05/03/2018,18,1155
2276,05/03/2018,19,782
2277,05/03/2018,20,578
2278,05/03/2018,21,533
2279,05/03/2018,22,466
2280,05/03/2018,23,274
2281,06/03/2018,0,224
2282,06/03/2018,1,188
2283,06/03/2018,2,122
2284,06/03/2018,3,82
2285,06/03/2018,4,79
2286,06/03/2018,5,80
2287,06/03/2018,6,214
2288,06/03/2018,7,583
2289,06/03/2018,8,997
2290,06/03/2018,9,556
2291,06/03/2018,10,380
2292,06/03/2018,11,475
2293,06/03/2018,12,504
2294,06/03/2018,13,528
2295,06/03/2018,14,567
2296,06/03/2018,15,616
2297,06/03/2018,16,680
2298,06/03/2018,17,883
2299,06/03/2018,18,1246
2300,06/03/2018,19,833
2301,06/03/2018,20,666
2302,06/03/2018,21,625
2303,06/03/2018,22,514
2304,06/03/2018,23,361
2305,07/03/2018,0,289
2306,07/03/2018,1,194
2307,07/03/2018,2,134
2308,07/03/2018,3,92
2309,07/03/2018,4,49
2310,07/03/2018,5,97
2311,07/03/2018,6,232
2312,07/03/2018,7,598
2313,07/03/2018,8,1032
2314,07/03/2018,9,566
2315,07/03/2018,10,410
2316,07/03/2018,11,441
2317,07/03/2018,12,550
2318,07/03/2018,13,509
2319,07/03/2018,14,505
2320,07/03/2018,15,620
2321,07/03/2018,16,646
2322,07/03/2018,17,849
2323,07/03/2018,18,1365
2324,07/03/2018,19,799
2325,07/03/2018,20,587
2326,07/03/2018,21,411
2327,07/03/2018,22,147
2328,07/03/2018,23,48
2329,08/03/2018,0,49
2330,08/03/2018,1,23
2331,08/03/2018,2,19
2332,08/03/2018,3,12
2333,08/03/2018,4,8
2334,08/03/2018,5,17
2335,08/03/2018,6,32
2336,08/03/2018,7,64
2337,08/03/2018,8,88
2338,08/03/2018,9,100
2339,08/03/2018,10,165
2340,08/03/2018,11,290
2341,08/03/2018,12,375
2342,08/03/2018,13,405
2343,08/03/2018,14,452
2344,08/03/2018,15,555
2345,08/03/2018,16,594
2346,08/03/2018,17,757
2347,08/03/2018,18,1091
2348,08/03/2018,19,683
2349,08/03/2018,20,586
2350,08/03/2018,21,533
2351,08/03/2018,22,498
2352,08/03/2018,23,315
2353,09/03/2018,0,272
2354,09/03/2018,1,228
2355,09/03/2018,2,155
2356,09/03/2018,3,105
2357,09/03/2018,4,66
2358,09/03/2018,5,88
2359,09/03/2018,6,195
2360,09/03/2018,7,574
2361,09/03/2018,8,1041
2362,09/03/2018,9,570
2363,09/03/2018,10,361
2364,09/03/2018,11,444
2365,09/03/2018,12,510
2366,09/03/2018,13,509
2367,09/03/2018,14,542
2368,09/03/2018,15,611
2369,09/03/2018,16,686
2370,09/03/2018,17,834
2371,09/03/2018,18,1231
2372,09/03/2018,19,718
2373,09/03/2018,20,535
2374,09/03/2018,21,537
2375,09/03/2018,22,521
2376,09/03/2018,23,309
2377,10/03/2018,0,328
2378,10/03/2018,1,305
2379,10/03/2018,2,241
2380,10/03/2018,3,139
2381,10/03/2018,4,91
2382,10/03/2018,5,79
2383,10/03/2018,6,74
2384,10/03/2018,7,208
2385,10/03/2018,8,340
2386,10/03/2018,9,381
2387,10/03/2018,10,416
2388,10/03/2018,11,497
2389,10/03/2018,12,650
2390,10/03/2018,13,757
2391,10/03/2018,14,906
2392,10/03/2018,15,931
2393,10/03/2018,16,972
2394,10/03/2018,17,829
2395,10/03/2018,18,664
2396,10/03/2018,19,573
2397,10/03/2018,20,447
2398,10/03/2018,21,470
2399,10/03/2018,22,421
2400,10/03/2018,23,345
2401,11/03/2018,0,376
2402,11/03/2018,1,222
2403,11/03/2018,2,171
2404,11/03/2018,3,115
2405,11/03/2018,4,80
2406,11/03/2018,5,45
2407,11/03/2018,6,63
2408,11/03/2018,7,119
2409,11/03/2018,8,212
2410,11/03/2018,9,289
2411,11/03/2018,10,394
2412,11/03/2018,11,425
2413,11/03/2018,12,666
2414,11/03/2018,13,843
2415,11/03/2018,14,1154
2416,11/03/2018,15,1294
2417,11/03/2018,16,1205
2418,11/03/2018,17,1028
2419,11/03/2018,18,776
2420,11/03/2018,19,596
2421,11/03/2018,20,530
2422,11/03/2018,21,533
2423,11/03/2018,22,419
2424,11/03/2018,23,288
2425,12/03/2018,0,222
2426,12/03/2018,1,163
2427,12/03/2018,2,95
2428,12/03/2018,3,60
2429,12/03/2018,4,47
2430,12/03/2018,5,106
2431,12/03/2018,6,261
2432,12/03/2018,7,662
2433,12/03/2018,8,1066
2434,12/03/2018,9,604
2435,12/03/2018,10,406
2436,12/03/2018,11,463
2437,12/03/2018,12,581
2438,12/03/2018,13,588
2439,12/03/2018,14,603
2440,12/03/2018,15,694
2441,12/03/2018,16,752
2442,12/03/2018,17,931
2443,12/03/2018,18,1425
2444,12/03/2018,19,946
2445,12/03/2018,20,801
2446,12/03/2018,21,771
2447,12/03/2018,22,695
2448,12/03/2018,23,397
2449,13/03/2018,0,309
2450,13/03/2018,1,231
2451,13/03/2018,2,161
2452,13/03/2018,3,103
2453,13/03/2018,4,88
2454,13/03/2018,5,97
2455,13/03/2018,6,252
2456,13/03/2018,7,668
2457,13/03/2018,8,1215
2458,13/03/2018,9,616
2459,13/03/2018,10,428
2460,13/03/2018,11,571
2461,13/03/2018,12,626
2462,13/03/2018,13,678
2463,13/03/2018,14,705
2464,13/03/2018,15,815
2465,13/03/2018,16,890
2466,13/03/2018,17,1085
2467,13/03/2018,18,1749
2468,13/03/2018,19,1224
2469,13/03/2018,20,986
2470,13/03/2018,21,982
2471,13/03/2018,22,912
2472,13/03/2018,23,572
2473,14/03/2018,0,412
2474,14/03/2018,1,309
2475,14/03/2018,2,226
2476,14/03/2018,3,142
2477,14/03/2018,4,82
2478,14/03/2018,5,123
2479,14/03/2018,6,290
2480,14/03/2018,7,786
2481,14/03/2018,8,1371
2482,14/03/2018,9,761
2483,14/03/2018,10,552
2484,14/03/2018,11,643
2485,14/03/2018,12,813
2486,14/03/2018,13,789
2487,14/03/2018,14,878
2488,14/03/2018,15,1025
2489,14/03/2018,16,1049
2490,14/03/2018,17,1325
2491,14/03/2018,18,2100
2492,14/03/2018,19,1478
2493,14/03/2018,20,1275
2494,14/03/2018,21,1181
2495,14/03/2018,22,983
2496,14/03/2018,23,587
2497,15/03/2018,0,466
2498,15/03/2018,1,355
2499,15/03/2018,2,203
2500,15/03/2018,3,51
2501,15/03/2018,4,9
2502,15/03/2018,5,8
2503,15/03/2018,6,10
2504,15/03/2018,7,15
2505,15/03/2018,8,39
2506,15/03/2018,9,32
2507,15/03/2018,10,27
2508,15/03/2018,11,65
2509,15/03/2018,12,204
2510,15/03/2018,13,269
2511,15/03/2018,14,289
2512,15/03/2018,15,329
2513,15/03/2018,16,214
2514,15/03/2018,17,411
2515,15/03/2018,18,676
2516,15/03/2018,19,606
2517,15/03/2018,20,533
2518,15/03/2018,21,567
2519,15/03/2018,22,506
2520,15/03/2018,23,343
2521,16/03/2018,0,287
2522,16/03/2018,1,278
2523,16/03/2018,2,178
2524,16/03/2018,3,102
2525,16/03/2018,4,85
2526,16/03/2018,5,85
2527,16/03/2018,6,222
2528,16/03/2018,7,652
2529,16/03/2018,8,1176
2530,16/03/2018,9,683
2531,16/03/2018,10,507
2532,16/03/2018,11,557
2533,16/03/2018,12,705
2534,16/03/2018,13,715
2535,16/03/2018,14,772
2536,16/03/2018,15,923
2537,16/03/2018,16,976
2538,16/03/2018,17,1160
2539,16/03/2018,18,1641
2540,16/03/2018,19,974
2541,16/03/2018,20,774
2542,16/03/2018,21,710
2543,16/03/2018,22,660
2544,16/03/2018,23,455
2545,17/03/2018,0,414
2546,17/03/2018,1,366
2547,17/03/2018,2,268
2548,17/03/2018,3,157
2549,17/03/2018,4,103
2550,17/03/2018,5,60
2551,17/03/2018,6,109
2552,17/03/2018,7,193
2553,17/03/2018,8,384
2554,17/03/2018,9,520
2555,17/03/2018,10,561
2556,17/03/2018,11,742
2557,17/03/2018,12,933
2558,17/03/2018,13,1111
2559,17/03/2018,14,1294
2560,17/03/2018,15,1514
2561,17/03/2018,16,1440
2562,17/03/2018,17,1272
2563,17/03/2018,18,934
2564,17/03/2018,19,718
2565,17/03/2018,20,688
2566,17/03/2018,21,624
2567,17/03/2018,22,562
2568,17/03/2018,23,422
2569,18/03/2018,0,407
2570,18/03/2018,1,309
2571,18/03/2018,2,226
2572,18/03/2018,3,174
2573,18/03/2018,4,106
2574,18/03/2018,5,67
2575,18/03/2018,6,73
2576,18/03/2018,7,152
2577,18/03/2018,8,293
2578,18/03/2018,9,398
2579,18/03/2018,10,460
2580,18/03/2018,11,587
2581,18/03/2018,12,751
2582,18/03/2018,13,881
2583,18/03/2018,14,993
2584,18/03/2018,15,1128
2585,18/03/2018,16,1059
2586,18/03/2018,17,603
2587,18/03/2018,18,365
2588,18/03/2018,19,237
2589,18/03/2018,20,146
2590,18/03/2018,21,71
2591,18/03/2018,22,70
2592,18/03/2018,23,53
2593,19/03/2018,0,67
2594,19/03/2018,1,38
2595,19/03/2018,2,28
2596,19/03/2018,3,12
2597,19/03/2018,4,9
2598,19/03/2018,5,27
2599,19/03/2018,6,91
2600,19/03/2018,7,370
2601,19/03/2018,8,592
2602,19/03/2018,9,387
2603,19/03/2018,10,292
2604,19/03/2018,11,393
2605,19/03/2018,12,403
2606,19/03/2018,13,387
2607,19/03/2018,14,326
2608,19/03/2018,15,263
2609,19/03/2018,16,271
2610,19/03/2018,17,605
2611,19/03/2018,18,1200
2612,19/03/2018,19,818
2613,19/03/2018,20,711
2614,19/03/2018,21,731
2615,19/03/2018,22,565
2616,19/03/2018,23,382
2617,20/03/2018,0,297
2618,20/03/2018,1,243
2619,20/03/2018,2,165
2620,20/03/2018,3,95
2621,20/03/2018,4,69
2622,20/03/2018,5,92
2623,20/03/2018,6,235
2624,20/03/2018,7,677
2625,20/03/2018,8,1212
2626,20/03/2018,9,661
2627,20/03/2018,10,418
2628,20/03/2018,11,488
2629,20/03/2018,12,522
2630,20/03/2018,13,516
2631,20/03/2018,14,478
2632,20/03/2018,15,492
2633,20/03/2018,16,518
2634,20/03/2018,17,719
2635,20/03/2018,18,1111
2636,20/03/2018,19,716
2637,20/03/2018,20,543
2638,20/03/2018,21,494
2639,20/03/2018,22,460
2640,20/03/2018,23,294
2641,21/03/2018,0,240
2642,21/03/2018,1,223
2643,21/03/2018,2,147
2644,21/03/2018,3,82
2645,21/03/2018,4,70
2646,21/03/2018,5,80
2647,21/03/2018,6,209
2648,21/03/2018,7,605
2649,21/03/2018,8,1097
2650,21/03/2018,9,614
2651,21/03/2018,10,374
2652,21/03/2018,11,339
2653,21/03/2018,12,333
2654,21/03/2018,13,196
2655,21/03/2018,14,117
2656,21/03/2018,15,184
2657,21/03/2018,16,241
2658,21/03/2018,17,319
2659,21/03/2018,18,615
2660,21/03/2018,19,402
2661,21/03/2018,20,120
2662,21/03/2018,21,231
2663,21/03/2018,22,320
2664,21/03/2018,23,226
2665,22/03/2018,0,243
2666,22/03/2018,1,247
2667,22/03/2018,2,173
2668,22/03/2018,3,107
2669,22/03/2018,4,75
2670,22/03/2018,5,81
2671,22/03/2018,6,212
2672,22/03/2018,7,600
2673,22/03/2018,8,1174
2674,22/03/2018,9,653
2675,22/03/2018,10,446
2676,22/03/2018,11,565
2677,22/03/2018,12,668
2678,22/03/2018,13,648
2679,22/03/2018,14,674
2680,22/03/2018,15,758
2681,22/03/2018,16,752
2682,22/03/2018,17,999
2683,22/03/2018,18,1495
2684,22/03/2018,19,923
2685,22/03/2018,20,739
2686,22/03/2018,21,726
2687,22/03/2018,22,621
2688,22/03/2018,23,428
2689,23/03/2018,0,335
2690,23/03/2018,1,283
2691,23/03/2018,2,216
2692,23/03/2018,3,128
2693,23/03/2018,4,92
2694,23/03/2018,5,95
2695,23/03/2018,6,243
2696,23/03/2018,7,661
2697,23/03/2018,8,1216
2698,23/03/2018,9,664
2699,23/03/2018,10,461
2700,23/03/2018,11,584
2701,23/03/2018,12,690
2702,23/03/2018,13,682
2703,23/03/2018,14,758
2704,23/03/2018,15,849
2705,23/03/2018,16,901
2706,23/03/2018,17,1108
2707,23/03/2018,18,1611
2708,23/03/2018,19,932
2709,23/03/2018,20,724
2710,23/03/2018,21,676
2711,23/03/2018,22,638
2712,23/03/2018,23,422
2713,24/03/2018,0,403
2714,24/03/2018,1,360
2715,24/03/2018,2,305
2716,24/03/2018,3,197
2717,24/03/2018,4,122
2718,24/03/2018,5,82
2719,24/03/2018,6,113
2720,24/03/2018,7,198
2721,24/03/2018,8,424
2722,24/03/2018,9,456
2723,24/03/2018,10,494
2724,24/03/2018,11,589
2725,24/03/2018,12,806
2726,24/03/2018,13,880
2727,24/03/2018,14,855
2728,24/03/2018,15,1025
2729,24/03/2018,16,947
2730,24/03/2018,17,916
2731,24/03/2018,18,736
2732,24/03/2018,19,521
2733,24/03/2018,20,513
2734,24/03/2018,21,487
2735,24/03/2018,22,460
2736,24/03/2018,23,354
2737,25/03/2018,0,372
2738,25/03/2018,1,267
2739,25/03/2018,2,195
2740,25/03/2018,3,139
2741,25/03/2018,4,90
2742,25/03/2018,5,60
2743,25/03/2018,6,71
2744,25/03/2018,7,137
2745,25/03/2018,8,225
2746,25/03/2018,9,331
2747,25/03/2018,10,359
2748,25/03/2018,11,466
2749,25/03/2018,12,626
2750,25/03/2018,13,784
2751,25/03/2018,14,882
2752,25/03/2018,15,960
2753,25/03/2018,16,1031
2754,25/03/2018,17,911
2755,25/03/2018,18,768
2756,25/03/2018,19,571
2757,25/03/2018,20,502
2758,25/03/2018,21,456
2759,25/03/2018,22,424
2760,25/03/2018,23,336
2761,26/03/2018,0,244
2762,26/03/2018,1,185
2763,26/03/2018,2,93
2764,26/03/2018,3,62
2765,26/03/2018,4,65
2766,26/03/2018,5,98
2767,26/03/2018,6,227
2768,26/03/2018,7,581
2769,26/03/2018,8,983
2770,26/03/2018,9,540
2771,26/03/2018,10,415
2772,26/03/2018,11,422
2773,26/03/2018,12,492
2774,26/03/2018,13,504
2775,26/03/2018,14,575
2776,26/03/2018,15,604
2777,26/03/2018,16,819
2778,26/03/2018,17,925
2779,26/03/2018,18,1477
2780,26/03/2018,19,1031
2781,26/03/2018,20,835
2782,26/03/2018,21,798
2783,26/03/2018,22,662
2784,26/03/2018,23,447
2785,27/03/2018,0,380
2786,27/03/2018,1,278
2787,27/03/2018,2,163
2788,27/03/2018,3,127
2789,27/03/2018,4,95
2790,27/03/2018,5,110
2791,27/03/2018,6,231
2792,27/03/2018,7,705
2793,27/03/2018,8,1201
2794,27/03/2018,9,699
2795,27/03/2018,10,462
2796,27/03/2018,11,560
2797,27/03/2018,12,586
2798,27/03/2018,13,563
2799,27/03/2018,14,618
2800,27/03/2018,15,636
2801,27/03/2018,16,774
2802,27/03/2018,17,960
2803,27/03/2018,18,1521
2804,27/03/2018,19,1020
2805,27/03/2018,20,864
2806,27/03/2018,21,866
2807,27/03/2018,22,764
2808,27/03/2018,23,527
2809,28/03/2018,0,400
2810,28/03/2018,1,337
2811,28/03/2018,2,225
2812,28/03/2018,3,150
2813,28/03/2018,4,104
2814,28/03/2018,5,107
2815,28/03/2018,6,258
2816,28/03/2018,7,741
2817,28/03/2018,8,1353
2818,28/03/2018,9,723
2819,28/03/2018,10,494
2820,28/03/2018,11,588
2821,28/03/2018,12,629
2822,28/03/2018,13,723
2823,28/03/2018,14,698
2824,28/03/2018,15,785
2825,28/03/2018,16,943
2826,28/03/2018,17,1221
2827,28/03/2018,18,1839
2828,28/03/2018,19,1288
2829,28/03/2018,20,1133
2830,28/03/2018,21,1035
2831,28/03/2018,22,907
2832,28/03/2018,23,614
2833,29/03/2018,0,466
2834,29/03/2018,1,390
2835,29/03/2018,2,254
2836,29/03/2018,3,170
2837,29/03/2018,4,109
2838,29/03/2018,5,106
2839,29/03/2018,6,274
2840,29/03/2018,7,781
2841,29/03/2018,8,1281
2842,29/03/2018,9,757
2843,29/03/2018,10,482
2844,29/03/2018,11,583
2845,29/03/2018,12,714
2846,29/03/2018,13,716
2847,29/03/2018,14,711
2848,29/03/2018,15,781
2849,29/03/2018,16,957
2850,29/03/2018,17,1194
2851,29/03/2018,18,1776
2852,29/03/2018,19,1260
2853,29/03/2018,20,1079
2854,29/03/2018,21,1046
2855,29/03/2018,22,949
2856,29/03/2018,23,614
2857,30/03/2018,0,490
2858,30/03/2018,1,401
2859,30/03/2018,2,261
2860,30/03/2018,3,184
2861,30/03/2018,4,115
2862,30/03/2018,5,117
2863,30/03/2018,6,284
2864,30/03/2018,7,747
2865,30/03/2018,8,1406
2866,30/03/2018,9,772
2867,30/03/2018,10,583
2868,30/03/2018,11,739
2869,30/03/2018,12,939
2870,30/03/2018,13,860
2871,30/03/2018,14,965
2872,30/03/2018,15,1068
2873,30/03/2018,16,1156
2874,30/03/2018,17,1460
2875,30/03/2018,18,1935
2876,30/03/2018,19,1268
2877,30/03/2018,20,1045
2878,30/03/2018,21,948
2879,30/03/2018,22,880
2880,30/03/2018,23,678
2881,31/03/2018,0,537
2882,31/03/2018,1,502
2883,31/03/2018,2,397
2884,31/03/2018,3,264
2885,31/03/2018,4,163
2886,31/03/2018,5,108
2887,31/03/2018,6,142
2888,31/03/2018,7,264
2889,31/03/2018,8,489
2890,31/03/2018,9,642
2891,31/03/2018,10,618
2892,31/03/2018,11,824
2893,31/03/2018,12,1072
2894,31/03/2018,13,1218
2895,31/03/2018,14,1381
2896,31/03/2018,15,1542
2897,31/03/2018,16,1578
2898,31/03/2018,17,1531
2899,31/03/2018,18,1391
2900,31/03/2018,19,1025
2901,31/03/2018,20,972
2902,31/03/2018,21,1010
2903,31/03/2018,22,922
2904,31/03/2018,23,655
2905,01/04/2018,0,579
2906,01/04/2018,1,453
2907,01/04/2018,2,322
2908,01/04/2018,3,221
2909,01/04/2018,4,147
2910,01/04/2018,5,96
2911,01/04/2018,6,110
2912,01/04/2018,7,169
2913,01/04/2018,8,342
2914,01/04/2018,9,485
2915,01/04/2018,10,566
2916,01/04/2018,11,737
2917,01/04/2018,12,926
2918,01/04/2018,13,1156
2919,01/04/2018,14,1201
2920,01/04/2018,15,1349
2921,01/04/2018,16,1409
2922,01/04/2018,17,1362
2923,01/04/2018,18,1296
2924,01/04/2018,19,1066
2925,01/04/2018,20,984
2926,01/04/2018,21,983
2927,01/04/2018,22,841
2928,01/04/2018,23,588
2929,02/04/2018,0,468
2930,02/04/2018,1,295
2931,02/04/2018,2,155
2932,02/04/2018,3,111
2933,02/04/2018,4,86
2934,02/04/2018,5,125
2935,02/04/2018,6,359
2936,02/04/2018,7,918
2937,02/04/2018,8,1469
2938,02/04/2018,9,806
2939,02/04/2018,10,579
2940,02/04/2018,11,662
2941,02/04/2018,12,818
2942,02/04/2018,13,818
2943,02/04/2018,14,920
2944,02/04/2018,15,993
2945,02/04/2018,16,1218
2946,02/04/2018,17,1569
2947,02/04/2018,18,2401
2948,02/04/2018,19,1779
2949,02/04/2018,20,1517
2950,02/04/2018,21,1503
2951,02/04/2018,22,1213
2952,02/04/2018,23,803
2953,03/04/2018,0,532
2954,03/04/2018,1,430
2955,03/04/2018,2,275
2956,03/04/2018,3,156
2957,03/04/2018,4,124
2958,03/04/2018,5,163
2959,03/04/2018,6,388
2960,03/04/2018,7,1033
2961,03/04/2018,8,1677
2962,03/04/2018,9,867
2963,03/04/2018,10,664
2964,03/04/2018,11,696
2965,03/04/2018,12,913
2966,03/04/2018,13,870
2967,03/04/2018,14,931
2968,03/04/2018,15,961
2969,03/04/2018,16,1173
2970,03/04/2018,17,1436
2971,03/04/2018,18,2134
2972,03/04/2018,19,1415
2973,03/04/2018,20,1470
2974,03/04/2018,21,1223
2975,03/04/2018,22,1030
2976,03/04/2018,23,454
2977,04/04/2018,0,355
2978,04/04/2018,1,113
2979,04/04/2018,2,15
2980,04/04/2018,3,22
2981,04/04/2018,4,14
2982,04/04/2018,5,19
2983,04/04/2018,6,172
2984,04/04/2018,7,665
2985,04/04/2018,8,1284
2986,04/04/2018,9,378
2987,04/04/2018,10,505
2988,04/04/2018,11,744
2989,04/04/2018,12,928
2990,04/04/2018,13,951
2991,04/04/2018,14,1096
2992,04/04/2018,15,1209
2993,04/04/2018,16,1413
2994,04/04/2018,17,1745
2995,04/04/2018,18,2402
2996,04/04/2018,19,1626
2997,04/04/2018,20,1374
2998,04/04/2018,21,1256
2999,04/04/2018,22,1041
3000,04/04/2018,23,668
3001,05/04/2018,0,436
3002,05/04/2018,1,373
3003,05/04/2018,2,220
3004,05/04/2018,3,150
3005,05/04/2018,4,87
3006,05/04/2018,5,18
3007,05/04/2018,6,21
3008,05/04/2018,7,38
3009,05/04/2018,8,207
3010,05/04/2018,9,129
3011,05/04/2018,10,95
3012,05/04/2018,11,47
3013,05/04/2018,12,70
3014,05/04/2018,13,84
3015,05/04/2018,14,46
3016,05/04/2018,15,37
3017,05/04/2018,16,31
3018,05/04/2018,17,46
3019,05/04/2018,18,75
3020,05/04/2018,19,75
3021,05/04/2018,20,56
3022,05/04/2018,21,99
3023,05/04/2018,22,77
3024,05/04/2018,23,79
3025,06/04/2018,0,56
3026,06/04/2018,1,50
3027,06/04/2018,2,27
3028,06/04/2018,3,18
3029,06/04/2018,4,9
3030,06/04/2018,5,54
3031,06/04/2018,6,178
3032,06/04/2018,7,591
3033,06/04/2018,8,1235
3034,06/04/2018,9,719
3035,06/04/2018,10,529
3036,06/04/2018,11,598
3037,06/04/2018,12,756
3038,06/04/2018,13,683
3039,06/04/2018,14,572
3040,06/04/2018,15,545
3041,06/04/2018,16,585
3042,06/04/2018,17,776
3043,06/04/2018,18,1114
3044,06/04/2018,19,659
3045,06/04/2018,20,508
3046,06/04/2018,21,447
3047,06/04/2018,22,499
3048,06/04/2018,23,312
3049,07/04/2018,0,282
3050,07/04/2018,1,225
3051,07/04/2018,2,123
3052,07/04/2018,3,122
3053,07/04/2018,4,80
3054,07/04/2018,5,57
3055,07/04/2018,6,108
3056,07/04/2018,7,206
3057,07/04/2018,8,399
3058,07/04/2018,9,426
3059,07/04/2018,10,453
3060,07/04/2018,11,553
3061,07/04/2018,12,697
3062,07/04/2018,13,852
3063,07/04/2018,14,919
3064,07/04/2018,15,925
3065,07/04/2018,16,897
3066,07/04/2018,17,908
3067,07/04/2018,18,714
3068,07/04/2018,19,518
3069,07/04/2018,20,458
3070,07/04/2018,21,443
3071,07/04/2018,22,426
3072,07/04/2018,23,368
3073,08/04/2018,0,325
3074,08/04/2018,1,224
3075,08/04/2018,2,191
3076,08/04/2018,3,141
3077,08/04/2018,4,90
3078,08/04/2018,5,59
3079,08/04/2018,6,101
3080,08/04/2018,7,159
3081,08/04/2018,8,332
3082,08/04/2018,9,405
3083,08/04/2018,10,494
3084,08/04/2018,11,586
3085,08/04/2018,12,709
3086,08/04/2018,13,847
3087,08/04/2018,14,777
3088,08/04/2018,15,343
3089,08/04/2018,16,137
3090,08/04/2018,17,58
3091,08/04/2018,18,22
3092,08/04/2018,19,44
3093,08/04/2018,20,93
3094,08/04/2018,21,170
3095,08/04/2018,22,177
3096,08/04/2018,23,182
3097,09/04/2018,0,197
3098,09/04/2018,1,140
3099,09/04/2018,2,97
3100,09/04/2018,3,52
3101,09/04/2018,4,43
3102,09/04/2018,5,91
3103,09/04/2018,6,239
3104,09/04/2018,7,651
3105,09/04/2018,8,1163
3106,09/04/2018,9,682
3107,09/04/2018,10,506
3108,09/04/2018,11,644
3109,09/04/2018,12,799
3110,09/04/2018,13,869
3111,09/04/2018,14,921
3112,09/04/2018,15,1038
3113,09/04/2018,16,1185
3114,09/04/2018,17,1479
3115,09/04/2018,18,2401
3116,09/04/2018,19,1599
3117,09/04/2018,20,1362
3118,09/04/2018,21,1232
3119,09/04/2018,22,1069
3120,09/04/2018,23,623
3121,10/04/2018,0,485
3122,10/04/2018,1,376
3123,10/04/2018,2,250
3124,10/04/2018,3,149
3125,10/04/2018,4,102
3126,10/04/2018,5,123
3127,10/04/2018,6,370
3128,10/04/2018,7,981
3129,10/04/2018,8,1702
3130,10/04/2018,9,982
3131,10/04/2018,10,703
3132,10/04/2018,11,839
3133,10/04/2018,12,1023
3134,10/04/2018,13,967
3135,10/04/2018,14,913
3136,10/04/2018,15,933
3137,10/04/2018,16,1080
3138,10/04/2018,17,1004
3139,10/04/2018,18,1805
3140,10/04/2018,19,1153
3141,10/04/2018,20,336
3142,10/04/2018,21,133
3143,10/04/2018,22,75
3144,10/04/2018,23,212
3145,11/04/2018,0,0
3146,11/04/2018,1,0
3147,11/04/2018,2,0
3148,11/04/2018,3,0
3149,11/04/2018,4,0
3150,11/04/2018,5,0
3151,11/04/2018,6,0
3152,11/04/2018,7,0
3153,11/04/2018,8,0
3154,11/04/2018,9,0
3155,11/04/2018,10,0
3156,11/04/2018,11,0
3157,11/04/2018,12,0
3158,11/04/2018,13,0
3159,11/04/2018,14,0
3160,11/04/2018,15,0
3161,11/04/2018,16,0
3162,11/04/2018,17,0
3163,11/04/2018,18,0
3164,11/04/2018,19,0
3165,11/04/2018,20,0
3166,11/04/2018,21,0
3167,11/04/2018,22,0
3168,11/04/2018,23,0
3169,12/04/2018,0,504
3170,12/04/2018,1,374
3171,12/04/2018,2,269
3172,12/04/2018,3,182
3173,12/04/2018,4,98
3174,12/04/2018,5,144
3175,12/04/2018,6,375
3176,12/04/2018,7,1054
3177,12/04/2018,8,1789
3178,12/04/2018,9,952
3179,12/04/2018,10,686
3180,12/04/2018,11,829
3181,12/04/2018,12,969
3182,12/04/2018,13,1029
3183,12/04/2018,14,990
3184,12/04/2018,15,1074
3185,12/04/2018,16,1273
3186,12/04/2018,17,1664
3187,12/04/2018,18,2359
3188,12/04/2018,19,1641
3189,12/04/2018,20,1319
3190,12/04/2018,21,1241
3191,12/04/2018,22,1142
3192,12/04/2018,23,772
3193,13/04/2018,0,525
3194,13/04/2018,1,432
3195,13/04/2018,2,257
3196,13/04/2018,3,167
3197,13/04/2018,4,112
3198,13/04/2018,5,156
3199,13/04/2018,6,368
