weather_id,Date,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm)
2374,09/03/2018,3.5,69.0,1.4,1177.0,-1.6,0.0,0.0,0.0
2375,09/03/2018,2.9,69.0,1.2,1179.0,-2.2,0.0,0.0,0.0
2376,09/03/2018,2.5,72.0,1.5,1071.0,-2.0,0.0,0.0,0.0
2377,10/03/2018,2.1,74.0,1.4,970.0,-2.0,0.0,0.0,0.0
2378,10/03/2018,2.0,75.0,1.0,658.0,-1.9,0.0,0.0,0.0
2379,10/03/2018,1.6,79.0,0.9,685.0,-1.6,0.0,0.0,0.0
2380,10/03/2018,1.3,80.0,0.6,705.0,-1.7,0.0,0.0,0.0
2381,10/03/2018,0.9,81.0,0.6,620.0,-1.9,0.0,0.0,0.0
2382,10/03/2018,0.8,80.0,0.3,565.0,-2.2,0.0,0.0,0.0
2383,10/03/2018,1.1,78.0,1.1,538.0,-2.3,0.0,0.0,0.0
2384,10/03/2018,0.9,78.0,1.1,535.0,-2.5,0.0,0.0,0.0
2385,10/03/2018,1.5,73.0,1.2,466.0,-2.8,0.11,0.0,0.0
2386,10/03/2018,2.7,71.0,1.3,418.0,-2.0,0.3,0.0,0.0
2387,10/03/2018,3.5,65.0,2.4,539.0,-2.4,0.87,0.0,0.0
2388,10/03/2018,5.7,58.0,2.3,700.0,-1.9,2.08,0.0,0.0
2389,10/03/2018,7.1,50.0,2.2,909.0,-2.6,2.47,0.0,0.0
2390,10/03/2018,8.2,42.0,3.1,1261.0,-3.9,2.66,0.0,0.0
2391,10/03/2018,9.2,38.0,2.6,1377.0,-4.4,2.53,0.0,0.0
2392,10/03/2018,8.1,36.0,4.7,1964.0,-6.1,2.23,0.0,0.0
2393,10/03/2018,8.3,37.0,3.8,1867.0,-5.5,1.73,0.0,0.0
2394,10/03/2018,7.7,46.0,2.8,1635.0,-3.2,1.05,0.0,0.0
2395,10/03/2018,6.2,61.0,3.2,1411.0,-0.7,0.4,0.0,0.0
2396,10/03/2018,5.3,67.0,2.6,1314.0,-0.3,0.02,0.0,0.0
2397,10/03/2018,5.2,69.0,1.8,1196.0,0.0,0.0,0.0,0.0
2398,10/03/2018,5.0,73.0,2.2,1173.0,0.5,0.0,0.0,0.0
2399,10/03/2018,5.0,75.0,2.2,1084.0,0.9,0.0,0.0,0.0
2400,10/03/2018,5.1,75.0,1.4,950.0,1.0,0.0,0.0,0.0
2401,11/03/2018,5.1,77.0,1.9,718.0,1.3,0.0,0.0,0.0
2402,11/03/2018,4.8,80.0,1.3,583.0,1.6,0.0,0.0,0.0
2403,11/03/2018,4.7,78.0,1.5,466.0,1.1,0.0,0.0,0.0
2404,11/03/2018,4.4,80.0,1.6,393.0,1.2,0.0,0.0,0.0
2405,11/03/2018,4.2,81.0,1.3,333.0,1.2,0.0,0.0,0.0
2406,11/03/2018,3.9,85.0,1.6,264.0,1.6,0.0,0.0,0.0
2407,11/03/2018,3.4,85.0,1.5,234.0,1.1,0.0,0.0,0.0
2408,11/03/2018,2.9,84.0,1.9,241.0,0.4,0.0,0.0,0.0
2409,11/03/2018,2.8,82.0,1.2,240.0,0.0,0.19,0.0,0.0
2410,11/03/2018,3.9,77.0,2.0,263.0,0.2,0.65,0.0,0.0
2411,11/03/2018,5.9,69.0,2.6,330.0,0.6,1.43,0.0,0.0
2412,11/03/2018,7.6,54.0,1.6,430.0,-1.1,2.06,0.0,0.0
2413,11/03/2018,9.2,40.0,2.6,592.0,-3.7,2.47,0.0,0.0
2414,11/03/2018,10.3,31.0,2.1,885.0,-6.1,2.67,0.0,0.0
2415,11/03/2018,11.6,20.0,2.7,1647.0,-10.6,2.69,0.0,0.0
2416,11/03/2018,11.9,26.0,2.8,1338.0,-7.0,2.34,0.0,0.0
2417,11/03/2018,11.9,25.0,2.7,1424.0,-7.5,1.83,0.0,0.0
2418,11/03/2018,11.1,25.0,2.0,1765.0,-8.2,1.19,0.0,0.0
2420,11/03/2018,7.8,28.0,1.9,1982.0,-9.6,0.04,0.0,0.0
2421,11/03/2018,6.7,32.0,1.9,1722.0,-8.8,0.0,0.0,0.0
2422,11/03/2018,5.7,34.0,1.0,1520.0,-8.9,0.0,0.0,0.0
2423,11/03/2018,5.3,31.0,2.3,1842.0,-10.5,0.0,0.0,0.0
2424,11/03/2018,4.2,34.0,1.7,1476.0,-10.3,0.0,0.0,0.0
2425,12/03/2018,3.5,46.0,1.1,1040.0,-7.0,0.0,0.0,0.0
2426,12/03/2018,2.9,51.0,0.8,1119.0,-6.2,0.0,0.0,0.0
2427,12/03/2018,2.7,46.0,0.4,1363.0,-7.7,0.0,0.0,0.0
2428,12/03/2018,2.3,48.0,0.8,1448.0,-7.6,0.0,0.0,0.0
2429,12/03/2018,2.8,52.0,0.6,1249.0,-6.1,0.0,0.0,0.0
2430,12/03/2018,3.3,53.0,0.4,1208.0,-5.3,0.0,0.0,0.0
2431,12/03/2018,2.8,57.0,0.7,920.0,-4.8,0.0,0.0,0.0
2432,12/03/2018,3.0,53.0,0.5,1094.0,-5.6,0.0,0.0,0.0
2433,12/03/2018,3.8,47.0,0.8,1229.0,-6.5,0.06,0.0,0.0
2434,12/03/2018,4.8,43.0,1.0,1200.0,-6.7,0.18,0.0,0.0
2435,12/03/2018,6.6,40.0,1.0,1061.0,-6.0,0.65,0.0,0.0
2436,12/03/2018,9.2,33.0,1.1,892.0,-6.2,1.54,0.0,0.0
2437,12/03/2018,11.7,32.0,1.6,690.0,-4.4,1.99,0.0,0.0
2438,12/03/2018,13.6,34.0,1.8,458.0,-1.9,2.23,0.0,0.0
2439,12/03/2018,14.9,34.0,2.8,403.0,-0.8,2.22,0.0,0.0
2440,12/03/2018,15.3,32.0,2.9,458.0,-1.3,2.02,0.0,0.0
2441,12/03/2018,14.5,34.0,3.1,471.0,-1.2,1.59,0.0,0.0
2442,12/03/2018,13.7,38.0,2.6,436.0,-0.3,1.0,0.0,0.0
2443,12/03/2018,12.2,43.0,2.8,463.0,0.0,0.41,0.0,0.0
2444,12/03/2018,10.6,47.0,2.0,425.0,-0.2,0.03,0.0,0.0
2445,12/03/2018,9.4,50.0,2.1,391.0,-0.5,0.0,0.0,0.0
2446,12/03/2018,8.7,49.0,1.7,464.0,-1.4,0.0,0.0,0.0
2447,12/03/2018,7.8,49.0,0.1,528.0,-2.2,0.0,0.0,0.0
2448,12/03/2018,6.8,56.0,0.9,497.0,-1.3,0.0,0.0,0.0
2449,13/03/2018,6.4,62.0,0.7,506.0,-0.3,0.0,0.0,0.0
2450,13/03/2018,5.9,65.0,1.0,596.0,-0.1,0.0,0.0,0.0
2451,13/03/2018,5.4,66.0,0.6,623.0,-0.4,0.0,0.0,0.0
2452,13/03/2018,5.5,62.0,0.6,722.0,-1.2,0.0,0.0,0.0
2453,13/03/2018,6.2,59.0,0.8,493.0,-1.2,0.0,0.0,0.0
2454,13/03/2018,6.8,56.0,0.9,570.0,-1.3,0.0,0.0,0.0
2455,13/03/2018,7.0,58.0,0.7,537.0,-0.7,0.0,0.0,0.0
2456,13/03/2018,7.2,56.0,0.5,545.0,-1.0,0.0,0.0,0.0
2457,13/03/2018,8.0,48.0,0.4,711.0,-2.3,0.12,0.0,0.0
2458,13/03/2018,9.4,44.0,0.3,743.0,-2.2,0.33,0.0,0.0
2459,13/03/2018,10.9,40.0,0.5,714.0,-2.1,0.55,0.0,0.0
2460,13/03/2018,12.6,49.0,1.4,988.0,2.1,0.84,0.0,0.0
2461,13/03/2018,15.5,47.0,3.3,1303.0,4.2,2.44,0.0,0.0
2462,13/03/2018,17.1,42.0,3.2,1305.0,4.0,2.6,0.0,0.0
2463,13/03/2018,18.3,43.0,2.2,1509.0,5.4,2.43,0.0,0.0
2464,13/03/2018,18.6,47.0,3.3,1560.0,7.0,2.08,0.0,0.0
2465,13/03/2018,17.6,53.0,3.7,1735.0,7.8,1.4,0.0,0.0
2466,13/03/2018,16.9,62.0,3.1,1562.0,9.5,0.95,0.0,0.0
2467,13/03/2018,15.7,68.0,3.3,1473.0,9.8,0.39,0.0,0.0
2468,13/03/2018,14.1,77.0,2.0,1240.0,10.1,0.04,0.0,0.0
2469,13/03/2018,13.9,77.0,1.5,1010.0,9.9,0.0,0.0,0.0
2470,13/03/2018,13.7,79.0,2.0,1035.0,10.1,0.0,0.0,0.0
2471,13/03/2018,13.5,81.0,2.8,933.0,10.2,0.0,0.0,0.0
2472,13/03/2018,13.4,81.0,2.6,958.0,10.1,0.0,0.0,0.0
2473,14/03/2018,13.6,79.0,2.2,862.0,10.0,0.0,0.0,0.0
2474,14/03/2018,13.7,73.0,2.2,1182.0,8.9,0.0,0.0,0.0
2475,14/03/2018,13.8,70.0,1.3,1363.0,8.4,0.0,0.0,0.0
2476,14/03/2018,14.0,67.0,2.3,1733.0,7.9,0.0,0.0,0.0
2477,14/03/2018,14.0,70.0,1.5,1648.0,8.6,0.0,0.0,0.0
2478,14/03/2018,14.1,69.0,1.3,1923.0,8.4,0.0,0.0,0.0
2479,14/03/2018,14.1,69.0,1.6,1882.0,8.4,0.0,0.0,0.0
2480,14/03/2018,14.1,69.0,1.1,1692.0,8.4,0.0,0.0,0.0
2481,14/03/2018,14.2,67.0,0.9,1812.0,8.1,0.06,0.0,0.0
2482,14/03/2018,14.6,62.0,1.2,1768.0,7.3,0.19,0.0,0.0
2483,14/03/2018,15.7,58.0,1.3,1980.0,7.4,0.69,0.0,0.0
2484,14/03/2018,17.5,55.0,2.1,1892.0,8.3,1.35,0.0,0.0
2485,14/03/2018,19.9,44.0,2.7,1874.0,7.2,2.22,0.0,0.0
2486,14/03/2018,20.9,44.0,4.7,1795.0,8.1,2.66,0.0,0.0
2487,14/03/2018,21.1,42.0,4.3,2000.0,7.6,2.49,0.0,0.0
2488,14/03/2018,21.7,39.0,3.3,1979.0,7.1,2.09,0.0,0.0
2489,14/03/2018,21.7,41.0,3.2,2000.0,7.8,1.91,0.0,0.0
2490,14/03/2018,20.5,49.0,3.5,2000.0,9.4,1.18,0.0,0.0
2491,14/03/2018,19.2,53.0,2.4,2000.0,9.3,0.58,0.0,0.0
2492,14/03/2018,17.9,54.0,2.9,2000.0,8.4,0.04,0.0,0.0
2493,14/03/2018,17.2,60.0,2.5,1993.0,9.3,0.0,0.0,0.0
2494,14/03/2018,16.8,67.0,2.0,1775.0,10.6,0.0,0.0,0.0
2495,14/03/2018,16.2,71.0,2.0,1780.0,10.9,0.0,0.0,0.0
2496,14/03/2018,16.1,69.0,1.8,1666.0,10.4,0.0,0.0,0.0
2497,15/03/2018,16.0,69.0,2.4,1863.0,10.3,0.0,0.0,0.0
2498,15/03/2018,16.3,68.0,2.1,1859.0,10.3,0.0,0.0,0.0
2499,15/03/2018,16.5,68.0,1.3,1724.0,10.5,0.0,0.0,0.0
2500,15/03/2018,16.5,69.0,2.4,1659.0,10.7,0.0,0.0,0.0
2501,15/03/2018,15.1,86.0,2.1,877.0,12.7,0.0,0.0,0.0
2502,15/03/2018,14.5,94.0,2.0,487.0,13.5,0.0,0.0,0.0
2503,15/03/2018,14.4,96.0,0.7,453.0,13.7,0.0,8.0,0.0
2504,15/03/2018,14.3,97.0,0.3,189.0,13.8,0.0,0.0,0.0
2505,15/03/2018,14.1,97.0,1.1,342.0,13.6,0.0,0.0,0.0
2506,15/03/2018,14.1,98.0,1.1,253.0,13.7,0.06,17.0,0.0
2507,15/03/2018,14.2,98.0,1.2,299.0,13.8,0.14,0.0,0.0
2508,15/03/2018,13.9,98.0,1.4,296.0,13.5,0.13,0.0,0.0
2509,15/03/2018,13.3,97.0,2.9,771.0,12.8,0.19,2.0,0.0
2510,15/03/2018,12.7,97.0,2.6,467.0,12.2,0.23,0.0,0.0
2511,15/03/2018,12.1,97.0,2.0,177.0,11.6,0.2,0.0,0.0
2512,15/03/2018,11.6,97.0,3.4,117.0,11.1,0.26,0.0,0.0
2513,15/03/2018,10.7,98.0,1.2,196.0,10.3,0.14,0.0,0.0
2514,15/03/2018,10.9,98.0,1.3,222.0,10.5,0.09,0.0,0.0
2515,15/03/2018,10.4,98.0,2.5,116.0,10.0,0.03,0.0,0.0
2516,15/03/2018,10.4,98.0,2.0,391.0,10.0,0.0,0.0,0.0
2517,15/03/2018,10.5,97.0,1.8,372.0,10.0,0.0,0.0,0.0
2518,15/03/2018,10.4,96.0,2.7,499.0,9.7,0.0,0.0,0.0
2519,15/03/2018,9.8,90.0,3.7,493.0,8.2,0.0,0.0,0.0
2520,15/03/2018,9.3,90.0,4.1,609.0,7.7,0.0,0.0,0.0
2521,16/03/2018,8.4,86.0,2.2,2000.0,6.1,0.0,0.0,0.0
2522,16/03/2018,7.2,83.0,2.1,2000.0,4.4,0.0,0.0,0.0
2523,16/03/2018,6.7,72.0,2.1,2000.0,1.9,0.0,0.0,0.0
2524,16/03/2018,6.1,67.0,2.6,2000.0,0.4,0.0,0.0,0.0
2525,16/03/2018,5.7,62.0,2.4,2000.0,-1.0,0.0,0.0,0.0
2526,16/03/2018,5.2,60.0,2.0,2000.0,-1.9,0.0,0.0,0.0
2527,16/03/2018,4.4,61.0,1.7,2000.0,-2.4,0.0,0.0,0.0
2528,16/03/2018,3.7,59.0,2.9,2000.0,-3.5,0.0,0.0,0.0
2529,16/03/2018,3.8,56.0,2.4,2000.0,-4.1,0.32,0.0,0.0
2530,16/03/2018,5.2,51.0,1.7,2000.0,-4.1,1.08,0.0,0.0
2531,16/03/2018,6.7,46.0,2.2,1936.0,-4.1,1.79,0.0,0.0
2532,16/03/2018,8.2,45.0,2.4,1992.0,-3.0,2.38,0.0,0.0
2533,16/03/2018,9.4,40.0,2.6,1913.0,-3.5,2.78,0.0,0.0
2534,16/03/2018,10.4,38.0,2.4,1959.0,-3.3,2.99,0.0,0.0
2535,16/03/2018,11.0,36.0,1.8,1973.0,-3.5,2.91,0.0,0.0
2536,16/03/2018,11.9,32.0,1.9,1976.0,-4.3,2.62,0.0,0.0
2537,16/03/2018,11.6,31.0,1.4,1999.0,-4.9,2.11,0.0,0.0
2538,16/03/2018,11.2,30.0,1.5,2000.0,-5.7,1.44,0.0,0.0
2539,16/03/2018,10.0,33.0,1.2,2000.0,-5.5,0.68,0.0,0.0
2540,16/03/2018,8.1,36.0,1.2,2000.0,-6.1,0.06,0.0,0.0
2541,16/03/2018,6.7,41.0,1.0,2000.0,-5.6,0.0,0.0,0.0
2542,16/03/2018,5.8,43.0,1.8,2000.0,-5.8,0.0,0.0,0.0
2543,16/03/2018,4.9,46.0,0.8,2000.0,-5.7,0.0,0.0,0.0
2544,16/03/2018,4.2,47.0,1.3,2000.0,-6.1,0.0,0.0,0.0
2545,17/03/2018,3.7,48.0,1.6,2000.0,-6.3,0.0,0.0,0.0
2546,17/03/2018,3.0,52.0,0.7,2000.0,-5.9,0.0,0.0,0.0
2547,17/03/2018,2.3,56.0,0.6,2000.0,-5.5,0.0,0.0,0.0
2548,17/03/2018,1.8,59.0,0.7,2000.0,-5.3,0.0,0.0,0.0
2549,17/03/2018,1.3,61.0,0.7,2000.0,-5.4,0.0,0.0,0.0
2550,17/03/2018,1.0,62.0,0.9,2000.0,-5.4,0.0,0.0,0.0
2551,17/03/2018,0.8,63.0,1.0,2000.0,-5.4,0.0,0.0,0.0
2552,17/03/2018,0.5,64.0,0.8,2000.0,-5.5,0.01,0.0,0.0
2553,17/03/2018,1.3,57.0,1.0,1974.0,-6.2,0.32,0.0,0.0
2554,17/03/2018,3.4,49.0,1.6,1950.0,-6.3,1.03,0.0,0.0
2555,17/03/2018,6.0,43.0,1.0,1829.0,-5.6,1.69,0.0,0.0
2556,17/03/2018,8.0,39.0,1.2,1783.0,-5.1,2.26,0.0,0.0
2557,17/03/2018,10.0,38.0,1.5,1677.0,-3.6,2.51,0.0,0.0
2558,17/03/2018,10.9,32.0,1.2,1772.0,-5.1,2.22,0.0,0.0
2559,17/03/2018,12.1,29.0,2.3,1734.0,-5.4,2.26,0.0,0.0
2560,17/03/2018,13.2,23.0,2.8,1696.0,-7.5,2.52,0.0,0.0
2561,17/03/2018,13.7,28.0,2.1,1499.0,-4.5,1.88,0.0,0.0
2562,17/03/2018,12.1,34.0,2.5,1240.0,-3.3,0.81,0.0,0.0
2563,17/03/2018,10.6,42.0,2.8,1307.0,-1.8,0.31,0.0,0.0
2564,17/03/2018,8.8,49.0,3.2,1207.0,-1.3,0.05,0.0,0.0
2565,17/03/2018,7.9,54.0,2.3,1005.0,-0.8,0.0,0.0,0.0
2566,17/03/2018,7.4,54.0,2.0,1142.0,-1.3,0.0,0.0,0.0
2567,17/03/2018,7.0,55.0,2.7,1041.0,-1.4,0.0,0.0,0.0
2568,17/03/2018,6.4,59.0,1.1,961.0,-1.0,0.0,0.0,0.0
2569,18/03/2018,5.9,56.0,1.1,1019.0,-2.2,0.0,0.0,0.0
2570,18/03/2018,5.7,55.0,1.4,1043.0,-2.6,0.0,0.0,0.0
2571,18/03/2018,5.5,56.0,1.2,1067.0,-2.5,0.0,0.0,0.0
2572,18/03/2018,5.5,57.0,1.1,1079.0,-2.3,0.0,0.0,0.0
2573,18/03/2018,5.6,55.0,0.4,1115.0,-2.7,0.0,0.0,0.0
2574,18/03/2018,5.6,55.0,1.2,1008.0,-2.7,0.0,0.0,0.0
2575,18/03/2018,5.7,54.0,1.7,1208.0,-2.9,0.0,0.0,0.0
2576,18/03/2018,5.5,58.0,1.0,937.0,-2.1,0.0,0.0,0.0
2577,18/03/2018,5.9,58.0,1.8,861.0,-1.7,0.11,0.0,0.0
2578,18/03/2018,6.3,53.0,0.5,849.0,-2.5,0.34,0.0,0.0
2579,18/03/2018,7.2,53.0,1.6,709.0,-1.7,0.45,0.0,0.0
2580,18/03/2018,8.5,49.0,0.7,718.0,-1.6,0.76,0.0,0.0
2581,18/03/2018,9.8,46.0,1.2,710.0,-1.2,1.13,0.0,0.0
2582,18/03/2018,10.6,43.0,1.3,705.0,-1.4,1.07,0.0,0.0
2583,18/03/2018,11.0,41.0,1.1,763.0,-1.7,0.81,0.0,0.0
2584,18/03/2018,12.0,37.0,0.8,879.0,-2.2,1.09,0.0,0.0
2585,18/03/2018,12.3,30.0,1.6,1263.0,-4.8,0.94,0.0,0.0
2586,18/03/2018,11.1,42.0,2.2,765.0,-1.3,0.34,0.0,0.0
2587,18/03/2018,10.4,47.0,0.4,824.0,-0.4,0.14,0.0,0.0
2588,18/03/2018,10.0,53.0,1.7,796.0,0.8,0.01,0.0,0.0
2589,18/03/2018,9.2,66.0,1.1,513.0,3.1,0.0,0.0,0.0
2590,18/03/2018,8.8,72.0,0.9,501.0,4.0,0.0,0.0,0.0
2591,18/03/2018,8.1,76.0,0.8,492.0,4.1,0.0,0.0,0.0
2592,18/03/2018,7.4,80.0,1.3,471.0,4.1,0.0,0.0,0.0
2593,19/03/2018,7.0,81.0,1.1,421.0,3.9,0.0,0.5,0.0
2594,19/03/2018,6.7,84.0,0.8,320.0,4.1,0.0,0.0,0.0
2595,19/03/2018,6.6,86.0,0.6,416.0,4.4,0.0,0.0,0.0
2596,19/03/2018,6.5,88.0,0.9,276.0,4.6,0.0,0.3,0.0
2597,19/03/2018,6.3,90.0,1.0,240.0,4.7,0.0,0.0,0.0
2598,19/03/2018,6.2,89.0,1.5,338.0,4.5,0.0,0.0,0.0
2599,19/03/2018,6.5,88.0,1.2,417.0,4.6,0.0,0.2,0.0
2600,19/03/2018,6.5,88.0,1.4,515.0,4.6,0.0,0.0,0.0
2601,19/03/2018,7.3,84.0,2.2,813.0,4.7,0.05,0.0,0.0
2602,19/03/2018,8.2,81.0,2.7,1273.0,5.1,0.2,0.5,0.0
2603,19/03/2018,9.1,77.0,2.7,1587.0,5.2,0.27,0.0,0.0
2604,19/03/2018,10.2,65.0,3.3,2000.0,3.9,0.57,0.0,0.0
2605,19/03/2018,10.2,58.0,3.5,2000.0,2.2,0.32,0.0,0.0
2606,19/03/2018,10.1,61.0,3.7,1504.0,2.9,0.38,0.0,0.0
2607,19/03/2018,10.1,59.0,3.3,2000.0,2.4,0.57,0.0,0.0
2608,19/03/2018,9.8,57.0,3.0,2000.0,1.6,0.43,0.0,0.0
2609,19/03/2018,8.9,63.0,3.0,1614.0,2.2,0.28,0.0,0.0
2610,19/03/2018,8.5,59.0,2.7,1927.0,0.9,0.16,0.0,0.0
2611,19/03/2018,8.6,55.0,2.4,1958.0,0.0,0.09,0.0,0.0
2612,19/03/2018,8.4,51.0,3.3,1977.0,-1.1,0.01,0.0,0.0
2613,19/03/2018,8.3,47.0,3.1,2000.0,-2.3,0.0,0.0,0.0
2614,19/03/2018,8.0,47.0,3.3,2000.0,-2.6,0.0,0.0,0.0
2615,19/03/2018,7.6,48.0,3.1,2000.0,-2.7,0.0,0.0,0.0
2616,19/03/2018,6.9,44.0,3.3,2000.0,-4.5,0.0,0.0,0.0
2617,20/03/2018,6.3,42.0,3.3,2000.0,-5.6,0.0,0.0,0.0
2618,20/03/2018,5.5,42.0,3.1,2000.0,-6.4,0.0,0.0,0.0
2619,20/03/2018,5.1,44.0,3.4,2000.0,-6.1,0.0,0.0,0.0
2620,20/03/2018,4.7,44.0,3.8,2000.0,-6.5,0.0,0.0,0.0
2621,20/03/2018,4.4,44.0,3.1,2000.0,-6.8,0.0,0.0,0.0
2622,20/03/2018,4.1,42.0,3.1,2000.0,-7.6,0.0,0.0,0.0
2623,20/03/2018,3.9,43.0,3.4,2000.0,-7.5,0.0,0.0,0.0
2624,20/03/2018,3.8,44.0,4.1,2000.0,-7.3,0.02,0.0,0.0
2625,20/03/2018,4.3,43.0,4.2,2000.0,-7.2,0.37,0.0,0.0
2626,20/03/2018,5.7,38.0,3.9,1985.0,-7.5,0.98,0.0,0.0
2627,20/03/2018,7.4,35.0,3.5,1990.0,-7.0,1.81,0.0,0.0
2628,20/03/2018,8.4,34.0,3.6,1966.0,-6.5,2.36,0.0,0.0
2629,20/03/2018,9.0,33.0,3.1,1985.0,-6.4,2.59,0.0,0.0
2630,20/03/2018,8.0,37.0,3.4,2000.0,-5.8,1.96,0.0,0.0
2631,20/03/2018,7.3,38.0,3.4,1997.0,-6.1,1.6,0.0,0.0
2632,20/03/2018,6.5,39.0,3.3,2000.0,-6.4,1.21,0.0,0.0
2633,20/03/2018,5.6,42.0,4.2,2000.0,-6.3,0.81,0.0,0.0
2634,20/03/2018,4.9,43.0,4.3,2000.0,-6.6,0.42,0.0,0.0
2635,20/03/2018,4.1,43.0,3.5,2000.0,-7.3,0.21,0.0,0.0
2636,20/03/2018,3.2,45.0,3.7,2000.0,-7.6,0.02,0.0,0.0
2637,20/03/2018,2.7,45.0,3.3,2000.0,-8.0,0.0,0.0,0.0
2638,20/03/2018,2.3,40.0,3.3,2000.0,-9.9,0.0,0.0,0.0
2639,20/03/2018,2.0,37.0,2.7,2000.0,-11.1,0.0,0.0,0.0
2640,20/03/2018,1.8,37.0,2.3,2000.0,-11.3,0.0,0.0,0.0
2641,21/03/2018,1.6,39.0,2.3,2000.0,-10.8,0.0,0.0,0.0
2642,21/03/2018,1.5,40.0,2.8,2000.0,-10.6,0.0,0.0,0.0
2643,21/03/2018,1.4,40.0,2.9,2000.0,-10.7,0.0,0.0,0.0
2644,21/03/2018,1.3,40.0,2.1,2000.0,-10.8,0.0,0.0,0.0
2645,21/03/2018,1.3,39.0,2.3,2000.0,-11.1,0.0,0.0,0.0
2646,21/03/2018,1.3,40.0,2.3,2000.0,-10.8,0.0,0.0,0.0
2647,21/03/2018,1.4,42.0,1.7,2000.0,-10.1,0.0,0.0,0.0
2648,21/03/2018,1.4,43.0,1.5,2000.0,-9.8,0.0,0.0,0.0
2649,21/03/2018,1.6,42.0,1.8,2000.0,-9.9,0.13,0.0,0.0
2650,21/03/2018,2.5,40.0,1.9,2000.0,-9.7,0.41,0.0,0.0
2651,21/03/2018,3.6,37.0,1.3,2000.0,-9.7,0.83,0.0,0.0
2652,21/03/2018,4.8,35.0,2.1,2000.0,-9.4,1.38,0.0,0.0
2653,21/03/2018,4.8,51.0,2.2,1715.0,-4.5,1.12,0.0,0.0
2654,21/03/2018,4.0,64.0,2.0,1834.0,-2.2,0.75,0.0,0.0
2655,21/03/2018,1.9,89.0,1.5,102.0,0.2,0.41,0.0,0.0
2656,21/03/2018,2.2,85.0,1.3,2000.0,0.0,0.41,0.5,0.0
2657,21/03/2018,2.4,79.0,1.9,1995.0,-0.8,0.37,0.0,0.0
2658,21/03/2018,2.5,78.0,2.0,2000.0,-0.9,0.25,0.0,0.0
2659,21/03/2018,2.0,77.0,1.3,2000.0,-1.6,0.07,0.0,0.0
2660,21/03/2018,2.0,81.0,0.7,2000.0,-0.9,0.0,0.0,0.0
2661,21/03/2018,1.7,85.0,1.3,396.0,-0.5,0.0,0.0,0.0
2662,21/03/2018,1.2,92.0,0.7,1474.0,0.0,0.0,0.5,0.0
2663,21/03/2018,1.2,87.0,0.9,1802.0,-0.7,0.0,0.0,0.0
2664,21/03/2018,1.5,86.0,1.2,1495.0,-0.5,0.0,0.0,0.0
2665,22/03/2018,1.6,86.0,1.7,1141.0,-0.4,0.0,0.0,0.0
2666,22/03/2018,1.6,85.0,2.0,952.0,-0.6,0.0,0.0,0.0
2667,22/03/2018,1.5,86.0,2.5,782.0,-0.5,0.0,0.0,0.0
2668,22/03/2018,1.3,87.0,1.7,822.0,-0.6,0.0,0.0,0.0
2669,22/03/2018,1.3,87.0,2.2,937.0,-0.6,0.0,0.0,0.0
2670,22/03/2018,1.1,88.0,0.9,927.0,-0.6,0.0,0.0,0.0
2671,22/03/2018,0.8,88.0,1.0,900.0,-0.9,0.0,0.0,0.0
2672,22/03/2018,0.6,85.0,1.5,1321.0,-1.6,0.01,0.0,0.0
2673,22/03/2018,1.1,79.0,1.7,1480.0,-2.1,0.36,0.0,0.0
2674,22/03/2018,2.5,67.0,1.3,1472.0,-3.0,1.11,0.0,0.0
2675,22/03/2018,4.9,56.0,1.9,1480.0,-3.1,1.76,0.0,0.0
2676,22/03/2018,6.9,46.0,2.1,1541.0,-3.9,2.33,0.0,0.0
2677,22/03/2018,8.3,36.0,2.5,1665.0,-5.9,2.7,0.0,0.0
2678,22/03/2018,9.9,29.0,3.2,1641.0,-7.3,2.91,0.0,0.0
2679,22/03/2018,11.4,30.0,3.1,1672.0,-5.5,2.82,0.0,0.0
2680,22/03/2018,10.7,34.0,4.5,1850.0,-4.5,2.51,0.0,0.0
2681,22/03/2018,10.3,34.0,3.8,1850.0,-4.9,1.93,0.0,0.0
2682,22/03/2018,9.6,38.0,3.2,1606.0,-4.0,1.35,0.0,0.0
2683,22/03/2018,7.9,46.0,3.1,1057.0,-3.0,0.58,0.0,0.0
2684,22/03/2018,6.2,54.0,1.8,883.0,-2.4,0.08,0.0,0.0
2685,22/03/2018,5.1,56.0,2.0,899.0,-2.9,0.0,0.0,0.0
2686,22/03/2018,4.5,62.0,2.0,826.0,-2.1,0.0,0.0,0.0
2687,22/03/2018,3.9,66.0,2.7,990.0,-1.8,0.0,0.0,0.0
2688,22/03/2018,3.4,69.0,1.1,895.0,-1.7,0.0,0.0,0.0
2689,23/03/2018,2.9,72.0,1.3,903.0,-1.6,0.0,0.0,0.0
2690,23/03/2018,2.5,75.0,1.5,786.0,-1.4,0.0,0.0,0.0
2691,23/03/2018,2.2,80.0,1.4,615.0,-0.8,0.0,0.0,0.0
2692,23/03/2018,1.9,81.0,1.1,525.0,-1.0,0.0,0.0,0.0
2693,23/03/2018,2.0,80.0,0.8,474.0,-1.0,0.0,0.0,0.0
2694,23/03/2018,2.2,79.0,0.8,553.0,-1.0,0.0,0.0,0.0
2695,23/03/2018,2.3,80.0,0.7,546.0,-0.8,0.0,0.0,0.0
